"Estimate","Cond. SE","t_value","item","class","diversity_index"
0.18725675005523,0.144353930580221,1.29720575880798,"LGM_sat_velocity","bird","FD.FDiv"
-0.0304469030653779,0.0838520573420757,-0.363102636124589,"LGM_dO_velocity","bird","FD.FDiv"
-0.0196493944598963,0.0120040002589991,-1.63690386837219,"X50km_range","bird","FD.FDiv"
-0.0039848731572735,0.00718391889761013,-0.554693505601678,"pop_10000BC_value","bird","FD.FDiv"
0.874876935356926,1.5808266075807,0.553430041701943,"(Intercept)","mammal","FD.FRic"
0.0027857979799378,0.0218205987719477,0.12766826470038,"prec","mammal","FD.FRic"
-0.0151138822003231,0.0117648414374557,-1.28466518487916,"tavg","mammal","FD.FRic"
-0.0752009659402696,0.0972471399088638,-0.773297456467562,"LGM_sat_velocity","mammal","FD.FRic"
-0.122292416225848,0.0495651730296503,-2.46730534265847,"LGM_dO_velocity","mammal","FD.FRic"
0.0212287001885937,0.00537645316353877,3.94845812710865,"X50km_range","mammal","FD.FRic"
0.00171000052784222,0.00323896784649714,0.527946126322787,"pop_10000BC_value","mammal","FD.FRic"
-0.2069229080297,0.354479696572182,-0.583736981357873,"(Intercept)","mammal","FD.FEve"
0.066676279486054,0.0370881607791932,1.79777799937332,"prec","mammal","FD.FEve"
0.0149287673067303,0.0206718143071196,0.72217982828864,"tavg","mammal","FD.FEve"
0.444150481754255,0.129858655767495,3.42026089157647,"LGM_sat_velocity","mammal","FD.FEve"
-0.101846225436212,0.075982711372326,-1.34038682743435,"LGM_dO_velocity","mammal","FD.FEve"
-0.0692501656405841,0.00956388325214381,-7.24079997788149,"X50km_range","mammal","FD.FEve"
0.00152179821721215,0.00572892479182804,0.26563417613422,"pop_10000BC_value","mammal","FD.FEve"
0.0748698598570306,0.130917762549489,0.57188465796403,"(Intercept)","mammal","FD.FDiv"
-0.0350664653355796,0.0433974404227572,-0.808030727019354,"prec","mammal","FD.FDiv"
-0.0211493458437543,0.0250400444467592,-0.844620938621839,"tavg","mammal","FD.FDiv"
0.464891773930257,0.100483115269458,4.62656609206025,"LGM_sat_velocity","mammal","FD.FDiv"
0.109895563715516,0.0790090635963958,1.39092350564866,"LGM_dO_velocity","mammal","FD.FDiv"
0.0592518602334834,0.0117411695968555,5.04650407650632,"X50km_range","mammal","FD.FDiv"
0.00684510046253529,0.00702641258738815,0.974195633604224,"pop_10000BC_value","mammal","FD.FDiv"
0.161208255956155,0.15357096605801,1.04973133981107,"(Intercept)","amphibian","NRI"
0.00627882024763833,0.0515779967662179,0.121734472862482,"prec","amphibian","NRI"
0.0313017980286445,0.0399764128031868,0.783006674029271,"tavg","amphibian","NRI"
-0.917335743545002,0.138198930099041,-6.63779193433399,"LGM_sat_velocity","amphibian","NRI"
-0.000504336709566809,0.0932124918749194,-0.0054106128848435,"LGM_dO_velocity","amphibian","NRI"
0.000275432523540097,0.0190451857093925,0.0144620550170987,"X50km_range","amphibian","NRI"
-0.00322340434956873,0.00961383341738362,-0.335288142577987,"pop_10000BC_value","amphibian","NRI"
-0.181363339723621,0.170565470248064,-1.0633063037897,"(Intercept)","amphibian","NTI"
-0.140980887381416,0.0665568496822383,-2.11820252993493,"prec","amphibian","NTI"
-0.116843595326259,0.0532681275033032,-2.1934992049235,"tavg","amphibian","NTI"
-0.0886565055969352,0.161818563037693,-0.547875991064661,"LGM_sat_velocity","amphibian","NTI"
-0.0181794597274922,0.1102615480563,-0.164875788957812,"LGM_dO_velocity","amphibian","NTI"
-0.0132473335121222,0.0253859018985776,-0.521838206302392,"X50km_range","amphibian","NTI"
-0.0120242272823952,0.0128158018083876,-0.938234490683658,"pop_10000BC_value","amphibian","NTI"
-0.551042707094153,0.774960710608982,-0.711058895696959,"(Intercept)","ave","NRI"
-0.0430085988936967,0.0188704230523379,-2.27915393175927,"prec","ave","NRI"
0.0165329256149725,0.009805770236541,1.68604048597456,"tavg","ave","NRI"
0.0783760045028755,0.0976000436531496,0.803032473852242,"LGM_sat_velocity","ave","NRI"
-0.0701448633379681,0.0496522261346605,-1.41272343253513,"LGM_dO_velocity","ave","NRI"
0.0673131927543226,0.00447961752100917,15.0265491280511,"X50km_range","ave","NRI"
0.000306304761873188,0.00273473823017208,0.112005148607556,"pop_10000BC_value","ave","NRI"
0.235041021656639,0.397560669139578,0.591207933534591,"(Intercept)","ave","NTI"
-0.130892900372717,0.0287213293073234,-4.55734130451065,"prec","ave","NTI"
-0.0505721568913613,0.0155128658493588,-3.26001380934081,"tavg","ave","NTI"
0.416271396366946,0.118103080831248,3.52464468697253,"LGM_sat_velocity","ave","NTI"
0.173216707623487,0.0654786090194065,2.64539381971522,"LGM_dO_velocity","ave","NTI"
-0.00190423773987543,0.00712342026713782,-0.267320706692004,"X50km_range","ave","NTI"
-0.0045243022033091,0.00429241890097413,-1.05402159194722,"pop_10000BC_value","ave","NTI"
0.169957516912236,0.154835884436688,1.09766232505186,"(Intercept)","mammal","NRI"
0.142153876654731,0.051664476133722,2.75148201032363,"prec","mammal","NRI"
-0.00927762523690862,0.0290593719775326,-0.31926447839553,"tavg","mammal","NRI"
-0.202355719468376,0.123690093567595,-1.6359897032319,"LGM_sat_velocity","mammal","NRI"
0.106521670934352,0.0999803634802853,1.06542592191472,"LGM_dO_velocity","mammal","NRI"
0.0313341337113472,0.013563415947886,2.31019485295892,"X50km_range","mammal","NRI"
0.00930195710398325,0.00815279330355275,1.14095338341642,"pop_10000BC_value","mammal","NRI"
0.108851865872658,0.156898974720368,0.693770409058815,"(Intercept)","mammal","NTI"
-0.207651154907029,0.0462035396805081,-4.49426940755863,"prec","mammal","NTI"
-0.00851924480402719,0.0269961342653203,-0.315572767578473,"tavg","mammal","NTI"
0.196415500956619,0.109928876287713,1.78675073911015,"LGM_sat_velocity","mammal","NTI"
0.0660224577367842,0.0819204487055233,0.805933790403333,"LGM_dO_velocity","mammal","NTI"
0.0184629439740689,0.0126540989760005,1.45904848769441,"X50km_range","mammal","NTI"
-0.00151463757652343,0.00755915508522593,-0.200371279520872,"pop_10000BC_value","mammal","NTI"
-0.00962194891042419,0.211786518344972,-0.045432301289128,"(Intercept)","lizard","NRI"
0.0475792523086885,0.0442553980052269,1.07510618937534,"prec","lizard","NRI"
-0.00705700055701105,0.0250380088233913,-0.281851508512057,"tavg","lizard","NRI"
0.181864304071229,0.12460083327973,1.45957534379358,"LGM_sat_velocity","lizard","NRI"
0.00536618793469293,0.0845659957534866,0.0634556228763106,"LGM_dO_velocity","lizard","NRI"
-0.00872394319409341,0.0117235417107233,-0.744138879645368,"X50km_range","lizard","NRI"
0.00135854235866623,0.00702593310582935,0.193361129148676,"pop_10000BC_value","lizard","NRI"
-0.1247499513761,0.182959313271219,-0.681845319298778,"(Intercept)","lizard","NTI"
-0.0675181009071269,0.0492499690478234,-1.37092676833085,"prec","lizard","NTI"
-0.00870173657859531,0.0284751600885727,-0.305590435717598,"tavg","lizard","NTI"
0.203109046040166,0.12197423564112,1.6651799043674,"LGM_sat_velocity","lizard","NTI"
-0.0777176854962197,0.088178989089563,-0.881362854106688,"LGM_dO_velocity","lizard","NTI"
-0.00186643481907693,0.0134251500819433,-0.139025247962574,"X50km_range","lizard","NTI"
-0.0145063702001784,0.00803508176260518,-1.80537928906838,"pop_10000BC_value","lizard","NTI"
