Order,Family,Species,Body_mass_g,Hatchling_mass_g,Clutch_size, Clutches_per_year,Sexual_maturity_age_years,Longevity_years,Parity,Parthenogenetic_reproduction
Squamata,Anguidae,Ophisaurus_compressus,7.96,0.300341057,11,1,NA,3.3,0,0
Squamata,Anguidae,Ophisaurus_koellikeri,21.35,1.18990467,NA,1,NA,9.3,0,0
Squamata,Anguidae,Ophisaurus_ventralis,15.23,0.413605657,11,1,NA,14.8,0,0
Squamata,Anguidae,Pseudopus_apodus,437.1569639,4.206813675,8.1,1,2,54,0,0
Squamata,Anniellidae,Anniella_geronimensis,NA,NA,1,1,NA,NA,1,0
Squamata,Anniellidae,Anniella_pulchra,4.7,0.522410291,1.641666667,0.75,2.5,11.8,1,0
Squamata,Anomalepididae,Liotyphlops_ternetzii,3,NA,NA,NA,NA,NA,0,0
Squamata,Bipedidae,Bipes_biporus,5.2,0.782232229,2.1,0.5,NA,3.3,0,0
Squamata,Bipedidae,Bipes_canaliculatus,8.545,0.861480233,2.8,0.5,NA,NA,0,0
Squamata,Bipedidae,Bipes_tridactylus,2.1875,0.237191504,2.2,1,NA,NA,0,0
Squamata,Blanidae,Blanus_cinereus,6,0.406722127,1.833333333,1,1,16,0,0
Squamata,Blanidae,Blanus_mariae,6.66,0.677272601,2,NA,NA,NA,NaN,0
Squamata,Blanidae,Blanus_mettetali,3.25,0.684272272,1,0.5,NA,NA,0,0
Squamata,Blanidae,Blanus_strauchi,5.877199687,0.76,1.5,NA,3,6.3,0,0
Squamata,Blanidae,Blanus_tingitanus,4.05,0.71596674,NA,NA,NA,NA,0,0
Squamata,Boidae,Acrantophis_dumerili,1805.85,67.99236433,8.5,NA,NA,26,1,0
Squamata,Boidae,Acrantophis_madagascariensis,NA,213,4,NA,NA,28.4,1,0
Squamata,Boidae,Boa_constrictor,4589.35,145,32.66666667,0.75,3.5,40.4,1,1
Squamata,Boidae,Calabaria_reinhardtii,183,NA,NA,NA,NA,0.5,0,0
Squamata,Boidae,Candoia_aspera,293,NA,17,NA,NA,9.9,1,0
Squamata,Boidae,Candoia_bibroni,45.2,23.79677237,6,NA,NA,16.9,1,0
Squamata,Boidae,Candoia_carinata,530,2.792543841,7,NA,NA,16.6,1,0
Squamata,Boidae,Charina_bottae,39.8,5.3,5.5,0.4,4,26.5,1,0
Squamata,Boidae,Chilabothrus_angulifer,NA,14.6,4,NA,NA,22.6,1,0
Squamata,Boidae,Chilabothrus_chrysogaster,NA,NA,NA,NA,NA,14.2,1,0
Squamata,Boidae,Chilabothrus_exsul,NA,NA,NA,NA,NA,21.7,1,0
Squamata,Boidae,Chilabothrus_fordii,NA,NA,5.5,NA,NA,24.4,1,0
Squamata,Boidae,Chilabothrus_inornatus,1058.9,37.02833745,14,NA,NA,23.9,1,0
Squamata,Boidae,Chilabothrus_monensis,NA,8.46,6,NA,NA,9.1,1,0
Squamata,Boidae,Chilabothrus_striatus,NA,NA,18,NA,NA,22.1,1,0
Squamata,Boidae,Chilabothrus_subflavus,NA,66.41,24.5,NA,NA,24.3,1,0
Squamata,Boidae,Corallus_annulatus,NA,47.92,10.5,1,NA,15.3,1,0
Squamata,Boidae,Corallus_caninus,586.5,44.20934065,10.25,0.9,4.5,18.6,1,0
Squamata,Boidae,Corallus_cookii,210,NA,NA,NA,NA,3.3,1,0
Squamata,Boidae,Corallus_hortulanus,207.2,52.22687808,12.3,1,NA,15.4,1,0
Squamata,Boidae,Epicrates_cenchria,829.6,42.84875366,21.5,1,NA,31,1,1
Squamata,Boidae,Epicrates_maurus,1767,35.11,12.5,NA,NA,27.3,1,1
Squamata,Boidae,Eryx_colubrinus,NA,3.05,12,NA,NA,20.7,1,0
Squamata,Boidae,Eryx_conicus,15.9,5.69,10.5,NA,NA,28.2,1,0
Squamata,Boidae,Eryx_jaculus,102.6472892,1.61,6,NA,3,24.7,1,0
Squamata,Boidae,Eryx_johnii,531,21,7,NA,NA,24.4,1,0
Squamata,Boidae,Eryx_miliaris,NA,NA,NA,NA,4,NA,1,0
Squamata,Boidae,Eryx_muelleri,NA,NA,NA,NA,NA,2.5,0,0
Squamata,Boidae,Eryx_tataricus,NA,NA,11.5,NA,NA,24,1,0
Squamata,Boidae,Eunectes_deschauenseei,2726.48,60.27257454,10.6,NA,NA,23.2,1,0
Squamata,Boidae,Eunectes_murinus,5900,176.9219218,30,0.785,3.5,31.8,1,0
Squamata,Boidae,Eunectes_notaeus,NA,53.14,30.5,1,3.5,23.6,1,0
Squamata,Boidae,Lichanura_trivirgata,310.35,28.2,7.25,NA,NA,31,1,0
Squamata,Boidae,Sanzinia_madagascariensis,1964.68,35.45332181,1,NA,NA,21.8,1,0
Squamata,Boidae,Ungaliophis_continentalis,NA,NA,5.5,NA,NA,17.7,1,0
Squamata,Boidae,Ungaliophis_panamensis,NA,NA,NA,NA,NA,14.2,1,0
Squamata,Bolyeridae,Casarea_dussumieri,NA,NA,NA,NA,NA,17.8,0,0
Squamata,Carphodactylidae,Carphodactylus_laevis,41.06,1.759911905,2,5,NA,NA,0,0
Squamata,Carphodactylidae,Nephrurus_amyae,NA,NA,2,NA,1.4,13,0,0
Squamata,Carphodactylidae,Nephrurus_asper,18.02,2.532614721,2,1.5,1.5,10,0,0
Squamata,Carphodactylidae,Nephrurus_laevissimus,12.9,1.173385251,1.993333333,NA,NA,NA,0,0
Squamata,Carphodactylidae,Nephrurus_levis,18.94,1.246308838,2,2.5,NA,NA,0,0
Squamata,Carphodactylidae,Nephrurus_stellatus,13.1,0.462783515,2,NA,1.3,8,0,0
Squamata,Carphodactylidae,Nephrurus_vertebralis,8.4,1.50122597,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Nephrurus_wheeleri,14.25,1.67707216,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Phyllurus_championae,7.55,1.373445028,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Phyllurus_platurus,12.88,1.263530502,2,1.466666667,2.5,20,0,0
Squamata,Carphodactylidae,Saltuarius_cornutus,68.02,2.827606278,2,1.166666667,NA,2,0,0
Squamata,Carphodactylidae,Saltuarius_moritzi,22.51,1.908827641,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Saltuarius_swaini,30.58,2.760305603,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Saltuarius_wyberba,19.58,2.789388749,2,NA,NA,NA,0,0
Squamata,Carphodactylidae,Underwoodisaurus_milii,9.6,1.330955865,2,2.75,0.9,18,0,0
Squamata,Carphodactylidae,Uvidicolus_sphyrurus,NA,1.76,2,NA,NA,10,0,0
Squamata,Chamaeleonidae,Bradypodion_gutturale,13.55,0.449190539,NA,NA,NA,NA,1,0
Squamata,Chamaeleonidae,Bradypodion_pumilum,11.0375,0.351670075,12,3.266666667,0.6,3.4,1,0
Squamata,Chamaeleonidae,Bradypodion_taeniabronchum,7.23,0.308859091,NA,NA,NA,NA,1,0
Squamata,Chamaeleonidae,Bradypodion_thamnobates,NA,NA,18.5,1.5,0.5,2.3,1,0
Squamata,Chamaeleonidae,Bradypodion_transvaalense,13.24,0.398742736,NA,NA,NA,NA,1,0
Squamata,Chamaeleonidae,Bradypodion_ventrale,16.13,0.475841012,13,1.45,NA,NA,1,0
Squamata,Chamaeleonidae,Brookesia_ebenaui,NA,NA,NA,NA,NA,5,0,0
Squamata,Chamaeleonidae,Brookesia_exarmata,0.3,NA,2,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Brookesia_micra,0.28,0.71985593,NA,NA,NA,NA,NaN,0
Squamata,Chamaeleonidae,Brookesia_stumpffi,3.32,0.399161824,3.5,1.5,0.416666667,4,0,0
Squamata,Chamaeleonidae,Brookesia_tristis,0.37,0.18127986,2,NA,NA,NA,NaN,0
Squamata,Chamaeleonidae,Calumma_parsonii,NA,NA,38,1,4,6.5,0,0
Squamata,Chamaeleonidae,Chamaeleo_africanus,71.975,0.787876,23,NA,NA,5.5,0,0
Squamata,Chamaeleonidae,Chamaeleo_calyptratus,109.48,0.561667407,43.5,2.633333333,0.5,8,0,0
Squamata,Chamaeleonidae,Chamaeleo_chamaeleon,36.3,0.666151978,26.85,1,0.9,6,0,0
Squamata,Chamaeleonidae,Chamaeleo_dilepis,40.0375,1.042876283,38.9,1,1,4,0,0
Squamata,Chamaeleonidae,Chamaeleo_gracilis,NA,NA,27.5,1.5,0.375,1.6,0,0
Squamata,Chamaeleonidae,Chamaeleo_laevigatus,27.38,0.690327045,37.5,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Chamaeleo_monachus,61.29,0.915556104,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Chamaeleo_namaquensis,58.1,0.743036078,13.2,2.466666667,0.4,1.4,0,0
Squamata,Chamaeleonidae,Chamaeleo_senegalensis,38.87,0.561111605,52.2,1.5,0.416666667,1.5,0,0
Squamata,Chamaeleonidae,Chamaeleo_zeylanicus,NA,NA,29.875,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Furcifer_campani,4.1,0.142864582,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Furcifer_labordi,9.426666667,0.309087273,10.33333333,1,0.182191781,0.5,0,0
Squamata,Chamaeleonidae,Furcifer_lateralis,8.7,1.088955737,13.5,4,0.3,3,0,0
Squamata,Chamaeleonidae,Furcifer_oustaleti,223.88,2.492388524,54,1.5,1,5,0,0
Squamata,Chamaeleonidae,Furcifer_pardalis,41.895,1.607419819,30,3.5,0.583333333,6,0,0
Squamata,Chamaeleonidae,Furcifer_polleni,NA,NA,9,NA,NA,5,0,0
Squamata,Chamaeleonidae,Furcifer_verrucosus,27.4,0.561667407,34.5,1.5,NA,12,0,0
Squamata,Chamaeleonidae,Kinyongia_adolfifriderici,NA,NA,3,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Kinyongia_fischeri,NA,NA,21,NA,0.5,3.8,0,0
Squamata,Chamaeleonidae,Kinyongia_matschiei,34.81,1.492418769,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Kinyongia_tenue,5.93,0.690327045,NA,NA,NA,NA,NaN,0
Squamata,Chamaeleonidae,Kinyongia_vosseleri,14.37,1.43751368,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Nadzikambia_baylissi,7.08,160.6094824,NA,NA,NA,NA,NaN,0
Squamata,Chamaeleonidae,Rhampholeon_boulengeri,3.75,0.50346134,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Rhampholeon_marshalli,8.983333333,0.308859091,14,1,NA,NA,0,0
Squamata,Chamaeleonidae,Rhampholeon_maspictus,6.03,0.347031477,NA,NA,NA,NA,NaN,0
Squamata,Chamaeleonidae,Rhampholeon_spectrum,NA,NA,2,NA,NA,NA,0,1
Squamata,Chamaeleonidae,Rhampholeon_temporalis,2.88,0.398742736,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Rieppeleon_kerstenii,NA,NA,6,NA,1,3.5,0,0
Squamata,Chamaeleonidae,Trioceros_affinis,NA,NA,16,NA,NA,5,1,0
Squamata,Chamaeleonidae,Trioceros_bitaeniatus,13.11,0.4,NA,NA,NA,NA,1,0
Squamata,Chamaeleonidae,Trioceros_deremensis,73.38,1.606129728,NA,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Trioceros_ellioti,17.8275,0.623266266,10,3,0.6,6,1,0
Squamata,Chamaeleonidae,Trioceros_hoehnelii,12.84,0.50288445,11.7,1.833333333,0.7,4.5,1,0
Squamata,Chamaeleonidae,Trioceros_jacksonii,27.0175,0.561389506,21,1.436666667,1.3,9,1,0
Squamata,Chamaeleonidae,Trioceros_melleri,241.38,2,47,1,1.5,12,0,0
Squamata,Chamaeleonidae,Trioceros_montium,NA,NA,6.5,4,0.7,10,0,0
Squamata,Chamaeleonidae,Trioceros_oweni,NA,NA,16,NA,NA,NA,0,0
Squamata,Chamaeleonidae,Trioceros_quadricornis,27.65,2.255838988,13,2.466666667,0.666666667,5,0,0
Squamata,Chamaeleonidae,Trioceros_schubotzi,9.45,NA,NA,NA,NA,NA,1,0
Squamata,Chamaeleonidae,Trioceros_sternfeldi,NA,NA,8,NA,NA,NA,1,0
Squamata,Colubridae,Ahaetulla_mycterizans,NA,NA,NA,NA,NA,2.4,1,0
Squamata,Colubridae,Ahaetulla_prasina,78.2,NA,NA,NA,NA,NA,1,0
Squamata,Colubridae,Arizona_elegans,161,3.400176941,13,0.8,3.5,19.1,0,0
Squamata,Colubridae,Bogertophis_subocularis,213.4,16.25,6.75,1,2,23.8,0,0
Squamata,Colubridae,Boiga_ceylonensis,5.9,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Boiga_cynodon,417.3,12.2,9.5,2.5,NA,9.6,0,0
Squamata,Colubridae,Boiga_dendrophila,182,2.89,9.5,NA,NA,17,0,0
Squamata,Colubridae,Boiga_irregularis,402,9.270051097,5.5,2,NA,19,0,0
Squamata,Colubridae,Boiga_trigonata,NA,3.47,6.5,NA,NA,8.2,0,0
Squamata,Colubridae,Cemophora_coccinea,NA,3.7,5.5,NA,NA,10.4,0,0
Squamata,Colubridae,Chilomeniscus_stramineus,NA,0.17,3,NA,NA,4,0,0
Squamata,Colubridae,Chionactis_occipitalis,7.13,0.567253951,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_carinatus,NA,NA,6.5,NA,NA,5.4,0,0
Squamata,Colubridae,Chironius_exoletus,147,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_flavolineatus,89,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_fuscus,70,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_multiventris,650,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_quadricarinatus,58,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chironius_scurrulus,750,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Chrysopelea_ornata,145,1.67,9,NA,NA,4.3,0,0
Squamata,Colubridae,Coelognathus_helena,NA,4.42,9,NA,2,15,0,0
Squamata,Colubridae,Coelognathus_radiatus,50.5,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Coluber_constrictor,182,5.6,13.6,1,2.5,10,0,0
Squamata,Colubridae,Coluber_flagellum,475,3.69,10.7,1,NA,20.2,0,0
Squamata,Colubridae,Coronella_austriaca,50,1.599084995,9,0.4,4,12,1,0
Squamata,Colubridae,Coronella_girondica,55,0.87,11,1,3.5,16,0,0
Squamata,Colubridae,Crotaphopeltis_hotamboeia,13.8,NA,NA,NA,NA,2.3,0,0
Squamata,Colubridae,Crotaphopeltis_tornieri,29.4,0.659632692,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dasypeltis_atra,NA,2.97,10.5,NA,NA,5.2,0,0
Squamata,Colubridae,Dasypeltis_medici,NA,3.47,17,NA,NA,8.6,0,0
Squamata,Colubridae,Dasypeltis_scabra,15.7,2.81,15.5,1.5,NA,22.1,0,0
Squamata,Colubridae,Dendrelaphis_calligastra,83.7,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dendrelaphis_caudolineatus,54,NA,4.5,1,NA,NA,0,0
Squamata,Colubridae,Dendrelaphis_punctulatus,130.25,5.580333002,8.2,1,NA,18,0,0
Squamata,Colubridae,Dendrophidion_dendrophis,20.25,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dipsadoboa_aulica,34.82,1.507082026,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dipsadoboa_flavida,33.42,1.969314864,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dipsadoboa_viridis,75.29,1.969314864,NA,NA,NA,NA,0,0
Squamata,Colubridae,Dispholidus_typus,153,7.3,16.5,NA,NA,8.7,0,0
Squamata,Colubridae,Dolichophis_caspius,208.9296131,NA,NA,NA,3,7.58577575,0,0
Squamata,Colubridae,Dolichophis_jugularis,691.9,NA,10,NA,NA,10.3,0,0
Squamata,Colubridae,Dolichophis_schmidti,NA,NA,NA,NA,3,NA,0,0
Squamata,Colubridae,Drymarchon_corais,829,43.7,7.5,1,NA,25.9,0,0
Squamata,Colubridae,Drymarchon_couperi,1759,22.39,9,NA,NA,25.5,0,0
Squamata,Colubridae,Drymarchon_melanurus,NA,NA,8.5,NA,NA,9,0,0
Squamata,Colubridae,Drymobius_margaritiferus,NA,4.85,5,NA,NA,4.3,0,0
Squamata,Colubridae,Drymobius_rhombifer,55.2,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Drymoluber_brazili,86,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Drymoluber_dichrous,119.3,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Eirenis_collaris,5.52,0.499345942,NA,NA,NA,NA,0,0
Squamata,Colubridae,Eirenis_coronella,6.1,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Eirenis_coronelloides,4.3,NA,NA,NA,NA,7,0,0
Squamata,Colubridae,Eirenis_decemlineatus,29.4,NA,NA,NA,NA,20,0,0
Squamata,Colubridae,Eirenis_modestus,16.64139705,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Eirenis_punctatolineatus,10.83,0.48318319,NA,NA,NA,NA,0,0
Squamata,Colubridae,Eirenis_rothii,1.6,NA,2,NA,NA,9.9,0,0
Squamata,Colubridae,Elaphe_carinata,169.5,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Elaphe_climacophora,331.4,20.45,8.1,1,3.7,13.1,0,0
Squamata,Colubridae,Elaphe_dione,NA,NA,NA,NA,3,NA,0,0
Squamata,Colubridae,Elaphe_quadrivirgata,188.7,NA,7.8,1,2,16.8,0,0
Squamata,Colubridae,Elaphe_quatuorlineata,288.9139705,NA,NA,NA,3,5.2,0,0
Squamata,Colubridae,Elaphe_sauromates,993,2.51,11,NA,3,13.8,0,0
Squamata,Colubridae,Elaphe_schrenckii,NA,7.72,11,NA,NA,13.7,0,0
Squamata,Colubridae,Gonyosoma_oxycephalum,NA,17.71,9,NA,NA,15.1,0,0
Squamata,Colubridae,Hemorrhois_hippocrepis,220,5.316666667,8,1,5,6.3,0,0
Squamata,Colubridae,Hemorrhois_nummifer,230,NA,NA,NA,NA,13.8,0,0
Squamata,Colubridae,Hemorrhois_ravergieri,NA,NA,11.5,NA,3,13.8,0,0
Squamata,Colubridae,Heterodon_nasicus,NA,4.2,11.75,0.5,2,19.8,0,0
Squamata,Colubridae,Heterodon_platirhinos,280,7.19,22.8,0.5,2,9.1,0,0
Squamata,Colubridae,Hierophis_gemonensis,95.4992586,NA,NA,NA,NA,5.011872336,0,0
Squamata,Colubridae,Hierophis_viridiflavus,172.3,NA,9.5,NA,4,20,0,0
Squamata,Colubridae,Lampropeltis_alterna,1228,8.8,6.75,1,3,19.7,0,0
Squamata,Colubridae,Lampropeltis_californiae,NA,NA,10.5,NA,NA,14.7,0,0
Squamata,Colubridae,Lampropeltis_calligaster,NA,6.5,10,1.1,3,23.8,0,0
Squamata,Colubridae,Lampropeltis_getula,258,5.8,10.5,1.1,3,33.3,0,0
Squamata,Colubridae,Lampropeltis_holbrooki,NA,NA,10.5,NA,NA,38.5,0,0
Squamata,Colubridae,Lampropeltis_mexicana,NA,NA,NA,NA,NA,15.6,0,0
Squamata,Colubridae,Lampropeltis_nigra,152.5,NA,10.5,NA,NA,13.4,0,0
Squamata,Colubridae,Lampropeltis_pyromelana,NA,8.9,4.5,NA,NA,22.4,0,0
Squamata,Colubridae,Lampropeltis_splendida,NA,NA,10.5,NA,NA,12.8,0,0
Squamata,Colubridae,Lampropeltis_triangulum,575,7.1,8.8,1,3.25,22.6,0,0
Squamata,Colubridae,Lampropeltis_zonata,NA,6.6,7,NA,NA,28.8,0,0
Squamata,Colubridae,Leptophis_ahaetulla,68.3,NA,6,NA,NA,NA,0,0
Squamata,Colubridae,Leptophis_depressirostris,NA,NA,3,NA,NA,NA,0,0
Squamata,Colubridae,Leptophis_mexicanus,43.1,NA,4,NA,1.5,7.7,0,0
Squamata,Colubridae,Lycodon_aulicus,NA,NA,7.5,2,NA,NA,0,0
Squamata,Colubridae,Lycodon_rufozonatus,160.9,3.03,10,NA,NA,13.7,0,0
Squamata,Colubridae,Lytorhynchus_diadema,12.8,NA,NA,NA,NA,0.4,0,0
Squamata,Colubridae,Macroprotodon_cucullatus,16.6,NA,4,0.65,NA,16,0,0
Squamata,Colubridae,Mastigodryas_bifossatus,523,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Opheodrys_aestivus,17,1.55,10.7,1.25,2,7.2,0,0
Squamata,Colubridae,Opheodrys_vernalis,NA,0.7,6.9,NA,NA,6.1,0,0
Squamata,Colubridae,Orthriophis_moellendorffi,NA,NA,9,NA,NA,21.1,0,0
Squamata,Colubridae,Orthriophis_taeniurus,76.2,9.72,10.5,NA,NA,11.6,0,0
Squamata,Colubridae,Oxybelis_aeneus,57.5,9.65,4,NA,2,15.2,0,0
Squamata,Colubridae,Pantherophis_alleghaniensis,246,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Pantherophis_bairdi,NA,14.15,9.5,NA,NA,16.3,0,0
Squamata,Colubridae,Pantherophis_emoryi,NA,14.5,15,NA,NA,21.1,0,0
Squamata,Colubridae,Pantherophis_guttatus,797.65,6.016255433,17.83333333,1,1.821917808,32.3,0,0
Squamata,Colubridae,Pantherophis_obsoletus,510,11.2,14.5,0.3,4,33.9,0,0
Squamata,Colubridae,Pantherophis_spiloides,322.8,NA,NA,NA,NA,13.9,0,0
Squamata,Colubridae,Pantherophis_vulpinus,NA,11.7,14.4,NA,NA,17,0,0
Squamata,Colubridae,Philothamnus_semivariegatus,34.4,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Phyllorhynchus_decurtatus,22.6,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Pituophis_catenifer,NA,19,11.1,1,4,33.8,0,0
Squamata,Colubridae,Pituophis_melanoleucus,747,42.6,8.7,1,3,22.4,0,0
Squamata,Colubridae,Pituophis_ruthveni,NA,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Platyceps_collaris,63.6,0.54,9.5,NA,3,4.6,0,0
Squamata,Colubridae,Platyceps_elegantissimus,21.7,NA,NA,NA,NA,3.8,0,0
Squamata,Colubridae,Platyceps_florulentus,11.5,NA,NA,NA,NA,9.3,0,0
Squamata,Colubridae,Platyceps_karelini,35.9,NA,NA,NA,NA,15.2,0,0
Squamata,Colubridae,Platyceps_najadum,38.9045145,NA,NA,NA,2.5,NA,0,0
Squamata,Colubridae,Platyceps_rhodorachis,56.6,NA,8,NA,NA,4.5,0,0
Squamata,Colubridae,Platyceps_sinai,19.1,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Platyceps_ventromaculatus,NA,NA,8,NA,NA,5.8,0,0
Squamata,Colubridae,Pseudelaphe_flavirufa,NA,NA,5,NA,NA,16.3,0,0
Squamata,Colubridae,Ptyas_korros,201,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Ptyas_mucosa,NA,11.09,15,NA,NA,11.3,0,0
Squamata,Colubridae,Rhinechis_scalaris,500,4.22,7.5,0.5,4,16,0,0
Squamata,Colubridae,Rhinobothryum_lentiginosum,89.5,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Rhinocheilus_lecontei,NA,2.39,7,1.5,NA,19.8,0,0
Squamata,Colubridae,Rhynchocalamus_melanocephalus,10,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Salvadora_hexalepis,NA,3.47,6,NA,NA,14.3,0,0
Squamata,Colubridae,Salvadora_mexicana,NA,NA,NA,NA,NA,6.3,0,0
Squamata,Colubridae,Scaphiodontophis_annulatus,65.47,0.753587212,NA,NA,NA,NA,0,0
Squamata,Colubridae,Senticolis_triaspis,35.4,11.15203067,4.6,NA,NA,19.8,0,0
Squamata,Colubridae,Simophis_rhinostoma,32,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Spalerosophis_diadema,211.2,8.76,8,1,2.499315069,17,0,0
Squamata,Colubridae,Spilotes_pullatus,552.5,20.17,5,NA,NA,17.5,0,0
Squamata,Colubridae,Stegonotus_cucullatus,298,5.461135678,NA,NA,NA,NA,0,0
Squamata,Colubridae,Tantilla_coronata,2.5,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Tantilla_gracilis,1.6,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Tantilla_melanocephala,7,NA,2,NA,NA,NA,0,0
Squamata,Colubridae,Telescopus_dhara,81.96,2.23,8.5,1.5,NA,3.7,0,0
Squamata,Colubridae,Telescopus_fallax,53.66551207,NA,6.5,1,NA,10,0,0
Squamata,Colubridae,Telescopus_hoogstraali,74.6,NA,NA,NA,NA,10,0,0
Squamata,Colubridae,Telescopus_semiannulatus,9.5,1.97,11.5,NA,NA,7.6,0,0
Squamata,Colubridae,Thelotornis_capensis,78.8,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Thelotornis_kirtlandii,69,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Thrasops_jacksonii,NA,7.3,9.5,NA,NA,5.8,0,0
Squamata,Colubridae,Toxicodryas_blandingii,NA,NA,10.5,NA,NA,12.6,0,0
Squamata,Colubridae,Trimorphodon_biscutatus,84.3,2.78,12,NA,NA,11.8,0,0
Squamata,Colubridae,Trimorphodon_lambda,NA,NA,NA,NA,NA,5.3,0,0
Squamata,Colubridae,Trimorphodon_tau,NA,2.2,7,NA,NA,4.8,0,0
Squamata,Colubridae,Trimorphodon_vilkinsonii,142.23,2.366253393,NA,NA,NA,NA,0,0
Squamata,Colubridae,Zamenis_hohenackeri,NA,NA,NA,NA,3,NA,0,0
Squamata,Colubridae,Zamenis_lineatus,190,NA,NA,NA,NA,NA,0,0
Squamata,Colubridae,Zamenis_longissimus,199.3,4.22,10,1,4,30,0,0
Squamata,Colubridae,Zamenis_situla,95.4992586,1.51,4.5,0.75,6.5,23,0,0
Squamata,Cordylidae,Chamaesaura_aenea,NA,NA,12,NA,NA,1.8,1,0
Squamata,Cordylidae,Chamaesaura_anguina,4.7,NA,NA,NA,NA,NA,1,0
Squamata,Cordylidae,Chamaesaura_macrolepis,11.6,NA,7,NA,NA,1.3,1,0
Squamata,Cordylidae,Cordylus_cordylus,17.3,0.622435265,2,1,2.5,15.6,1,0
Squamata,Cordylidae,Cordylus_jonesii,8.59,0.837920399,2.5,NA,3,10,1,0
Squamata,Cordylidae,Cordylus_macropholis,6.17,0.837227199,2,NA,NA,NA,1,0
Squamata,Cordylidae,Cordylus_meculae,19.08,4.851698154,2.5,NA,NA,NA,1,0
Squamata,Cordylidae,Cordylus_niger,9.33,NA,1,NA,NA,NA,1,0
Squamata,Cordylidae,Cordylus_oelofseni,6,1,NA,NA,NA,NA,1,0
Squamata,Cordylidae,Cordylus_rhodesianus,9.33,0.837227198,NA,NA,NA,NA,1,0
Squamata,Cordylidae,Cordylus_tropidosternum,8.03,0.622164681,2.5,NA,NA,7.9,1,0
Squamata,Cordylidae,Cordylus_vittifer,15.38,2.580518219,2.5,NA,NA,7.5,1,0
Squamata,Cordylidae,Hemicordylus_capensis,23.67333333,1.499634233,2.125,1,NA,3.3,1,0
Squamata,Cordylidae,Karusasaurus_polyzonus,NA,NA,2.268333333,1,NA,11.1,1,0
Squamata,Cordylidae,Namazonurus_namaquensis,NA,NA,2.5,NA,NA,NA,1,0
Squamata,Cordylidae,Namazonurus_peersi,NA,NA,NA,NA,NA,4,1,0
Squamata,Cordylidae,Ninurta_coeruleopunctatus,NA,NA,3.5,NA,NA,3.2,1,0
Squamata,Cordylidae,Ouroborus_cataphractus,33.25,NA,1,1,NA,25,1,0
Squamata,Cordylidae,Platysaurus_capensis,6.1,NA,2,1.5,NA,7.3,0,0
