Order,Family,Genus,Species,Body_mass_grams,Body_size_mm,Age_sexual_maturity_years,Size_sexual_maturity_mm,max_longevity_years,Egg_mass_grams,Clutch_size,Birth_weight_grams,Offspring_size,Reproductive_output,Incubation_time_days,larval_period_days,metamorphosis_size_mm,Databases & references
Anura,Arthroleptina,Astylosternus,Astylosternus ranoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Astylosternus,Astylosternus rheophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Astylosternus,Astylosternus schioetzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa alsco,NA,34,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa cyaneospila,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa elegans,NA,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa escalerae,NA,26.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa gracilis,NA,40.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa gratiosa,NA,34.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa leucomystax,NA,39.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa manengouba,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa melanogaster,NA,28.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa nigromaculata,NA,24.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa occidentalis,NA,34.8,NA,NA,NA,NA,33,NA,2.8,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa oreas,NA,29.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa pulchra,NA,34.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa schioetzi,NA,27.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa trifasciata,NA,28.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Cardioglossa,Cardioglossa venusta,NA,29.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon albiventris,NA,25,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon axillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon bicolor,NA,27.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon blanci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon boulengeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon bueanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon erythrogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon mertensi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon ornatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon ovatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon perreti,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon polyacanthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon stevarti,NA,22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon ventrimarmoratus,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptodactylodon,Leptodactylodon wildi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Nyctibates,Nyctibates corrugatus,NA,53,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Scotobleps,Scotobleps gabonicus,NA,70,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Trichobatrachus,Trichobatrachus robustus,NA,130,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis anchietae,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis argenteus,NA,52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis aubryi,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis aubryioides,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis barbouri,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis bequaerti,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis bocagii,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis boulengeri,NA,81,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis brevipes,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis brevirostris,NA,64,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis bufonides,NA,41,NA,NA,NA,NA,NA,NA,3.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis calcaratus,NA,57,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis christyi,NA,62,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis concolor,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis crystallinoron,NA,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis cynnamomeus,NA,40,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis fenestratus,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis fiziensis,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis flavomaculatus,NA,70,NA,NA,NA,NA,250,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis gramineus,NA,63,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis jordani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis karissimbensis,NA,47.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis kivuensis,NA,53.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis lebeaui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis mackayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis macrotis,NA,84,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis marginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis millsoni,NA,87,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis modestus,NA,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis mossambicus,NA,63,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis natalensis,4.7,65,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis nordequatorialis,NA,54,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis notatus,NA,74,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis occidentalis,NA,71,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis ocellatus,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis oryi,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis palmatus,NA,110,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis parbocagii,NA,64,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis parkeri,NA,56,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis parvus,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis ragazzii,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis rufus,NA,87,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis spiritusnoctis,NA,52,NA,NA,NA,NA,50,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis susanae,NA,53,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis uluguruensis,NA,48,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis vannutellii,NA,46,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis vermiculatus,NA,85,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis viridis,NA,50,NA,NA,NA,NA,187,NA,2.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis xenodactylus,NA,55,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis yaldeni,NA,43,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Arthroleptina,Leptopelis,Leptopelis zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Barbourula,Barbourula busuangensis,NA,85.3,NA,NA,NA,NA,78,NA,5.9,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Barbourula,Barbourula kalimantanensis,NA,68,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina bombina,5.9,50,2.75,39.2,20,NA,190,0.66,1.2,1,6.5,76.25,9.5,Trochet et al. 2014 & Gossenbacher 2012 & Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina lichuanensis,NA,63.4,NA,NA,NA,NA,NA,NA,3.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina maxima,NA,77,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina orientalis,13.1,47,NA,20,20,NA,147.5,NA,1.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina pachypus,13,45.75,3,16,16,NA,300,NA,1.2,1,17.5,60,20,Trochet et al. 2014 & Gossenbacher 2012 & Oliveira et al. 2017
Anura,Bombinatorina,Bombina,Bombina variegata,6.77,50,1.625,32.25,29,0.32,107.5,NA,2,1,7.25,52.5,15,Trochet et al. 2014 & Gossenbacher 2012 & Green et al. 2009 & Deckert 1991 & Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus alipioi,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus atelopoide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus brunneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus bufonoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus didactylus,15,10.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus ephippium,15,19.7,NA,NA,NA,NA,5,NA,5.1,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus ferruginus,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus garbeanus,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus hermogenesi,15,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus Izecksohni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus nodoterga,12,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus pernix,12.15,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus pitanga,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus pombali,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus pulex,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus toby,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Brachycephalus,Brachycephalus vertebralis,12,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema bilineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema bolbodactyla,NA,15.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema concolor,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema epipeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema erythromera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema gehrti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema gualteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema guentheri,1.1,40,NA,NA,NA,NA,30,NA,2.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema henselii,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema hoehnei,NA,29.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema holti,NA,31.7,NA,NA,NA,NA,15,NA,2,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema Izecksohni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema juipoca,NA,26.26,NA,NA,NA,NA,15,NA,2.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema lactea,NA,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema manezinho,NA,34.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema melanopygia,NA,23.3,NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema nasuta,NA,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema nigriventris,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema octavioi,1.3,24.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema oea,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema paranaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema parva,19,25.5,NA,NA,NA,NA,19,NA,3.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema paulodutrai,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema penaxavantinho,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema pusilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema ramagii,NA,30,NA,NA,NA,NA,10,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema randorum,NA,18.2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema sambaqui,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema spanios,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema surda,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema venancioi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema verrucosa,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema vinhai,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brachycephalidae,Ischnocnema,Ischnocnema vizottoi,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Balebreviceps,Balebreviceps hillmani,NA,53,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps acutirostris,NA,40,NA,NA,NA,NA,24,NA,7.8,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps adspersus,NA,60,NA,NA,NA,NA,46,NA,4.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps bagginsi,4.9,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps fichus,NA,43.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps fuscus,NA,51,NA,NA,NA,NA,42.5,NA,5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps gibbosus,NA,80,NA,NA,NA,NA,30,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps macrops,NA,50,NA,NA,NA,NA,43,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps montanus,NA,31,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps mossambicus,NA,52,NA,NA,NA,NA,25,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps namaquensis,NA,49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps poweri,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps rosei,NA,36,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps sopranus,2.27,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps sylvestris,NA,50,NA,NA,NA,NA,56,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Breviceps,Breviceps verrucosus,NA,53,NA,NA,NA,NA,35,NA,5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Callulina,Callulina dawida,NA,50,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Callulina,Callulina hanseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Callulina,Callulina kanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Callulina,Callulina kisiwamsitu,NA,41.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Brevicipitidae,Callulina,Callulina kreffti,NA,47,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,Oliveira et al. 2017
