"mammal_ntaxa.x","mammal_mpd.obs","mammal_mpd.rand.mean","mammal_mpd.rand.sd","mammal_mpd.obs.rank","mammal_mpd.obs.z","mammal_mpd.obs.p","mammal_runs.x","mammal_NRI","grid_id","mammal_ntaxa.y","mammal_mntd.obs","mammal_mntd.rand.mean","mammal_mntd.rand.sd","mammal_mntd.obs.rank","mammal_mntd.obs.z","mammal_mntd.obs.p","mammal_runs.y","mammal_NTI"
32,161.48093878629,165.104028132524,2.53840858973802,87,-1.42730739286036,0.087,999,1.42730739286036,1154,32,59.6351840625,70.2180111801802,7.01198706464355,62,-1.50924795213069,0.062,999,1.50924795213069
65,160.020544002885,165.238429646615,1.61174170399951,2,-3.23742050651305,0.002,999,3.23742050651305,11540,65,46.1603837846154,54.6857559519827,4.06933166155047,17,-2.09503006302492,0.017,999,2.09503006302492
26,159.585151323077,165.151363280052,2.88734044361677,34,-1.92779897821921,0.034,999,1.92779897821921,1155,26,49.8617690769231,75.6654646512666,7.99707018730665,2,-3.22664362947577,0.002,999,3.22664362947577
26,158.331846984615,165.163247533688,2.87952037613711,15,-2.37240917122333,0.015,999,2.37240917122333,1156,26,53.5403633846154,75.6676053786864,8.13706376597077,4,-2.71931529977769,0.004,999,2.71931529977769
26,157.542805698462,165.089644050802,2.84912507592194,10,-2.64882662264238,0.01,999,2.64882662264238,1157,26,53.6749016153846,75.7115534122584,8.25149983557854,5,-2.67062379397463,0.005,999,2.67062379397463
28,157.178321269841,165.076196853025,2.65541622943251,8,-2.97425145468496,0.008,999,2.97425145468496,1158,28,50.2630021428571,73.8421151694552,7.62958914519792,2,-3.09048266923243,0.002,999,3.09048266923243
29,157.395469448276,165.079368408956,2.57171906847851,10,-2.98784538904783,0.01,999,2.98784538904783,1159,29,47.6413597241379,72.9076946465086,7.35134725680412,2,-3.43696659125783,0.002,999,3.43696659125783
32,156.562462334677,165.081181193098,2.43813375898735,1,-3.49395057880626,0.001,999,3.49395057880626,1160,32,48.9577635625,70.647549138013,6.88246622800543,2,-3.15145543137649,0.002,999,3.15145543137649
31,157.174650623656,165.070251488618,2.50568792635471,4,-3.151071121793,0.004,999,3.151071121793,1161,31,50.0524016129032,71.4408604930737,7.13047530352937,2,-2.99958389444023,0.002,999,2.99958389444023
32,155.927645620968,165.127857055588,2.43581976349586,3,-3.77704934186758,0.003,999,3.77704934186758,1162,32,47.9534985625,70.539527646459,6.79237208575688,1,-3.32520492087296,0.001,999,3.32520492087296
31,158.667609182796,165.097363965223,2.49488101511534,14,-2.577178928964,0.014,999,2.577178928964,1163,31,57.5327538064516,71.3893433848041,7.16487134870572,24,-1.93396209142759,0.024,999,1.93396209142759
56,159.118364085714,165.226113678655,1.76624870109035,3,-3.4580348674396,0.003,999,3.4580348674396,11638,56,47.6735599285714,57.4544246313814,4.5288986770603,19,-2.15965633153857,0.019,999,2.15965633153857
58,159.87998245856,165.21507433234,1.73253556452565,2,-3.07935489638316,0.002,999,3.07935489638316,11639,58,46.974242,56.7976082338545,4.42981273157731,13,-2.21755790348202,0.013,999,2.21755790348202
35,158.598827606723,165.18528220071,2.34548231890249,10,-2.8081450629179,0.01,999,2.8081450629179,1164,35,59.1223399428571,68.2991359718004,6.47382161903934,77,-1.41752377018769,0.077,999,1.41752377018769
59,158.809224870836,165.213290246098,1.73672819903544,2,-3.68743098593044,0.002,999,3.68743098593044,11640,59,47.5343781355932,56.4656256564361,4.39499103542497,21,-2.03214237500243,0.021,999,2.03214237500243
64,159.857796209325,165.233457462265,1.65540381727244,4,-3.24734134164149,0.004,999,3.24734134164149,11641,64,48.32418815625,55.0035877315128,4.0782739411657,54,-1.63780061654063,0.054,999,1.63780061654063
63,160.196547757296,165.235387375691,1.66712737663687,5,-3.02246828227343,0.005,999,3.02246828227343,11642,63,49.1013186984127,55.2175064313202,4.11889945340992,78,-1.48490823873938,0.078,999,1.48490823873938
53,155.956740904209,165.232129116592,1.75834221012161,1,-5.27507567013445,0.001,999,5.27507567013445,1165,53,46.5787074716981,58.6321470177347,4.66468005883643,5,-2.58397990730435,0.005,999,2.58397990730435
57,159.010542923559,165.229713600475,1.73868632586572,1,-3.57693655514257,0.001,999,3.57693655514257,11740,57,49.2569574385965,57.0947287409164,4.45704572073134,45,-1.7585126546635,0.045,999,1.7585126546635
59,159.656882547048,165.21102376795,1.7264779567008,4,-3.21703569938122,0.004,999,3.21703569938122,11741,59,48.1162649152542,56.4730539413651,4.41168636162476,34,-1.89423915054405,0.034,999,1.89423915054405
60,159.136720958192,165.212603914956,1.71267966746789,2,-3.54758865430276,0.002,999,3.54758865430276,11742,60,47.8090702,56.1440185395062,4.35153898961924,29,-1.91540242644947,0.029,999,1.91540242644947
64,159.335351626984,165.233282885089,1.65574440991547,3,-3.5621024735372,0.003,999,3.5621024735372,11743,64,47.6980365625,54.9494248658346,4.06058111645336,34,-1.78580062689849,0.034,999,1.78580062689849
63,160.000223732719,165.239354443113,1.67486036736567,3,-3.12809999715671,0.003,999,3.12809999715671,11744,63,48.1334357142857,55.1907662159938,4.11876380366533,44,-1.71345841570902,0.044,999,1.71345841570902
56,158.601539058442,165.227344252712,1.7755552438646,2,-3.73168067688473,0.002,999,3.73168067688473,11841,56,46.1127447142857,57.4452388913556,4.57290937203867,8,-2.47818035633138,0.008,999,2.47818035633138
57,159.173591630326,165.236576052895,1.74582451505696,1,-3.47284871433448,0.001,999,3.47284871433448,11842,57,47.6266324912281,57.1125067885429,4.43771471534827,23,-2.13755838438804,0.023,999,2.13755838438804
61,159.590333736612,165.215930978518,1.70999931827626,3,-3.28982426003373,0.003,999,3.28982426003373,11843,61,45.8736430819672,55.8076341410919,4.24038855168051,10,-2.34270773492862,0.01,999,2.34270773492862
62,159.118948273929,165.217187515457,1.69346416178208,3,-3.60104416683421,0.003,999,3.60104416683421,11844,62,45.6125291935484,55.4949720615454,4.18958499627081,12,-2.35881188155712,0.012,999,2.35881188155712
59,158.30477376505,165.22987532538,1.73680427997747,2,-3.98726652171762,0.002,999,3.98726652171762,11943,59,45.3414543050847,56.429970403624,4.38367877111069,6,-2.52950014759629,0.006,999,2.52950014759629
60,159.050727375141,165.231750579695,1.71181373917233,3,-3.61080359568924,0.003,999,3.61080359568924,11944,60,46.7295768,56.1077891643644,4.27259854702014,14,-2.19496689453893,0.014,999,2.19496689453893
46,161.427372676329,165.219321437925,2.08546216246493,45,-1.81827742063392,0.045,999,1.81827742063392,1245,46,52.7829981304348,61.6891284936676,5.31614891809206,57,-1.67529738170487,0.057,999,1.67529738170487
37,160.006182177177,165.180932869632,2.42766707196294,27,-2.13157345676359,0.027,999,2.13157345676359,1246,37,51.0283098378378,66.8034746143441,6.24696213933084,6,-2.52525378330467,0.006,999,2.52525378330467
29,161.581748339901,165.319222925692,2.74522709040027,86,-1.36144459555266,0.086,999,1.36144459555266,1247,29,58.5210353103448,72.5806681177039,7.54009826412219,28,-1.86464848531996,0.028,999,1.86464848531996
25,160.985753313333,165.323967348609,2.91270520734145,81,-1.48941060850951,0.081,999,1.48941060850951,1248,25,60.93523304,76.4790845029029,8.42688574403464,35,-1.84455467120891,0.035,999,1.84455467120891
21,160.342039866667,165.332230450536,3.34857909509057,73,-1.49024121639707,0.073,999,1.49024121639707,1249,21,82.1438588571429,81.6612022015349,9.7660405465419,511,0.0494219385336161,0.511,999,-0.0494219385336161
20,162.688994694737,165.271595480359,3.66467388147349,197,-0.70472867959101,0.197,999,0.70472867959101,1250,20,86.3908301,82.6967413663664,10.0732104396482,631,0.366724070321582,0.631,999,-0.366724070321582
22,161.723696692641,165.203023675918,3.49924280150727,137,-0.99430853491474,0.137,999,0.99430853491474,1251,22,85.276412,80.2610375345345,9.20863825553152,696,0.544638015555968,0.696,999,-0.544638015555968
22,161.723696692641,165.245057868011,3.39939818722846,123,-1.03587781760899,0.123,999,1.03587781760899,1252,22,85.276412,80.16558301183,9.3478905984904,702,0.5467360720926,0.702,999,-0.5467360720926
25,163.618474166667,165.224826290147,3.09187533905992,254,-0.519539744435025,0.254,999,0.519539744435025,1253,25,74.63543424,76.5875899366567,8.42550317420782,433,-0.231696037173496,0.433,999,0.231696037173496
28,162.348384703704,165.168953701614,2.91264167237839,159,-0.968388602229744,0.159,999,0.968388602229744,1254,28,67.0274251428571,73.7618066745317,7.6107130147104,197,-0.88485553438396,0.197,999,0.88485553438396
33,161.436894560606,165.136251299921,2.55093162386066,82,-1.45019831371111,0.082,999,1.45019831371111,1255,33,56.9515373333333,69.4405881132041,6.71675410552406,22,-1.8593878209118,0.022,999,1.8593878209118
30,162.028989549425,165.098216222126,2.68142252189586,134,-1.14462627491105,0.134,999,1.14462627491105,1256,30,62.8819389333333,71.9849688286286,7.40240102974617,111,-1.22974016926606,0.111,999,1.22974016926606
28,158.766234486772,165.120170389646,2.7415970117989,18,-2.31760389128257,0.018,999,2.31760389128257,1257,28,50.2123158571429,73.7797544319319,7.71615310490207,2,-3.05429898219836,0.002,999,3.05429898219836
26,156.154374843077,165.074003621471,2.87905214354369,8,-3.09811296693467,0.008,999,3.09811296693467,1258,26,50.8092632307692,75.8169103998614,8.13773694348724,2,-3.07304688548654,0.002,999,3.07304688548654
25,157.000877513333,165.112132346093,2.94113412826693,10,-2.75786634645561,0.01,999,2.75786634645561,1259,25,52.89738376,76.8277674203003,8.39590534653321,3,-2.85024457430091,0.003,999,2.85024457430091
47,159.537696090657,165.197866447245,1.97474118214064,9,-2.86628465936593,0.009,999,2.86628465936593,126,47,57.2754667659574,61.2050777033203,5.51324122803907,235,-0.712758752034611,0.235,999,0.712758752034611
28,157.178321269841,165.076196853025,2.65541622943251,8,-2.97425145468496,0.008,999,2.97425145468496,1260,28,50.2630021428571,73.8421151694552,7.62958914519792,2,-3.09048266923243,0.002,999,3.09048266923243
28,157.178321269841,165.076196853025,2.65541622943251,8,-2.97425145468496,0.008,999,2.97425145468496,1261,28,50.2630021428571,73.8421151694552,7.62958914519792,2,-3.09048266923243,0.002,999,3.09048266923243
25,159.16980524,165.026511870227,2.88514280950638,32,-2.02995380711464,0.032,999,2.02995380711464,1262,25,53.3441948,77.0613004175375,8.36451169324083,2,-2.8354441343782,0.002,999,2.8354441343782
27,158.229293014245,165.058606601128,2.74471399975787,14,-2.48816947320765,0.014,999,2.48816947320765,1263,27,48.182926962963,75.0041402734586,7.88339546128477,2,-3.40224126040793,0.002,999,3.40224126040793
27,158.229293014245,165.058606601128,2.74471399975787,14,-2.48816947320765,0.014,999,2.48816947320765,1264,27,48.182926962963,75.0041402734586,7.88339546128477,2,-3.40224126040793,0.002,999,3.40224126040793
29,156.505240241379,165.112203889902,2.60926667249177,4,-3.298614027942,0.004,999,3.298614027942,1265,29,48.3265487586207,72.9858457496117,7.38011492142612,2,-3.3413161249562,0.002,999,3.3413161249562
27,156.807797014245,165.14036788205,2.78754110394804,12,-2.98921901313081,0.012,999,2.98921901313081,1266,27,56.7395494074074,74.8590382816149,7.82564538125714,8,-2.31539866572599,0.008,999,2.31539866572599
48,157.263033911348,165.228443936348,1.91928869396505,2,-4.15018858290905,0.002,999,4.15018858290905,1267,48,47.0500323333333,60.8780568921004,5.0708869825696,5,-2.72694394615751,0.005,999,2.72694394615751
39,158.653423443995,165.154667524275,2.24021200551941,8,-2.90206644025757,0.008,999,2.90206644025757,127,39,59.0499442051282,65.4133097673571,6.27395788506998,153,-1.01425060205961,0.153,999,1.01425060205961
34,157.181369265597,165.152138928695,2.48646282568881,5,-3.20566612971176,0.005,999,3.20566612971176,128,34,61.8359029411765,68.5179500326797,6.74713378417784,164,-0.990353430840929,0.164,999,0.990353430840929
38,157.703706440967,165.180709714302,2.3225990358467,3,-3.21923980761869,0.003,999,3.21923980761869,129,38,53.5744204210526,65.959060029029,6.20106717669127,21,-1.99717875247798,0.021,999,1.99717875247798
63,161.259749580133,165.248273023388,1.61288264013655,17,-2.47291609693136,0.017,999,2.47291609693136,1341,63,42.3694961269841,55.4396035575258,4.11330314372668,1,-3.17752107584759,0.001,999,3.17752107584759
64,161.203770143849,165.238550950088,1.60936182646868,16,-2.50706878955402,0.016,999,2.50706878955402,1342,64,44.126597625,55.1347413304867,4.13863218801109,3,-2.65985069593173,0.003,999,2.65985069593173
60,161.131121748023,165.201647917136,1.67617913083485,16,-2.42845534479706,0.016,999,2.42845534479706,1343,60,45.8220654,56.2784573197531,4.3713814862093,7,-2.39201084433847,0.007,999,2.39201084433847
61,161.817981759563,165.247554871481,1.65646993362509,26,-2.07041072240443,0.026,999,2.07041072240443,1345,61,47.8736587868852,55.9355988157666,4.4175982682179,38,-1.82495997584986,0.038,999,1.82495997584986
52,162.587189072398,165.254324874712,1.86931996434642,72,-1.42679469175099,0.072,999,1.42679469175099,1346,52,52.9226888846154,59.0393286389081,5.00282224128466,118,-1.22263783506369,0.118,999,1.22263783506369
44,161.379138902748,165.18399979051,2.16759421987653,54,-1.75533817763118,0.054,999,1.75533817763118,1347,44,53.2464693636364,62.5972498866594,5.44017909036013,46,-1.71883689262958,0.046,999,1.71883689262958
35,159.564076423529,165.214014616453,2.53417970923135,22,-2.22949389593121,0.022,999,2.22949389593121,1348,35,49.0720125142857,67.9544754579151,6.64409479100082,2,-2.84199180439222,0.002,999,2.84199180439222
26,161.653118664615,165.272045348475,2.95548966259089,103,-1.2244761772189,0.103,999,1.2244761772189,1349,26,68.5663750769231,75.6088405096635,8.25669882661533,191,-0.8529396046322,0.191,999,0.8529396046322
23,159.118082300395,165.309403044135,3.14906692031963,42,-1.96608103301639,0.042,999,1.96608103301639,1350,23,76.1654714782609,79.0064008805327,8.99724754997227,366,-0.315755389244636,0.366,999,0.315755389244636
19,161.542735508772,165.3775404161,3.67036773041619,136,-1.04480128123117,0.136,999,1.04480128123117,1351,19,82.5752921052632,84.7260214604078,10.3839184683624,414,-0.207121171231981,0.414,999,0.207121171231981
19,161.945024175439,165.314406124774,3.81137886203102,150,-0.884032281046918,0.15,999,0.884032281046918,1352,19,85.7798208421053,84.3703273776935,10.5108632735687,551,0.13409873458788,0.551,999,-0.13409873458788
21,161.072569647619,165.212954804647,3.57081561524954,106,-1.15950684749627,0.106,999,1.15950684749627,1353,21,84.2163190476191,81.475096046618,9.65029990999082,599,0.284055731590585,0.599,999,-0.284055731590585
22,161.723696692641,165.245057868011,3.39939818722846,123,-1.03587781760899,0.123,999,1.03587781760899,1354,22,85.276412,80.16558301183,9.3478905984904,702,0.5467360720926,0.702,999,-0.5467360720926
25,163.618474166667,165.224826290147,3.09187533905992,254,-0.519539744435025,0.254,999,0.519539744435025,1355,25,74.63543424,76.5875899366567,8.42550317420782,433,-0.231696037173496,0.433,999,0.231696037173496
28,162.348384703704,165.168953701614,2.91264167237839,159,-0.968388602229744,0.159,999,0.968388602229744,1356,28,67.0274251428571,73.7618066745317,7.6107130147104,197,-0.88485553438396,0.197,999,0.88485553438396
32,161.422031459677,165.164067248662,2.61651238987182,79,-1.4301616928968,0.079,999,1.4301616928968,1357,32,53.9533435625,70.2550343584835,7.05306211505801,8,-2.31129267402594,0.008,999,2.31129267402594
29,163.065099660099,165.105511361874,2.78701719518855,211,-0.732113065286499,0.211,999,0.732113065286499,1358,29,62.9679366206897,72.6606072457285,7.57152624674967,95,-1.28014753025518,0.095,999,1.28014753025518
25,156.913730046667,165.104310612613,2.95458582786993,11,-2.7721586182016,0.011,999,2.7721586182016,1359,25,55.00732912,76.8676065945946,8.31423806861793,7,-2.62925806239614,0.007,999,2.62925806239614
27,155.000645726496,165.087270226588,2.78269079076751,1,-3.62477373826743,0.001,999,3.62477373826743,1360,27,48.9750153333333,74.7865251112594,7.68659004057466,3,-3.35799224905669,0.003,999,3.35799224905669
25,155.669874253333,165.077395765559,2.9047334900592,3,-3.23868662802309,0.003,999,3.23868662802309,1361,25,54.64697688,76.9128143087087,8.17193437490348,4,-2.72467159025267,0.004,999,2.72467159025267
25,155.669874253333,165.077395765559,2.9047334900592,3,-3.23868662802309,0.003,999,3.23868662802309,1362,25,54.64697688,76.9128143087087,8.17193437490348,4,-2.72467159025267,0.004,999,2.72467159025267
26,157.801889975385,165.044079638959,2.80409456455477,13,-2.58271948283037,0.013,999,2.58271948283037,1363,26,53.2883123846154,75.9226447735428,8.01791414149121,2,-2.8229701627508,0.002,999,2.8229701627508
24,159.034581057971,165.012331210548,2.96544590213492,37,-2.01580145106438,0.037,999,2.01580145106438,1364,24,55.0465710833333,78.2077787999666,8.4376116864302,2,-2.74499569041348,0.002,999,2.74499569041348
24,159.034581057971,165.012331210548,2.96544590213492,37,-2.01580145106438,0.037,999,2.01580145106438,1365,24,55.0465710833333,78.2077787999666,8.4376116864302,2,-2.74499569041348,0.002,999,2.74499569041348
26,158.231832110769,165.051356057842,2.81940355860349,17,-2.41878248548819,0.017,999,2.41878248548819,1366,26,51.0270636923077,76.0714835576346,8.23258086752617,2,-3.04211039871055,0.002,999,3.04211039871055
28,157.573203142857,165.098408999261,2.65461023758736,9,-2.83476864130656,0.009,999,2.83476864130656,1367,28,48.98884,73.9149863004433,7.62114465364146,2,-3.27065650020609,0.002,999,3.27065650020609
28,156.134870873016,165.140596198497,2.67514805319486,3,-3.36643996758469,0.003,999,3.36643996758469,1368,28,48.6161485,74.0060223004433,7.58006951839817,2,-3.34955685285175,0.002,999,3.34955685285175
29,154.839064768473,165.169524578482,2.68073424870653,5,-3.85359340076101,0.005,999,3.85359340076101,1369,29,52.1159868965517,73.1088800354147,7.46080417010583,2,-2.8137574261737,0.002,999,2.8137574261737
55,159.884065866667,165.195971017419,1.76376011621697,6,-3.01169365488663,0.006,999,3.01169365488663,1370,55,48.3626995636364,58.0135205157885,4.57590951308666,20,-2.1090497800605,0.02,999,2.1090497800605
62,161.549822833421,165.251617277612,1.62248943442727,17,-2.28155226508306,0.017,999,2.28155226508306,1443,62,42.6843122258065,55.7502563527075,4.29433381356411,2,-3.04260094677105,0.002,999,3.04260094677105
62,161.24621945743,165.220128833994,1.63498908027172,15,-2.43054184551731,0.015,999,2.43054184551731,1444,62,44.8688392258064,55.6663035083148,4.31900305718739,10,-2.4999899605396,0.01,999,2.4999899605396
66,160.64470412028,165.235587957448,1.60069397007606,5,-2.86805843152549,0.005,999,2.86805843152549,1445,66,45.6633538787879,54.5009088163618,4.00486079188988,10,-2.20670714834099,0.01,999,2.20670714834099
66,161.157275233566,165.228981006085,1.56766101037174,14,-2.59731264959693,0.014,999,2.59731264959693,1446,66,47.3849378484848,54.4433439276246,4.0014385358657,42,-1.76396713728671,0.042,999,1.76396713728671
61,161.396674479781,165.186966025202,1.70017413947257,20,-2.22935489807891,0.02,999,2.22935489807891,1447,61,50.0392625901639,55.9641617460739,4.42173431823906,87,-1.33994915331539,0.087,999,1.33994915331539
49,162.132200897959,165.209387092795,1.98551562970643,66,-1.54981716023609,0.066,999,1.54981716023609,1448,49,54.3494386122449,60.3679811818757,5.2620403184597,125,-1.14376595491245,0.125,999,1.14376595491245
42,160.846168943089,165.147107588549,2.28349541233308,45,-1.88348906778197,0.045,999,1.88348906778197,1449,42,54.4640463333333,63.5253692435769,5.64755176170191,55,-1.60446920941773,0.055,999,1.60446920941773
32,160.13745466129,165.147528073816,2.72830543491526,40,-1.83633157358756,0.04,999,1.83633157358756,1450,32,54.893805375,70.1730542688313,6.93585259564021,10,-2.20293737260732,0.01,999,2.20293737260732
25,161.88635982,165.306663878785,3.00099306847231,111,-1.13972407824541,0.111,999,1.13972407824541,1451,25,71.56639992,76.6119844532533,8.49532171527346,279,-0.593925068685977,0.279,999,0.593925068685977
22,160.407536207792,165.306871317976,3.26531775884582,75,-1.5004160305414,0.075,999,1.5004160305414,1452,22,79.0886168181818,80.3681098315588,9.42543543665559,432,-0.135748955257924,0.432,999,0.135748955257924
19,161.542735508772,165.3775404161,3.67036773041619,136,-1.04480128123117,0.136,999,1.04480128123117,1453,19,82.5752921052632,84.7260214604078,10.3839184683624,414,-0.207121171231981,0.414,999,0.207121171231981
18,160.741877686275,165.352539697809,3.91843080334699,112,-1.176660311979,0.112,999,1.176660311979,1454,18,81.7183635555556,86.2085186140585,10.8799430383664,344,-0.412700235899135,0.344,999,0.412700235899135
20,160.099581031579,165.243618114277,3.71277880261345,77,-1.38549516579808,0.077,999,1.38549516579808,1455,20,83.5271347,83.0010933129129,10.034674484401,511,0.0524223668545327,0.511,999,-0.0524223668545327
21,161.072569647619,165.212954804647,3.57081561524954,106,-1.15950684749627,0.106,999,1.15950684749627,1456,21,84.2163190476191,81.475096046618,9.65029990999082,599,0.284055731590585,0.599,999,-0.284055731590585
25,163.279807273333,165.204585999576,3.14325424324497,236,-0.612352223934598,0.236,999,0.612352223934598,1457,25,68.4151004,76.6321761145145,8.22218560602384,169,-0.999378523940691,0.169,999,0.999378523940691
26,162.379982227692,165.209407938899,2.9585167837352,156,-0.956366286904878,0.156,999,0.956366286904878,1458,26,64.4722782307692,75.4638363870024,8.16464738253956,84,-1.34623795018252,0.084,999,1.34623795018252
30,162.358991452874,165.160457196551,2.70254164011333,144,-1.03660409967246,0.144,999,1.03660409967246,1459,30,55.4989580666667,71.9415494405739,7.39517902334809,9,-2.22342032856738,0.009,999,2.22342032856738
29,160.069687241379,165.139101431133,2.6990487914354,35,-1.87822250781091,0.035,999,1.87822250781091,1460,29,52.4265444827586,72.7356942360982,7.60552104048352,2,-2.6703166877372,0.002,999,2.6703166877372
25,155.323588693333,165.052465764691,2.92046117461983,3,-3.33128108529794,0.003,999,3.33128108529794,1461,25,52.96872872,76.9332697431832,8.23619030719378,5,-2.90966334304487,0.005,999,2.90966334304487
25,153.850393346667,165.067473785696,2.90899053399349,1,-3.85600444826133,0.001,999,3.85600444826133,1462,25,56.7944668,76.9824856414815,8.14095484050795,7,-2.47980970745956,0.007,999,2.47980970745956
24,156.575438927536,165.084787341004,3.0758430252831,10,-2.76650932558062,0.01,999,2.76650932558062,1463,24,53.9561589166667,77.9307412152152,8.53287466036512,3,-2.80967238507669,0.003,999,2.80967238507669
26,156.469218086154,165.117066619903,2.87351308777997,7,-3.00950379190036,0.007,999,3.00950379190036,1464,26,52.6678716923077,75.6739363227843,7.94710877195221,2,-2.89489741372008,0.002,999,2.89489741372008
26,158.735120941538,165.087224464889,2.8481277800282,18,-2.23027336339809,0.018,999,2.23027336339809,1465,26,55.0937909230769,75.7637364214984,7.89343027916948,3,-2.61862647383722,0.003,999,2.61862647383722
25,158.503919266667,165.049280108552,2.88029768107865,21,-2.27245985193934,0.021,999,2.27245985193934,1466,25,54.89403136,77.0082964411612,8.19976234364128,2,-2.69693975927366,0.002,999,2.69693975927366
24,159.034581057971,165.012331210548,2.96544590213492,37,-2.01580145106438,0.037,999,2.01580145106438,1467,24,55.0465710833333,78.2077787999666,8.4376116864302,2,-2.74499569041348,0.002,999,2.74499569041348
25,158.03802406,165.040503162803,2.89919257163372,19,-2.41532044863679,0.019,999,2.41532044863679,1468,25,52.56865968,77.1940234114915,8.25662110989109,1,-2.9824989428171,0.001,999,2.9824989428171
27,157.790638125356,165.080119940328,2.75300987360764,13,-2.64782261947332,0.013,999,2.64782261947332,1469,27,51.0346938518518,75.0254748033218,8.00481418941061,2,-2.9970440767016,0.002,999,2.9970440767016
28,156.96481078836,165.158103864777,2.65209921228301,5,-3.08936145317304,0.005,999,3.08936145317304,1470,28,49.3822443571429,73.9906513336193,7.67670968072551,2,-3.20559302096087,0.002,999,3.20559302096087
29,158.08834117734,165.113381301065,2.61605666400885,11,-2.68535472506147,0.011,999,2.68535472506147,1471,29,51.8448673793103,73.222258615374,7.37730265051456,2,-2.89772458156811,0.002,999,2.89772458156811
40,160.093764369231,165.159089199007,2.1785616403638,16,-2.32507758143124,0.016,999,2.32507758143124,1472,40,54.09861305,65.0836711281782,5.61651265036017,30,-1.95585032243696,0.03,999,1.95585032243696
59,159.075468583285,165.192501377534,1.6693355043493,3,-3.66435194022542,0.003,999,3.66435194022542,1473,59,47.2150480338983,56.529944093619,4.32070925231887,21,-2.15587199132216,0.021,999,2.15587199132216
64,160.600754548611,165.221315346087,1.61160056143251,8,-2.8670632835772,0.008,999,2.8670632835772,1545,64,42.4792175625,55.1692855311562,4.12416956658006,3,-3.07699956652833,0.003,999,3.07699956652833
65,160.977056971154,165.229651107658,1.59184282606841,11,-2.67149122191103,0.011,999,2.67149122191103,1546,65,45.8069764,54.806200188989,4.11774901222675,13,-2.18547166480224,0.013,999,2.18547166480224
62,161.18712981174,165.205585201461,1.66651198505807,21,-2.41129702381391,0.021,999,2.41129702381391,1547,62,47.3751219032258,55.6400237296006,4.23366419376064,32,-1.95218643900835,0.032,999,1.95218643900835
63,161.134180239631,165.194123440533,1.637333798978,17,-2.4796062986277,0.017,999,2.4796062986277,1548,63,48.7894094603175,55.3791353231644,4.17114062505712,61,-1.57983785616356,0.061,999,1.57983785616356
58,160.457283300665,165.194751215703,1.77030834088394,11,-2.67606936352781,0.011,999,2.67606936352781,1549,58,47.0404731034483,56.9285027979704,4.5441448770256,19,-2.17599349539102,0.019,999,2.17599349539102
47,160.295832884366,165.172168391314,2.07992747284534,20,-2.34447381969356,0.02,999,2.34447381969356,1550,47,51.8859371914894,61.3280251281068,5.49727306831927,42,-1.71759485462567,0.042,999,1.71759485462567
43,159.03116682392,165.204667083469,2.197511473456,10,-2.80931423299448,0.01,999,2.80931423299448,1551,43,51.3034458139535,62.9854579508811,5.64941002096846,21,-2.06782869247735,0.021,999,2.06782869247735
30,161.043450698851,165.18317932649,2.81784922131786,77,-1.46910934634858,0.077,999,1.46910934634858,1552,30,57.4835472666667,71.8875298760093,7.28790389284972,20,-1.97642323789075,0.02,999,1.97642323789075
22,160.605130943723,165.300255748194,3.36960872288787,84,-1.39337388717562,0.084,999,1.39337388717562,1553,22,78.1233851818182,80.2258028948949,9.4457378177983,415,-0.222578453227359,0.415,999,0.222578453227359
20,162.003807042105,165.388497672683,3.49239738480734,143,-0.969159650989907,0.143,999,0.969159650989907,1554,20,83.8234457,83.1968436985986,10.1610027170449,514,0.0616673392233518,0.514,999,-0.0616673392233518
19,161.542735508772,165.3775404161,3.67036773041619,136,-1.04480128123117,0.136,999,1.04480128123117,1555,19,82.5752921052632,84.7260214604078,10.3839184683624,414,-0.207121171231981,0.414,999,0.207121171231981
18,160.741877686275,165.352539697809,3.91843080334699,112,-1.176660311979,0.112,999,1.176660311979,1556,18,81.7183635555556,86.2085186140585,10.8799430383664,344,-0.412700235899135,0.344,999,0.412700235899135
19,161.945024175439,165.314406124774,3.81137886203102,150,-0.884032281046918,0.15,999,0.884032281046918,1557,19,85.7798208421053,84.3703273776935,10.5108632735687,551,0.13409873458788,0.551,999,-0.13409873458788
21,161.072569647619,165.212954804647,3.57081561524954,106,-1.15950684749627,0.106,999,1.15950684749627,1558,21,84.2163190476191,81.475096046618,9.65029990999082,599,0.284055731590585,0.599,999,-0.284055731590585
24,162.585834514493,165.212568073744,3.1923887297067,190,-0.822811312046139,0.19,999,0.822811312046139,1559,24,67.1139179166667,77.6894251527361,8.39149629052709,101,-1.2602647811461,0.101,999,1.2602647811461
27,162.554005555556,165.198222860587,2.88487159138938,174,-0.916580589903502,0.174,999,0.916580589903502,1560,27,62.7981365925926,74.5613524761057,7.92681111168756,66,-1.4839783259335,0.066,999,1.4839783259335
28,162.398763492063,165.174235646848,2.78715837339923,157,-0.995807120712497,0.157,999,0.995807120712497,1561,28,58.842004,73.6544096885457,7.79439600450415,32,-1.90039172759327,0.032,999,1.90039172759327
27,157.421884296296,165.085932934981,2.80270982333714,10,-2.73451378193651,0.01,999,2.73451378193651,1562,27,55.8965040740741,74.7633494326178,7.84367208168113,8,-2.40535876080378,0.008,999,2.40535876080378
