"mammal_ntaxa.x","mammal_mpd.obs","mammal_mpd.rand.mean","mammal_mpd.rand.sd","mammal_mpd.obs.rank","mammal_mpd.obs.z","mammal_mpd.obs.p","mammal_runs.x","mammal_NRI","grid_id","mammal_ntaxa.y","mammal_mntd.obs","mammal_mntd.rand.mean","mammal_mntd.rand.sd","mammal_mntd.obs.rank","mammal_mntd.obs.z","mammal_mntd.obs.p","mammal_runs.y","mammal_NTI"
52,158.721946852187,165.269492074629,1.85779254786167,3,-3.52436833164078,0.003,999,3.52436833164078,10414,52,46.5699879230769,59.1227028120813,4.87372723235803,3,-2.57558831065953,0.003,999,2.57558831065953
50,159.385603835102,165.2880757225,1.89820812579459,6,-3.1094966917428,0.006,999,3.1094966917428,10415,50,47.95860884,60.0038158851652,5.09184210250894,7,-2.36558927057656,0.007,999,2.36558927057656
47,158.641963654024,165.278848319933,1.98359976357647,2,-3.34587893575,0.002,999,3.34587893575,10416,47,50.5942060425532,61.3095859549337,5.35201666555777,22,-2.00212005716237,0.022,999,2.00212005716237
51,160.190214210196,165.230024564514,1.93865166211459,19,-2.5996471943913,0.019,999,2.5996471943913,10417,51,49.471869254902,59.4717996886691,5.02114643870572,28,-1.99156319295574,0.028,999,1.99156319295574
51,161.325632039216,165.239310232157,1.91722506297367,35,-2.04132434346073,0.035,999,2.04132434346073,10418,51,46.6177783921569,59.4447551085595,4.94502432328057,4,-2.5939157985563,0.004,999,2.5939157985563
51,161.976591424314,165.248115165838,1.90498236493956,55,-1.7173511953367,0.055,999,1.7173511953367,10419,51,50.2411878039216,59.3986054492924,4.97961323777048,34,-1.83898170562959,0.034,999,1.83898170562959
43,162.046962562569,165.247391565447,2.14661230951714,72,-1.49092082845535,0.072,999,1.49092082845535,1042,43,52.307357255814,63.1586338120912,5.74080894094877,34,-1.89019991222419,0.034,999,1.89019991222419
55,161.482227787205,165.202026046358,1.81451638928246,31,-2.05002185768282,0.031,999,2.05002185768282,10420,55,46.9267126181818,57.8857877217945,4.65117269174498,11,-2.35619613158272,0.011,999,2.35619613158272
56,161.450927781818,165.240752802021,1.80056253721169,28,-2.10480055087238,0.028,999,2.10480055087238,10421,56,52.2262475714286,57.7120419644287,4.62016465641736,111,-1.18735906638748,0.111,999,1.18735906638748
54,160.434946315863,165.267617203779,1.82085745694658,16,-2.65406326534743,0.016,999,2.65406326534743,10422,54,56.2901161111111,58.5032495839914,4.77254513611991,317,-0.463721852755398,0.317,999,0.463721852755398
54,160.077600026555,165.264086499357,1.83591962079485,11,-2.82500737726006,0.011,999,2.82500737726006,10423,54,57.6664476296296,58.4669026578801,4.70116245143544,424,-0.170267468210137,0.424,999,0.170267468210137
54,159.36110279385,165.30615709362,1.8236870727902,3,-3.25990921823751,0.003,999,3.25990921823751,10424,54,55.1736632592593,58.5346514549735,4.76119672026669,236,-0.70591248234036,0.236,999,0.70591248234036
54,160.225702765898,165.323365701443,1.81811411732587,14,-2.80381901607071,0.014,999,2.80381901607071,10425,54,54.8156671481481,58.4593475769473,4.68090926608797,221,-0.778412958182448,0.221,999,0.778412958182448
37,161.064238558559,165.227763498988,2.37438374944171,46,-1.75351812503304,0.046,999,1.75351812503304,1043,37,56.2754135135135,66.6219185645105,6.39093952728261,52,-1.61893333630027,0.052,999,1.61893333630027
28,160.528919941799,165.239580495911,2.71974146642254,53,-1.73202512528095,0.053,999,1.73202512528095,1044,28,54.437192,73.4316253740884,7.73369343793264,10,-2.45606236225029,0.01,999,2.45606236225029
25,163.049993506667,165.280570554147,2.94786198413004,199,-0.756676214656327,0.199,999,0.756676214656327,1045,25,66.81642416,76.3311330221421,8.50778771054052,131,-1.11835287690055,0.131,999,1.11835287690055
24,161.134572130435,165.249792370787,3.17217785759223,87,-1.29728546919379,0.087,999,1.29728546919379,1046,24,77.0340651666667,77.596666082666,8.77747267740594,471,-0.0640960031066248,0.471,999,0.0640960031066248
23,162.64599172332,165.250917318061,3.35819065966941,186,-0.775693180862287,0.186,999,0.775693180862287,1047,23,78.2724105217391,78.8537560048744,8.93800289784713,468,-0.0650419886611735,0.468,999,0.0650419886611735
22,161.723696692641,165.203023675918,3.49924280150727,137,-0.99430853491474,0.137,999,0.99430853491474,1048,22,85.276412,80.2610375345345,9.20863825553152,696,0.544638015555968,0.696,999,-0.544638015555968
26,161.803403452308,165.117935890001,3.0883446560521,112,-1.07323916428748,0.112,999,1.07323916428748,1049,26,68.3596959230769,75.8380827268807,8.134784776544,184,-0.91930973089382,0.184,999,0.91930973089382
33,162.442632731061,165.144487647737,2.61794702522429,149,-1.0320510272528,0.149,999,1.0320510272528,1050,33,59.3388352727273,69.4893502276822,6.9020800807378,64,-1.47064578159312,0.064,999,1.47064578159312
34,161.419787115865,165.109154907367,2.52151765816426,77,-1.46315366047791,0.077,999,1.46315366047791,1051,34,59.884074,68.7598153978096,6.74266898642751,88,-1.31635431246526,0.088,999,1.31635431246526
60,161.387190845198,165.246249130217,1.68796055051891,16,-2.28622540013307,0.016,999,2.28622540013307,10511,60,42.8703173333333,56.2184127286954,4.41047934570703,2,-3.02645004070918,0.002,999,3.02645004070918
61,161.308103389071,165.240255283997,1.66288446132671,11,-2.36465730865562,0.011,999,2.36465730865562,10512,61,41.3810731803279,55.9061359967837,4.33635751367546,1,-3.34959992819976,0.001,999,3.34959992819976
55,160.649727661953,165.242281344514,1.75276180739872,10,-2.62018128371733,0.01,999,2.62018128371733,10513,55,44.7264351636364,57.9359543791064,4.61146332921812,1,-2.86449620704448,0.001,999,2.86449620704448
57,161.129573149123,165.253638694035,1.69993320627322,12,-2.42601622798659,0.012,999,2.42601622798659,10514,57,45.5105880350877,57.3027894958818,4.45245798203019,3,-2.6484700155255,0.003,999,2.6484700155255
56,161.623654487013,165.24407807213,1.74034557278711,32,-2.08029005372706,0.032,999,2.08029005372706,10515,56,47.1600602142857,57.7027277453525,4.5230694509357,5,-2.33086571971292,0.005,999,2.33086571971292
54,159.523724025157,165.283303260294,1.79865360675507,4,-3.20216144648739,0.004,999,3.20216144648739,10516,54,47.0800092592593,58.3854907801134,4.6980237414415,4,-2.4064334586324,0.004,999,2.4064334586324
53,159.293488875181,165.285346927003,1.83809543318827,5,-3.25981880137125,0.005,999,3.25981880137125,10517,53,45.284622754717,58.8132911709823,4.83736415896957,1,-2.79670249575487,0.001,999,2.79670249575487
51,158.55102251451,165.269140688898,1.90953974905877,4,-3.51818713263229,0.004,999,3.51818713263229,10518,51,48.4338883137255,59.5198130683232,4.99109585703212,11,-2.22114042129213,0.011,999,2.22114042129213
55,159.760605210774,165.230960139965,1.8327629140329,5,-2.98475863261181,0.005,999,2.98475863261181,10519,55,43.8046174181818,57.9591324655201,4.70064600889088,1,-3.01118506276928,0.001,999,3.01118506276928
34,161.360209796791,165.096182445638,2.50832761491627,83,-1.48942770738161,0.083,999,1.48942770738161,1052,34,58.4912882941176,68.79461419231,6.75797825150889,55,-1.52461661087646,0.055,999,1.52461661087646
