"lizard_ntaxa.x","lizard_mpd.obs","lizard_mpd.rand.mean","lizard_mpd.rand.sd","lizard_mpd.obs.rank","lizard_mpd.obs.z","lizard_mpd.obs.p","lizard_runs.x","lizard_NRI","grid_id","lizard_ntaxa.y","lizard_mntd.obs","lizard_mntd.rand.mean","lizard_mntd.rand.sd","lizard_mntd.obs.rank","lizard_mntd.obs.z","lizard_mntd.obs.p","lizard_runs.y","lizard_NTI"
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10304,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10305,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10306,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10307,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10308,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10309,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10310,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10311,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10312,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10313,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10314,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10315,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10316,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10317,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10318,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10319,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10320,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10321,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10322,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
4,112.047804333333,334.612683457457,37.753253981592,1,-5.89525022750738,0.001,999,5.89525022750738,10323,4,75.8301265,267.816980687187,67.0574888920976,4,-2.8630188418793,0.004,999,2.8630188418793
3,134.994222666667,334.303428146813,52.1216930276457,11,-3.8239204043973,0.011,999,3.8239204043973,10324,3,96.2935873333333,298.815055669002,78.0883965613632,4,-2.59348990699949,0.004,999,2.59348990699949
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10407,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10408,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10409,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
8,239.9169115,332.239407105856,19.8896902907532,3,-4.64172615341209,0.003,999,4.64172615341209,1041,8,160.290506,195.383278997497,37.5555663975743,188,-0.9344226798764,0.188,999,0.9344226798764
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10410,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10411,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10412,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10413,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10414,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10415,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10416,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10417,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10418,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10419,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
12,322.791882272727,332.708274014878,13.9092236687152,195,-0.712936392306013,0.195,999,0.712936392306013,1042,12,142.314037333333,165.762530527194,25.7963595110123,188,-0.908984586908495,0.188,999,0.908984586908495
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10420,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10421,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10422,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10423,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10424,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
4,112.047804333333,334.612683457457,37.753253981592,1,-5.89525022750738,0.001,999,5.89525022750738,10425,4,75.8301265,267.816980687187,67.0574888920976,4,-2.8630188418793,0.004,999,2.8630188418793
13,313.915003769231,333.555208655925,12.2228445593766,74,-1.60684403628676,0.074,999,1.60684403628676,1043,13,120.821784153846,159.794661206129,25.0976170068316,60,-1.55285169271945,0.06,999,1.55285169271945
12,301.716527818182,333.707469546258,12.8522771799399,25,-2.48912634548598,0.025,999,2.48912634548598,1044,12,99.2114993333333,165.11277917017,26.7570281048747,5,-2.46295214769501,0.005,999,2.46295214769501
13,307.351328948718,333.576514186546,11.9706086853387,31,-2.19079797253313,0.031,999,2.19079797253313,1045,13,96.5601727692308,160.360710416724,24.8169580424411,4,-2.57084440157347,0.004,999,2.57084440157347
13,307.351328948718,333.576514186546,11.9706086853387,31,-2.19079797253313,0.031,999,2.19079797253313,1046,13,96.5601727692308,160.360710416724,24.8169580424411,4,-2.57084440157347,0.004,999,2.57084440157347
13,307.351328948718,333.576514186546,11.9706086853387,31,-2.19079797253313,0.031,999,2.19079797253313,1047,13,96.5601727692308,160.360710416724,24.8169580424411,4,-2.57084440157347,0.004,999,2.57084440157347
14,310.011226934066,333.483684030712,11.0660057447453,33,-2.12113183727489,0.033,999,2.12113183727489,1048,14,89.6630175714286,156.016546635779,23.0373396185571,1,-2.88026005445962,0.001,999,2.88026005445962
13,306.936301679487,333.587189545071,11.8421558216207,27,-2.25050981147588,0.027,999,2.25050981147588,1049,13,91.5798455384615,160.240522190036,24.8646653518953,1,-2.76137545709382,0.001,999,2.76137545709382
11,301.430326909091,333.446759885504,14.2063480163845,32,-2.25367088990693,0.032,999,2.25367088990693,1050,11,99.1029,171.412657682592,28.1421205793905,2,-2.56944950109931,0.002,999,2.56944950109931
9,320.989684944444,333.186812697614,17.7303996684372,194,-0.68792176043739,0.194,999,0.68792176043739,1051,9,117.058032888889,186.121978298966,33.7394347493642,22,-2.04697991899162,0.022,999,2.04697991899162
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10511,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10512,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10513,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10514,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10515,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10516,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10517,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10518,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10519,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
7,296.259387809524,332.955596330855,22.3700111534464,70,-1.64041976866324,0.07,999,1.64041976866324,1052,7,108.107393142857,208.537100146718,42.3325571489651,8,-2.37239878163883,0.008,999,2.37239878163883
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10520,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
4,142.891168333333,333.496789850517,38.2686311007452,3,-4.98072745312993,0.003,999,4.98072745312993,10521,4,107.053876,267.035238928428,65.1144025244554,14,-2.4569274496275,0.014,999,2.4569274496275
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10522,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10523,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10524,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10525,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
5,126.398591,333.646962472472,30.7780645312091,1,-6.73363886355888,0.001,999,6.73363886355888,10526,5,88.5310496,243.727071881882,55.9644794231256,4,-2.77311651750578,0.004,999,2.77311651750578
