"lizard_ntaxa.x","lizard_mpd.obs","lizard_mpd.rand.mean","lizard_mpd.rand.sd","lizard_mpd.obs.rank","lizard_mpd.obs.z","lizard_mpd.obs.p","lizard_runs.x","lizard_NRI","grid_id","lizard_ntaxa.y","lizard_mntd.obs","lizard_mntd.rand.mean","lizard_mntd.rand.sd","lizard_mntd.obs.rank","lizard_mntd.obs.z","lizard_mntd.obs.p","lizard_runs.y","lizard_NTI"
5,289.012453,332.86305521962,29.5771373481261,75,-1.48258439292124,0.075,999,1.48258439292124,3291,5,182.2525368,243.8793326002,54.4340934974339,131,-1.13213598024013,0.131,999,1.13213598024013
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3292,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
5,250.5129806,331.651156381882,30.8628604175622,22,-2.62899078971018,0.022,999,2.62899078971018,3293,5,38.144936,242.313291376176,56.255199518058,1,-3.62932417137082,0.001,999,3.62932417137082
5,250.5129806,331.651156381882,30.8628604175622,22,-2.62899078971018,0.022,999,2.62899078971018,3294,5,38.144936,242.313291376176,56.255199518058,1,-3.62932417137082,0.001,999,3.62932417137082
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3295,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3296,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3297,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3298,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
2,376.526388,331.618842887888,92.3846282219444,343,0.486093260062989,0.343,999,-0.486093260062989,3299,2,376.526388,326.904121927928,99.4699310609839,355.5,0.498866999733309,0.3555,999,-0.498866999733309
6,297.565135733333,333.584496228896,28.0379291474604,95,-1.28466550814523,0.095,999,1.28466550814523,330,6,110.130104,223.130351851852,51.6897022046305,13,-2.18612688857258,0.013,999,2.18612688857258
3,378.938930666667,332.868809367034,53.0729103142019,689.5,0.868053419849956,0.6895,999,-0.868053419849956,3300,3,377.732659333333,287.747232914915,80.765428433674,712.5,1.11415773015203,0.7125,999,-1.11415773015203
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3301,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3302,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3303,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
1,NA,NA,NA,NA,NA,NA,999,NA,3304,1,NA,NA,NA,NA,NA,NA,999,NA
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3305,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
3,262.323797333333,331.356285934935,53.8316531294092,62,-1.28237727412254,0.062,999,1.28237727412254,3306,3,141.056714666667,296.85067716383,81.0023322207613,30,-1.9233268749913,0.03,999,1.9233268749913
3,262.323797333333,331.356285934935,53.8316531294092,62,-1.28237727412254,0.062,999,1.28237727412254,3307,3,141.056714666667,296.85067716383,81.0023322207613,30,-1.9233268749913,0.03,999,1.9233268749913
4,238.199222666667,332.184752508342,39.3496319991671,25,-2.38847290474443,0.025,999,2.38847290474443,3308,4,138.121669,264.900239254254,66.9742334937638,33,-1.89294544544596,0.033,999,1.89294544544596
4,308.044083666667,333.42395819653,39.1722832158207,208,-0.647903886276736,0.208,999,0.647903886276736,3309,4,156.950491,264.461317368869,69.2290802746107,73,-1.55297204501932,0.073,999,1.55297204501932
10,298.166604844444,333.862523514626,15.0406056335569,33,-2.3733032791273,0.033,999,2.3733032791273,331,10,92.2362078,177.745313981381,30.997897126683,2,-2.75854538880236,0.002,999,2.75854538880236
4,308.044083666667,333.42395819653,39.1722832158207,208,-0.647903886276736,0.208,999,0.647903886276736,3310,4,156.950491,264.461317368869,69.2290802746107,73,-1.55297204501932,0.073,999,1.55297204501932
5,311.76842,333.095333925325,30.9136432533895,192,-0.689886783984508,0.192,999,0.689886783984508,3311,5,215.704898,244.01735049009,55.4700079762018,283,-0.510410103099984,0.283,999,0.510410103099984
3,382.442320666667,330.078226487821,56.0469058432671,912,0.934290544517829,0.912,999,-0.934290544517829,3312,3,381.293761333333,293.897374576577,80.9221019874402,930,1.08000638404476,0.93,999,-1.08000638404476
5,353.4988198,332.376161188989,30.2346800957097,742,0.698623519221831,0.742,999,-0.698623519221831,3313,5,268.735724,242.179465237638,56.6452567611926,673.5,0.468816989819983,0.6735,999,-0.468816989819983
10,298.166604844444,333.862523514626,15.0406056335569,33,-2.3733032791273,0.033,999,2.3733032791273,332,10,92.2362078,177.745313981381,30.997897126683,2,-2.75854538880236,0.002,999,2.75854538880236
6,263.4306716,334.089167987387,24.8623245669283,18,-2.84199074777492,0.018,999,2.84199074777492,333,6,168.611462666667,224.103084799466,48.9382794616804,139,-1.13391036103446,0.139,999,1.13391036103446
7,283.323760476191,333.844388975404,23.233278952976,38,-2.17449412118999,0.038,999,2.17449412118999,334,7,127.189967714286,209.725063132847,44.3904806965119,37,-1.85929717641122,0.037,999,1.85929717641122
8,286.132704214286,333.115881994566,19.9786622991713,32,-2.35166784826374,0.032,999,2.35166784826374,335,8,106.71402075,196.5134730996,38.0742835672311,12,-2.35853295022697,0.012,999,2.35853295022697
9,301.190269722222,332.715704271855,18.5933250431845,53,-1.6955243065139,0.053,999,1.6955243065139,336,9,74.3611022222222,185.414569655211,34.2735137751202,3,-3.24021249066106,0.003,999,3.24021249066106
6,263.999715733333,332.571117150817,26.3161689932177,19,-2.60567567548135,0.019,999,2.60567567548135,3378,6,84.3350666666667,224.269429808141,47.6243343124548,3,-2.93829541476402,0.003,999,2.93829541476402
8,315.131897285714,333.27225029669,19.3062184395639,143,-0.939611921814815,0.143,999,0.939611921814815,3379,8,128.403007,196.670614394645,37.0733020317522,33,-1.84142236200529,0.033,999,1.84142236200529
9,315.433708333333,333.271490785508,16.6403800046826,123,-1.0719576384166,0.123,999,1.0719576384166,3380,9,128.504509777778,187.467373340452,33.1074988003206,34,-1.78095192023696,0.034,999,1.78095192023696
10,307.798139288889,333.151929519342,15.6726198117652,73,-1.61771232473973,0.073,999,1.61771232473973,3381,10,120.289005,179.595030795395,31.2017278605804,29,-1.90072889746345,0.029,999,1.90072889746345
8,313.008665857143,333.598366896432,19.4762236949863,135,-1.05717111087555,0.135,999,1.05717111087555,3382,8,110.587028,199.419371837087,37.0862771567274,12,-2.39528878732367,0.012,999,2.39528878732367
8,307.773754,332.955837116795,19.8572971724174,112,-1.26815260395933,0.112,999,1.26815260395933,3383,8,101.42593225,198.697888511762,37.346231647901,2,-2.60459896406252,0.002,999,2.60459896406252
8,322.0229925,333.375357504397,19.6225891927156,216,-0.578535528257991,0.216,999,0.578535528257991,3384,8,115.5257205,197.88384494995,37.0427378275574,12,-2.22332714264659,0.012,999,2.22332714264659
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3385,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3386,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
10,312.639487377778,333.452447594795,16.0723114913315,99,-1.29495749433692,0.099,999,1.29495749433692,3387,10,81.2666056,179.308694749149,31.2362922669158,1,-3.1387236459236,0.001,999,3.1387236459236
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3388,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3389,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3390,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3391,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
6,296.642935733333,333.013483773907,25.0347312152887,92,-1.45280361621627,0.092,999,1.45280361621627,3392,6,104.572536666667,225.784403457124,46.3348904644439,3,-2.6159955397644,0.003,999,2.6159955397644
5,289.012453,332.86305521962,29.5771373481261,75,-1.48258439292124,0.075,999,1.48258439292124,3393,5,182.2525368,243.8793326002,54.4340934974339,131,-1.13213598024013,0.131,999,1.13213598024013
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3394,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
5,250.5129806,331.651156381882,30.8628604175622,22,-2.62899078971018,0.022,999,2.62899078971018,3395,5,38.144936,242.313291376176,56.255199518058,1,-3.62932417137082,0.001,999,3.62932417137082
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3396,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3397,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3398,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3399,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3400,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
2,376.526388,331.618842887888,92.3846282219444,343,0.486093260062989,0.343,999,-0.486093260062989,3401,2,376.526388,326.904121927928,99.4699310609839,355.5,0.498866999733309,0.3555,999,-0.498866999733309
3,378.938930666667,332.868809367034,53.0729103142019,689.5,0.868053419849956,0.6895,999,-0.868053419849956,3402,3,377.732659333333,287.747232914915,80.765428433674,712.5,1.11415773015203,0.7125,999,-1.11415773015203
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3403,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3404,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
2,380.145202,330.705802628629,91.4979083392483,519.5,0.540333656459819,0.5195,999,-0.540333656459819,3405,2,380.145202,330.855878536537,92.6142120588114,531,0.532200429801898,0.531,999,-0.532200429801898
1,NA,NA,NA,NA,NA,NA,999,NA,3406,1,NA,NA,NA,NA,NA,NA,999,NA
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3407,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3408,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
3,262.323797333333,331.356285934935,53.8316531294092,62,-1.28237727412254,0.062,999,1.28237727412254,3409,3,141.056714666667,296.85067716383,81.0023322207613,30,-1.9233268749913,0.03,999,1.9233268749913
3,262.323797333333,331.356285934935,53.8316531294092,62,-1.28237727412254,0.062,999,1.28237727412254,3410,3,141.056714666667,296.85067716383,81.0023322207613,30,-1.9233268749913,0.03,999,1.9233268749913
3,298.832764,333.688789370704,52.3249238315586,189.5,-0.6661457450547,0.1895,999,0.6661457450547,3411,3,214.074648,288.665588537204,80.1040243804088,187,-0.931175944206952,0.187,999,0.931175944206952
5,337.5736666,333.901465737938,30.3795157030375,470,0.120877531358899,0.47,999,-0.120877531358899,3412,5,201.5894332,243.002759718519,57.1540163955349,245,-0.724591710789268,0.245,999,0.724591710789268
4,349.848862,333.138216443443,39.6665329269544,650,0.421278199113825,0.65,999,-0.421278199113825,3413,4,282.364826,267.12848366016,65.0934650830383,638.5,0.234068693691497,0.6385,999,-0.234068693691497
4,379.576003666667,332.111297187855,39.4693618585833,900,1.20257091180941,0.9,999,-1.20257091180941,3414,4,374.1305095,265.396409052052,66.312453710682,908.5,1.63972367728013,0.9085,999,-1.63972367728013
5,353.4988198,332.376161188989,30.2346800957097,742,0.698623519221831,0.742,999,-0.698623519221831,3415,5,268.735724,242.179465237638,56.6452567611926,673.5,0.468816989819983,0.6735,999,-0.468816989819983
7,336.900278190476,332.323998612327,22.0155177840898,517,0.207866088957344,0.517,999,-0.207866088957344,3416,7,225.474556,209.552019848992,42.0624106097656,629,0.378545497516289,0.629,999,-0.378545497516289
10,304.276773288889,333.223165993794,15.8969284345821,53,-1.82087960098851,0.053,999,1.82087960098851,3483,10,113.9958916,179.634390256256,30.4010008703973,17,-2.15909005549127,0.017,999,2.15909005549127
8,313.008665857143,333.598366896432,19.4762236949863,135,-1.05717111087555,0.135,999,1.05717111087555,3484,8,110.587028,199.419371837087,37.0862771567274,12,-2.39528878732367,0.012,999,2.39528878732367
7,315.628822095238,332.606527045474,23.5143501980104,187,-0.722014633926496,0.187,999,0.722014633926496,3485,7,109.293999428571,209.644337313885,42.1237145060129,9,-2.38227656468875,0.009,999,2.38227656468875
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3486,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3487,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3488,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3489,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3490,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3491,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3492,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3493,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
6,296.642935733333,333.013483773907,25.0347312152887,92,-1.45280361621627,0.092,999,1.45280361621627,3494,6,104.572536666667,225.784403457124,46.3348904644439,3,-2.6159955397644,0.003,999,2.6159955397644
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3495,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3496,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
5,250.5129806,331.651156381882,30.8628604175622,22,-2.62899078971018,0.022,999,2.62899078971018,3497,5,38.144936,242.313291376176,56.255199518058,1,-3.62932417137082,0.001,999,3.62932417137082
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3498,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3499,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3500,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
3,257.614136,331.114231818151,54.4795086438435,60,-1.34913286936293,0.06,999,1.34913286936293,3501,3,138.701884,296.697497261929,79.633817779668,24,-1.98402660662425,0.024,999,1.98402660662425
4,207.011286666667,333.505983764264,38.1343311847198,13,-3.3170818306703,0.013,999,3.3170818306703,3502,4,115.6137785,264.262577772773,66.1636896274793,14,-2.24668243427337,0.014,999,2.24668243427337
3,266.467412666667,333.8575095332,52.2535494292239,66,-1.28967500969118,0.066,999,1.28967500969118,3503,3,156.408437333333,289.836041870537,84.0079140274863,50,-1.58827422489681,0.05,999,1.58827422489681
4,323.306307333333,333.045442521355,38.4969195810763,284.5,-0.252984791874327,0.2845,999,0.252984791874327,3504,4,212.3426285,259.881233676176,68.8282158617086,229.5,-0.690684838783151,0.2295,999,0.690684838783151
3,268.879955333333,331.449117127127,55.3278421806551,78,-1.1308802101751,0.078,999,1.1308802101751,3505,3,157.614708666667,291.648180818819,81.4821579975685,40.5,-1.64494259167942,0.0405,999,1.64494259167942
3,268.879955333333,331.449117127127,55.3278421806551,78,-1.1308802101751,0.078,999,1.1308802101751,3506,3,157.614708666667,291.648180818819,81.4821579975685,40.5,-1.64494259167942,0.0405,999,1.64494259167942
1,NA,NA,NA,NA,NA,NA,999,NA,3507,1,NA,NA,NA,NA,NA,NA,999,NA
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3508,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3509,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3510,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3511,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3512,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
3,298.832764,333.688789370704,52.3249238315586,189.5,-0.6661457450547,0.1895,999,0.6661457450547,3513,3,214.074648,288.665588537204,80.1040243804088,187,-0.931175944206952,0.187,999,0.931175944206952
6,315.2233624,333.647538431498,25.5201878722636,179,-0.721945156662515,0.179,999,0.721945156662515,3514,6,171.761864333333,224.297089815148,48.6948754477149,155,-1.07886558901303,0.155,999,1.07886558901303
4,349.848862,333.138216443443,39.6665329269544,650,0.421278199113825,0.65,999,-0.421278199113825,3515,4,282.364826,267.12848366016,65.0934650830383,638.5,0.234068693691497,0.6385,999,-0.234068693691497
5,353.4988198,332.376161188989,30.2346800957097,742,0.698623519221831,0.742,999,-0.698623519221831,3516,5,268.735724,242.179465237638,56.6452567611926,673.5,0.468816989819983,0.6735,999,-0.468816989819983
5,353.4988198,332.376161188989,30.2346800957097,742,0.698623519221831,0.742,999,-0.698623519221831,3517,5,268.735724,242.179465237638,56.6452567611926,673.5,0.468816989819983,0.6735,999,-0.468816989819983
8,334.657742928571,332.999767052767,19.2956822129818,454,0.0859247088288471,0.454,999,-0.0859247088288471,3518,8,211.50616,197.778073432182,36.5531974816036,642,0.375564588425592,0.642,999,-0.375564588425592
8,307.262649357143,333.976479742206,19.654585671672,90,-1.35916527732081,0.09,999,1.35916527732081,3585,8,113.20846975,198.394563193443,37.2335895008622,8,-2.28788291930518,0.008,999,2.28788291930518
8,318.161804642857,333.255436447984,19.5094920431328,184,-0.773655806709711,0.184,999,0.773655806709711,3586,8,108.76864175,199.285266403904,37.9508281704231,10,-2.38510275052306,0.01,999,2.38510275052306
7,315.628822095238,332.606527045474,23.5143501980104,187,-0.722014633926496,0.187,999,0.722014633926496,3587,7,109.293999428571,209.644337313885,42.1237145060129,9,-2.38227656468875,0.009,999,2.38227656468875
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3588,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3589,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3590,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
9,311.713541166667,333.453357459598,17.3472594588782,110,-1.25321330118259,0.11,999,1.25321330118259,3591,9,113.845761777778,187.766381702814,33.1729462648488,8,-2.22834050780003,0.008,999,2.22834050780003
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3592,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3593,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
8,322.0229925,333.626257912019,19.1500026796544,214,-0.605914558139818,0.214,999,0.605914558139818,3594,8,115.5257205,198.446433577077,37.2167867088162,13,-2.22804600853502,0.013,999,2.22804600853502
7,315.628822095238,333.365850177749,21.7346103270473,176,-0.816072973732522,0.176,999,0.816072973732522,3595,7,109.293999428571,212.295106570285,41.0347859396729,5,-2.5100924686957,0.005,999,2.5100924686957
6,296.642935733333,333.013483773907,25.0347312152887,92,-1.45280361621627,0.092,999,1.45280361621627,3596,6,104.572536666667,225.784403457124,46.3348904644439,3,-2.6159955397644,0.003,999,2.6159955397644
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3597,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
4,225.960168333333,332.115738371038,40.0200862638038,24,-2.65255725182474,0.024,999,2.65255725182474,3598,4,131.917951,265.53446846046,67.6750374859657,24,-1.97438409233492,0.024,999,1.97438409233492
3,284.486289333333,331.110115935936,54.1613972602306,153,-0.860831310879737,0.153,999,0.860831310879737,3599,3,192.446190666667,297.321314109443,78.7084432240064,111,-1.33245074031383,0.111,999,1.33245074031383
3,284.486289333333,331.110115935936,54.1613972602306,153,-0.860831310879737,0.153,999,0.860831310879737,3600,3,192.446190666667,297.321314109443,78.7084432240064,111,-1.33245074031383,0.111,999,1.33245074031383
4,271.050212666667,331.125588036203,39.196360708597,85,-1.53267737829445,0.085,999,1.53267737829445,3601,4,60.097862,265.380435902402,68.3013906265433,2,-3.00554018035799,0.002,999,3.00554018035799
4,207.011286666667,333.505983764264,38.1343311847198,13,-3.3170818306703,0.013,999,3.3170818306703,3602,4,115.6137785,264.262577772773,66.1636896274793,14,-2.24668243427337,0.014,999,2.24668243427337
4,207.011286666667,333.505983764264,38.1343311847198,13,-3.3170818306703,0.013,999,3.3170818306703,3603,4,115.6137785,264.262577772773,66.1636896274793,14,-2.24668243427337,0.014,999,2.24668243427337
4,207.011286666667,333.505983764264,38.1343311847198,13,-3.3170818306703,0.013,999,3.3170818306703,3604,4,115.6137785,264.262577772773,66.1636896274793,14,-2.24668243427337,0.014,999,2.24668243427337
3,266.467412666667,333.8575095332,52.2535494292239,66,-1.28967500969118,0.066,999,1.28967500969118,3605,3,156.408437333333,289.836041870537,84.0079140274863,50,-1.58827422489681,0.05,999,1.58827422489681
4,323.306307333333,333.045442521355,38.4969195810763,284.5,-0.252984791874327,0.2845,999,0.252984791874327,3606,4,212.3426285,259.881233676176,68.8282158617086,229.5,-0.690684838783151,0.2295,999,0.690684838783151
3,268.879955333333,331.449117127127,55.3278421806551,78,-1.1308802101751,0.078,999,1.1308802101751,3607,3,157.614708666667,291.648180818819,81.4821579975685,40.5,-1.64494259167942,0.0405,999,1.64494259167942
3,268.879955333333,331.449117127127,55.3278421806551,78,-1.1308802101751,0.078,999,1.1308802101751,3608,3,157.614708666667,291.648180818819,81.4821579975685,40.5,-1.64494259167942,0.0405,999,1.64494259167942
2,46.349462,333.929007437437,88.4393945322586,3.5,-3.25171318684844,0.0035,999,3.25171318684844,3609,2,46.349462,330.916699337337,95.5790978423097,7.5,-2.97729570336422,0.0075,999,2.97729570336422
3,37.4961853333333,332.835916811478,54.0951390129206,2,-5.45963531783517,0.002,999,5.45963531783517,3610,3,28.6429086666667,295.342596266934,83.0438131022706,1,-3.21155396937059,0.001,999,3.21155396937059
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3611,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3612,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
2,19.789632,329.427785053053,92.719317519956,2,-3.33952148630095,0.002,999,3.33952148630095,3613,2,19.789632,339.287511753754,88.1263350090395,1,-3.62545293323479,0.001,999,3.62545293323479
1,NA,NA,NA,NA,NA,NA,999,NA,3614,1,NA,NA,NA,NA,NA,NA,999,NA
2,380.145202,330.962036924925,93.1506630558095,509,0.527995866713348,0.509,999,-0.527995866713348,3615,2,380.145202,335.722908412412,87.8343307923672,525.5,0.505750919792378,0.5255,999,-0.505750919792378
3,382.442320666667,334.936422574575,53.3919511836668,901,0.889757670190271,0.901,999,-0.889757670190271,3616,3,381.293761333333,297.874477042376,78.2986766017983,937,1.06539839383494,0.937,999,-1.06539839383494
6,334.4573148,333.598218835235,24.7437287268854,455,0.0347197455261188,0.455,999,-0.0347197455261188,3617,6,142.517291333333,224.3397090337,49.9401897768064,53,-1.63840822524002,0.053,999,1.63840822524002
5,353.4988198,332.376161188989,30.2346800957097,742,0.698623519221831,0.742,999,-0.698623519221831,3618,5,268.735724,242.179465237638,56.6452567611926,673.5,0.468816989819983,0.6735,999,-0.468816989819983
6,330.155634,332.418990243977,25.1343891315191,373,-0.0900501791443575,0.373,999,0.0900501791443575,3619,6,246.735189,223.314720014014,46.5699699308596,686,0.502909257204962,0.686,999,-0.502909257204962
