Species_CooneyTaxonomy,Order,Family,chickPC1,chickPC2,ChickPCAscores,ChickPCACloseRelative,DistanceToSpeciesChickPCA,hatchlingPC1,hatchlingPC2,HatchlingPCAscores,DistanceToSpeciesHatchlingPCA,HatchlingPCACloseRelative,chickPC1FamilyEstimate,chickPC2FamilyEstimate,HatchlingPC1FamilyEstimate,HatchlingPC2FamilyEstimate
Selasphorus_platycercus,APODIFORMES,Trochilidae,-2.204184106,-0.755933075,Estimated,Selasphorus_sasin,2.565456197,-1.20660664,-0.062179599,Estimated,2.565456197,Selasphorus_sasin,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Selasphorus_rufus,APODIFORMES,Trochilidae,-2.411435612,-0.865763377,RealData,,,-1.20660664,-0.062179599,RealData,,,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Selasphorus_sasin,APODIFORMES,Trochilidae,-2.204184106,-0.755933075,RealData,,,-1.20660664,-0.062179599,RealData,,,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Selasphorus_scintilla,APODIFORMES,Trochilidae,-2.411435612,-0.865763377,Estimated,Selasphorus_rufus,1.367610343,-1.20660664,-0.062179599,Estimated,1.367610343,Selasphorus_rufus,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Sephanoides_fernandensis,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394257,-1.20660664,-0.062179599,Estimated,31.72394257,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Sephanoides_sephaniodes,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394257,-1.20660664,-0.062179599,Estimated,31.72394257,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Stellula_calliope,APODIFORMES,Trochilidae,-2.411435612,-0.865763377,Estimated,Selasphorus_rufus,1.368477624,-1.20660664,-0.062179599,Estimated,1.368477624,Selasphorus_rufus,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Stephanoxis_lalandi,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.61614111,-1.20660664,-0.062179599,Estimated,24.61614111,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Sternoclyta_cyanopectus,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.61614111,-1.20660664,-0.062179599,Estimated,24.61614111,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Taphrolesbia_griseiventris,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394257,-1.20660664,-0.062179599,Estimated,31.72394257,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Taphrospilus_hypostictus,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.61614111,-1.20660664,-0.062179599,Estimated,24.61614111,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_colombica,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_fannyi,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_furcata,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_glaucopis,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_ridgwayi,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thalurania_watertonii,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.6161411,-1.20660664,-0.062179599,Estimated,24.6161411,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Thaumastura_cora,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Archilochus_colubris,8.949822217,-1.20660664,-0.062179599,Estimated,8.949822217,Archilochus_alexandri,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Threnetes_leucurus,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,43.56032133,-1.20660664,-0.062179599,Estimated,43.56032133,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Threnetes_niger,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,43.56032133,-1.20660664,-0.062179599,Estimated,43.56032133,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Threnetes_ruckeri,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,43.56032133,-1.20660664,-0.062179599,Estimated,43.56032133,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Tilmatura_dupontii,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Archilochus_colubris,8.949822217,-1.20660664,-0.062179599,Estimated,8.949822217,Archilochus_alexandri,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Topaza_pella,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,42.72533878,-1.20660664,-0.062179599,Estimated,42.72533878,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Topaza_pyra,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,42.72533878,-1.20660664,-0.062179599,Estimated,42.72533878,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Trochilus_polytmus,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.61614111,-1.20660664,-0.062179599,Estimated,24.61614111,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Trochilus_scitulus,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,24.61614111,-1.20660664,-0.062179599,Estimated,24.61614111,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Urochroa_bougueri,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394258,-1.20660664,-0.062179599,Estimated,31.72394258,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Urosticte_benjamini,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394258,-1.20660664,-0.062179599,Estimated,31.72394258,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Urosticte_ruficrissa,APODIFORMES,Trochilidae,-2.152371229,-0.728475499,Estimated,Cynanthus_latirostris,31.72394258,-1.20660664,-0.062179599,Estimated,31.72394258,Cynanthus_latirostris,-1.175673776,-0.369456705,-0.919541441,-0.047719449
Apteryx_australis,APTERYGIFORMES,Apterygidae,2.332707179,-0.537959671,Estimated,Casuarius_casuarius,54.69538381,3.017501096,-0.831900731,Estimated,3.14097148,Apteryx_mantelli,4.192351262,-1.074065268,3.945242362,-1.706289318
Apteryx_haastii,APTERYGIFORMES,Apterygidae,2.332707179,-0.537959671,Estimated,Casuarius_casuarius,54.69538381,3.017501096,-0.831900731,Estimated,4.199449556,Apteryx_owenii,4.192351262,-1.074065268,3.945242362,-1.706289318
Apteryx_mantelli,APTERYGIFORMES,Apterygidae,2.332707179,-0.537959671,Estimated,Casuarius_casuarius,54.69538381,3.017501096,-0.831900731,RealData,,,4.192351262,-1.074065268,3.945242362,-1.706289318
Apteryx_owenii,APTERYGIFORMES,Apterygidae,2.332707179,-0.537959671,Estimated,Casuarius_casuarius,54.69538381,3.017501096,-0.831900731,RealData,,,4.192351262,-1.074065268,3.945242362,-1.706289318
Aceros_cassidix,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,Estimated,19.03298318,Aceros_undulatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_comatus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,32.8733719,-1.594162859,-0.5380625,Estimated,32.8733719,Penelopides_affinis,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_corrugatus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_everetti,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,0.769481336,-1.594162859,-0.5380625,Estimated,0.769481336,Aceros_corrugatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_leucocephalus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,32.56884984,-1.594162859,-0.5380625,Estimated,32.56884984,Penelopides_affinis,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_narcondami,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,Estimated,19.03298318,Aceros_undulatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_nipalensis,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,22.1382933,-1.594162859,-0.5380625,Estimated,22.1382933,Penelopides_affinis,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_plicatus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,Estimated,10.7373315,Aceros_undulatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_subruficollis,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,Estimated,6.641783438,Aceros_undulatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_undulatus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Aceros_waldeni,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,19.23343802,-1.594162859,-0.5380625,Estimated,19.03298318,Aceros_undulatus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anorrhinus_austeni,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anorrhinus_galeritus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anorrhinus_tickelli,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,Estimated,10.09919292,Anorrhinus_austeni,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anthracoceros_albirostris,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anthracoceros_coronatus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,Estimated,1.665362647,Anthracoceros_albirostris,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anthracoceros_malayanus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287125,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anthracoceros_marchei,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,Estimated,15.92820904,Anthracoceros_albirostris,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Anthracoceros_montani,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.16287124,-1.594162859,-0.5380625,Estimated,15.92820904,Anthracoceros_albirostris,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Buceros_bicornis,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.57839309,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Buceros_hydrocorax,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.57839309,-1.594162859,-0.5380625,Estimated,2.707144122,Buceros_rhinoceros,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Buceros_rhinoceros,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.57839309,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_albotibialis,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,9.811440463,-1.594162859,-0.5380625,Estimated,8.569462458,Bycanistes_subcylindricus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_brevis,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,9.811440462,-1.594162859,-0.5380625,Estimated,8.569462458,Bycanistes_subcylindricus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_bucinator,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_cylindricus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,9.811440462,-1.594162859,-0.5380625,Estimated,8.644906546,Bycanistes_subcylindricus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_fistulator,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,9.811440462,-1.594162859,-0.5380625,Estimated,8.569462458,Bycanistes_subcylindricus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bycanistes_subcylindricus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,9.811440463,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Ceratogymna_atrata,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,21.8278388,-1.594162859,-0.5380625,Estimated,21.8278388,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Ceratogymna_elata,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,21.8278388,-1.594162859,-0.5380625,Estimated,21.8278388,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Ocyceros_birostris,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,28.08950298,-1.594162859,-0.5380625,Estimated,28.08950298,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Ocyceros_gingalensis,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,28.08950298,-1.594162859,-0.5380625,Estimated,28.08950298,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Ocyceros_griseus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,28.08950298,-1.594162859,-0.5380625,Estimated,28.08950298,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_affinis,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_exarhatus,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,Estimated,1.772918764,Penelopides_manillae,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_manillae,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_mindorensis,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,Estimated,6.214330484,Penelopides_affinis,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_panini,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Penelopides_samarensis,BUCEROTIFORMES,Bucerotidae,-3.66450543,-1.486841026,Estimated,Aceros_corrugatus,17.41809601,-1.594162859,-0.5380625,Estimated,6.504564674,Penelopides_panini,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Rhinoplax_vigil,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,34.5783931,-1.594162859,-0.5380625,Estimated,30.97242336,Buceros_rhinoceros,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_alboterminatus,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_nasutus,4.981897325,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_bradfieldi,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_nasutus,0.094113247,-1.594162859,-0.5380625,Estimated,0.094113247,Tockus_nasutus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_camurus,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_leucomelas,18.68676312,-1.594162859,-0.5380625,Estimated,18.68676312,Tockus_leucomelas,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_deckeni,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_nasutus,22.05184464,-1.594162859,-0.5380625,Estimated,22.05184464,Tockus_nasutus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_erythrorhynchus,BUCEROTIFORMES,Bucerotidae,-2.524622143,-0.882774366,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_fasciatus,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_nasutus,12.23702191,-1.594162859,-0.5380625,Estimated,12.23702191,Tockus_nasutus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_flavirostris,BUCEROTIFORMES,Bucerotidae,-2.524622143,-0.882774366,Estimated,Tockus_erythrorhynchus,8.331045618,-1.594162859,-0.5380625,Estimated,8.331045618,Tockus_erythrorhynchus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_hartlaubi,BUCEROTIFORMES,Bucerotidae,-2.524622143,-0.882774366,Estimated,Tockus_erythrorhynchus,1.469958711,-1.594162859,-0.5380625,Estimated,1.469958711,Tockus_erythrorhynchus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_hemprichii,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_nasutus,12.23702191,-1.594162859,-0.5380625,Estimated,12.23702191,Tockus_nasutus,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_jacksoni,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,Estimated,Tockus_leucomelas,5.853121,-1.594162859,-0.5380625,Estimated,5.853121,Tockus_leucomelas,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_leucomelas,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_monteiri,BUCEROTIFORMES,Bucerotidae,-2.628247897,-0.937689517,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_nasutus,BUCEROTIFORMES,Bucerotidae,-2.317370637,-0.772944065,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tockus_pallidirostris,BUCEROTIFORMES,Bucerotidae,-2.628247897,-0.937689517,Estimated,Tockus_monteiri,10.0421815,-1.594162859,-0.5380625,Estimated,10.0421815,Tockus_monteiri,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Tropicranus_albocristatus,BUCEROTIFORMES,Bucerotidae,-2.939125157,-1.10243497,Estimated,Bycanistes_bucinator,24.5511933,-1.594162859,-0.5380625,Estimated,24.5511933,Bycanistes_bucinator,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bucorvus_abyssinicus,BUCEROTIFORMES,Bucorvidae,-2.524622143,-0.882774366,Estimated,Bucorvus_cafer,7.653199424,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Bucorvus_cafer,BUCEROTIFORMES,Bucorvidae,-2.524622143,-0.882774366,RealData,,,-1.594162859,-0.5380625,RealData,,,-1.52593325,-0.430468696,-1.326579716,-0.459327927
Phoeniculus_bollei,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.850224,-0.81905042,0.413703303,Estimated,4.238432048,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Phoeniculus_castaneiceps,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.850224,-0.81905042,0.413703303,Estimated,17.93428364,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Phoeniculus_damarensis,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.850224,-0.81905042,0.413703303,Estimated,4.238432048,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Phoeniculus_purpureus,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.850224,-0.81905042,0.413703303,RealData,,,-0.825414302,-0.308444715,-0.512503165,0.363889029
Phoeniculus_somaliensis,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.850224,-0.81905042,0.413703303,Estimated,4.238432048,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Rhinopomastus_aterrimus,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.85022399,-0.81905042,0.413703303,Estimated,53.84968549,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Rhinopomastus_cyanomelas,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.85022399,-0.81905042,0.413703303,Estimated,53.84968549,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Rhinopomastus_minor,BUCEROTIFORMES,Phoeniculidae,-1.831933191,-0.601634208,Estimated,Upupa_epops,53.85022399,-0.81905042,0.413703303,Estimated,53.84968549,Phoeniculus_purpureus,-0.825414302,-0.308444715,-0.512503165,0.363889029
Upupa_epops,BUCEROTIFORMES,Upupidae,-1.831933191,-0.601634208,RealData,,,-0.81905042,0.413703303,RealData,,,-0.825414302,-0.308444715,-0.512503165,0.363889029
Caprimulgus_aegyptius,CAPRIMULGIFORMES,Caprimulgidae,1.217576525,2.711955007,Estimated,Caprimulgus_pectoralis,18.45517906,1.827260751,1.076807469,Estimated,18.45517906,Caprimulgus_pectoralis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_affinis,CAPRIMULGIFORMES,Caprimulgidae,1.217576525,2.711955007,Estimated,Caprimulgus_pectoralis,18.45517906,1.827260751,1.076807469,Estimated,18.45517906,Caprimulgus_pectoralis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_anthonyi,CAPRIMULGIFORMES,Caprimulgidae,0.165526982,2.820506852,Estimated,Nyctidromus_albicollis,19.59331667,0.659994262,1.456903485,Estimated,19.59331667,Nyctidromus_albicollis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_asiaticus,CAPRIMULGIFORMES,Caprimulgidae,1.217576525,2.711955007,Estimated,Caprimulgus_pectoralis,3.273797016,1.827260751,1.076807469,Estimated,3.273797016,Caprimulgus_pectoralis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_atripennis,CAPRIMULGIFORMES,Caprimulgidae,0.947729541,2.644768395,Estimated,Caprimulgus_carolinensis,15.0098317,1.827260751,1.076807469,Estimated,15.0098317,Caprimulgus_carolinensis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_badius,CAPRIMULGIFORMES,Caprimulgidae,0.947729541,2.644768395,Estimated,Caprimulgus_carolinensis,7.860534368,1.827260751,1.076807469,Estimated,7.860534368,Caprimulgus_carolinensis,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_batesi,CAPRIMULGIFORMES,Caprimulgidae,0.400535058,-0.107197106,Estimated,Caprimulgus_europaeus,20.10478744,1.827260751,1.076807469,Estimated,20.10478744,Caprimulgus_europaeus,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_binotatus,CAPRIMULGIFORMES,Caprimulgidae,0.400535058,-0.107197106,Estimated,Caprimulgus_europaeus,9.81196211,1.827260751,1.076807469,Estimated,9.81196211,Caprimulgus_europaeus,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,0.947729541,2.644768395,RealData,,,1.827260751,1.076807469,RealData,,,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_cayennensis,CAPRIMULGIFORMES,Caprimulgidae,1.217576525,2.711955007,Estimated,Caprimulgus_nigrescens,23.11509058,1.827260751,1.076807469,Estimated,23.11509058,Caprimulgus_nigrescens,3.060414933,3.049563271,2.441937348,1.154532428
Caprimulgus_celebensis,CAPRIMULGIFORMES,Caprimulgidae,1.217576525,2.711955007,Estimated,Caprimulgus_nigrescens,21.70933262,1.827260751,1.076807469,Estimated,21.70933262,Caprimulgus_nigrescens,3.060414933,3.049563271,2.441937348,1.154532428
