Species_CooneyTaxonomy,Order,Family,chickPC1,chickPC2,ChickPCAscores,ChickPCACloseRelative,DistanceToSpeciesChickPCA,hatchlingPC1,hatchlingPC2,HatchlingPCAscores,DistanceToSpeciesHatchlingPCA,HatchlingPCACloseRelative,chickPC1FamilyEstimate,chickPC2FamilyEstimate,HatchlingPC1FamilyEstimate,HatchlingPC2FamilyEstimate
Accipiter_albogularis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_fasciatus,11.50940125,0.659994262,1.456903485,Estimated,11.50940125,Accipiter_fasciatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_badius,ACCIPITRIFORMES,Accipitridae,-0.516590992,0.034948044,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_bicolor,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,4.60437127,0.659994262,1.456903485,Estimated,4.60437127,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_brachyurus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_striatus,4.715555953,0.659994262,1.456903485,Estimated,4.715555953,Accipiter_striatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_brevipes,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_butleri,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_castanilius,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_novaehollandiae,3.38311127,0.659994262,1.456903485,Estimated,3.38311127,Accipiter_novaehollandiae,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_chilensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,10.91977748,0.659994262,1.456903485,Estimated,10.91977748,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_chionogaster,ACCIPITRIFORMES,Accipitridae,-0.516590992,0.034948044,Estimated,Accipiter_badius,5.558974086,0.659994262,1.456903485,Estimated,5.558974086,Accipiter_badius,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_cirrocephalus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,6.066724961,0.659994262,1.456903485,Estimated,6.066724961,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_collaris,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_novaehollandiae,15.26937861,0.659994262,1.456903485,Estimated,15.26937861,Accipiter_novaehollandiae,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_cooperii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_erythrauchen,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,10.91977748,0.659994262,1.456903485,Estimated,10.91977748,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_erythronemius,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_striatus,3.237649418,0.659994262,1.456903485,Estimated,3.237649418,Accipiter_striatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_erythropus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,23.10476908,0.659994262,1.456903485,Estimated,23.10476908,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_fasciatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_francesiae,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.38394705,0.659994262,1.456903485,Estimated,18.38394705,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_gentilis,ACCIPITRIFORMES,Accipitridae,-0.516590992,0.034948044,Estimated,Accipiter_badius,6.456237354,0.659994262,1.456903485,Estimated,6.456237354,Accipiter_badius,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_griseiceps,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,1.96696668,0.659994262,1.456903485,Estimated,1.96696668,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_gularis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,6.066724961,0.659994262,1.456903485,Estimated,6.066724961,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_gundlachi,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_fasciatus,3.460513288,0.659994262,1.456903485,Estimated,3.460513288,Accipiter_fasciatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_haplochrous,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_novaehollandiae,15.26937861,0.659994262,1.456903485,Estimated,15.26937861,Accipiter_novaehollandiae,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_henicogrammus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_fasciatus,4.136202048,0.659994262,1.456903485,Estimated,4.136202048,Accipiter_fasciatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_henstii,ACCIPITRIFORMES,Accipitridae,-0.516590992,0.034948044,Estimated,Accipiter_badius,1.088214657,0.659994262,1.456903485,Estimated,1.088214657,Accipiter_badius,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_imitator,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_novaehollandiae,3.38311127,0.659994262,1.456903485,Estimated,3.38311127,Accipiter_novaehollandiae,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_luteoschistaceus,ACCIPITRIFORMES,Accipitridae,-0.516590992,0.034948044,Estimated,Accipiter_badius,2.504008246,0.659994262,1.456903485,Estimated,2.504008246,Accipiter_badius,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_madagascariensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_melanochlamys,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_melanoleucus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_meyerianus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.38394705,0.659994262,1.456903485,Estimated,18.38394705,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_minullus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,4.60437127,0.659994262,1.456903485,Estimated,4.60437127,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_nanus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,6.866336356,0.659994262,1.456903485,Estimated,6.866336356,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_nisus,ACCIPITRIFORMES,Accipitridae,-0.616628035,1.317903178,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_novaehollandiae,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_ovampensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_fasciatus,0.347052866,0.659994262,1.456903485,Estimated,0.347052866,Accipiter_fasciatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_poliocephalus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.39032762,0.659994262,1.456903485,Estimated,18.39032762,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_poliogaster,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,23.10476908,0.659994262,1.456903485,Estimated,23.10476908,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_princeps,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,4.60437127,0.659994262,1.456903485,Estimated,4.60437127,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_rhodogaster,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,18.38394705,0.659994262,1.456903485,Estimated,18.38394705,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_rufitorques,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_fasciatus,11.50940125,0.659994262,1.456903485,Estimated,11.50940125,Accipiter_fasciatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_rufiventris,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_striatus,3.237649418,0.659994262,1.456903485,Estimated,3.237649418,Accipiter_striatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_soloensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,10.91977748,0.659994262,1.456903485,Estimated,10.91977748,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_striatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_superciliosus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,23.10476909,0.659994262,1.456903485,Estimated,23.10476909,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_tachiro,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_novaehollandiae,15.26937861,0.659994262,1.456903485,Estimated,15.26937861,Accipiter_novaehollandiae,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_toussenelii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_striatus,4.715555953,0.659994262,1.456903485,Estimated,4.715555953,Accipiter_striatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_trinotatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Accipiter_cooperii,13.38273538,0.659994262,1.456903485,Estimated,13.38273538,Accipiter_cooperii,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_trivirgatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Circus_macrourus,23.10476909,0.659994262,1.456903485,Estimated,23.10476909,Circus_macrourus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_ventralis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,10.91977748,0.659994262,1.456903485,Estimated,10.91977748,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Accipiter_virgatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Erythrotriorchis_radiatus,6.066724961,0.659994262,1.456903485,Estimated,6.066724961,Erythrotriorchis_radiatus,0.579685464,-0.198045453,1.106282383,1.424100277
Aegypius_monachus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,2.421580492,0.659994262,1.456903485,Estimated,2.421580492,Torgos_tracheliotos,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_adalberti,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_heliaca,1.717084448,0.659994262,1.456903485,Estimated,1.717084448,Aquila_heliaca,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_africanus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Hieraaetus_spilogaster,6.507873088,0.659994262,1.456903485,Estimated,6.507873088,Hieraaetus_spilogaster,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_audax,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_chrysaetos,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_clanga,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_nipalensis,8.603766674,0.659994262,1.456903485,Estimated,8.603766674,Aquila_nipalensis,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_fasciatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_gurneyi,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_audax,3.204915594,0.659994262,1.456903485,Estimated,3.204915594,Aquila_audax,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_hastata,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_nipalensis,8.603766674,0.659994262,1.456903485,Estimated,8.603766674,Aquila_nipalensis,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_heliaca,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_nipalensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_pomarina,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_nipalensis,8.603766674,0.659994262,1.456903485,Estimated,8.603766674,Aquila_nipalensis,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_rapax,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Aquila_heliaca,2.593110158,0.659994262,1.456903485,Estimated,2.593110158,Aquila_heliaca,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_verreauxii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Hieraaetus_spilogaster,4.090724248,0.659994262,1.456903485,Estimated,4.090724248,Hieraaetus_spilogaster,0.579685464,-0.198045453,1.106282383,1.424100277
Aquila_wahlbergi,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Hieraaetus_pennatus,7.616106407,0.659994262,1.456903485,Estimated,7.616106407,Hieraaetus_pennatus,0.579685464,-0.198045453,1.106282383,1.424100277
Aviceda_cuculoides,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,25.74051677,-0.431494201,0.889586204,Estimated,16.21948716,Aviceda_subcristata,0.579685464,-0.198045453,1.106282383,1.424100277
Aviceda_jerdoni,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,25.74051677,-0.431494201,0.889586204,Estimated,16.21948716,Aviceda_subcristata,0.579685464,-0.198045453,1.106282383,1.424100277
Aviceda_leuphotes,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,25.74051677,-0.431494201,0.889586204,Estimated,16.21948716,Aviceda_subcristata,0.579685464,-0.198045453,1.106282383,1.424100277
Aviceda_madagascariensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,25.74051677,-0.431494201,0.889586204,Estimated,5.222950926,Aviceda_subcristata,0.579685464,-0.198045453,1.106282383,1.424100277
Aviceda_subcristata,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,25.74051677,-0.431494201,0.889586204,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Busarellus_nigricollis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,14.09435769,0.659994262,1.456903485,Estimated,14.09435769,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Butastur_indicus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,18.51340889,0.659994262,1.456903485,Estimated,18.51340889,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Butastur_liventer,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,18.51340889,0.659994262,1.456903485,Estimated,18.51340889,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Butastur_rufipennis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,18.51340889,0.659994262,1.456903485,Estimated,18.51340889,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Butastur_teesa,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,18.51340889,0.659994262,1.456903485,Estimated,18.51340889,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_albicaudatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_albigula,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lagopus,3.249067091,0.659994262,1.456903485,Estimated,3.249067091,Buteo_lagopus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_albonotatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_rufinus,3.106922108,0.659994262,1.456903485,Estimated,3.106922108,Buteo_rufinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_archeri,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,5.826060587,0.659994262,1.456903485,Estimated,5.826060587,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_augur,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_rufinus,1.808081777,0.659994262,1.456903485,Estimated,1.808081777,Buteo_rufinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_auguralis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,6.830556936,0.659994262,1.456903485,Estimated,6.830556936,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_brachypterus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lineatus,1.808194363,0.659994262,1.456903485,Estimated,1.808194363,Buteo_lineatus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_brachyurus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lagopus,3.249067091,0.659994262,1.456903485,Estimated,3.249067091,Buteo_lagopus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_buteo,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_galapagoensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lagopus,3.249067091,0.659994262,1.456903485,Estimated,3.249067091,Buteo_lagopus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_hemilasius,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_rufinus,0.366304525,0.659994262,1.456903485,Estimated,0.366304525,Buteo_rufinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_jamaicensis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_rufinus,4.327346766,0.659994262,1.456903485,Estimated,4.327346766,Buteo_rufinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_lagopus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_leucorrhous,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Parabuteo_unicinctus,8.4125026,0.659994262,1.456903485,Estimated,8.4125026,Parabuteo_unicinctus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_lineatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_magnirostris,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_nitidus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_oreophilus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_buteo,0.572563264,0.659994262,1.456903485,Estimated,0.572563264,Buteo_buteo,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_platypterus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_polyosoma,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_albicaudatus,4.949378324,0.659994262,1.456903485,Estimated,4.949378324,Buteo_albicaudatus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_regalis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_ridgwayi,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lineatus,2.131731868,0.659994262,1.456903485,Estimated,2.131731868,Buteo_lineatus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_rufinus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_rufofuscus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_rufinus,1.808081777,0.659994262,1.456903485,Estimated,1.808081777,Buteo_rufinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_solitarius,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lagopus,3.249067091,0.659994262,1.456903485,Estimated,3.249067091,Buteo_lagopus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_swainsoni,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_lagopus,3.249067091,0.659994262,1.456903485,Estimated,3.249067091,Buteo_lagopus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteo_ventralis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteo_platypterus,6.830556936,0.659994262,1.456903485,Estimated,6.830556936,Buteo_platypterus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteogallus_aequinoctialis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteogallus_anthracinus,1.048376364,0.659994262,1.456903485,Estimated,1.048376364,Buteogallus_anthracinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteogallus_anthracinus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,RealData,,,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Buteogallus_gundlachii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteogallus_anthracinus,6.981766668,0.659994262,1.456903485,Estimated,6.981766668,Buteogallus_anthracinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteogallus_meridionalis,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteogallus_anthracinus,6.257663853,0.659994262,1.456903485,Estimated,6.257663853,Buteogallus_anthracinus,0.579685464,-0.198045453,1.106282383,1.424100277
Buteogallus_urubitinga,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Buteogallus_anthracinus,6.257663853,0.659994262,1.456903485,Estimated,6.257663853,Buteogallus_anthracinus,0.579685464,-0.198045453,1.106282383,1.424100277
Chelictinia_riocourii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Elanus_scriptus,4.910071732,0.659994262,1.456903485,Estimated,4.910071732,Elanus_scriptus,0.579685464,-0.198045453,1.106282383,1.424100277
Chondrohierax_uncinatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,29.61693575,0.659994262,1.456903485,Estimated,29.61693575,Pernis_apivorus,0.579685464,-0.198045453,1.106282383,1.424100277
Chondrohierax_wilsonii,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Pernis_apivorus,29.61693575,0.659994262,1.456903485,Estimated,29.61693575,Pernis_apivorus,0.579685464,-0.198045453,1.106282383,1.424100277
Circaetus_beaudouini,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,27.33559374,0.659994262,1.456903485,Estimated,13.91463688,Circaetus_cinereus,0.579685464,-0.198045453,1.106282383,1.424100277
Circaetus_cinerascens,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,27.33559374,0.659994262,1.456903485,Estimated,13.91463688,Circaetus_cinereus,0.579685464,-0.198045453,1.106282383,1.424100277
Circaetus_cinereus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,27.33559374,0.659994262,1.456903485,RealData,,,0.579685464,-0.198045453,1.106282383,1.424100277
Circaetus_fasciolatus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,27.33559374,0.659994262,1.456903485,Estimated,13.91463688,Circaetus_cinereus,0.579685464,-0.198045453,1.106282383,1.424100277
Circaetus_gallicus,ACCIPITRIFORMES,Accipitridae,-0.578863373,0.019443441,Estimated,Torgos_tracheliotos,27.33559374,0.659994262,1.456903485,Estimated,6.501779586,Circaetus_cinereus,0.579685464,-0.198045453,1.106282383,1.424100277
