Species,Adult_survival,Age_at_first_reproduction,Maximum_longevity
Chloropsis_cochinchinensis,0.59,1.14,9.97
Prionochilus_olivaceus,0.57,1.03,8.21
Prionochilus_maculatus,0.57,1.06,7.9
Prionochilus_thoracicus,0.62,0.92,7.22
Prionochilus_xanthopygius,0.58,0.99,7.69
Prionochilus_percussus,0.6,1.08,7.86
Prionochilus_plateni,0.57,1.01,8.01
Dicaeum_melanozanthum,0.55,0.98,5.43
Dicaeum_chrysorrheum,0.56,1.04,6.19
Dicaeum_vincens,0.58,1.07,6.16
Dicaeum_annae,0.58,1.05,5.96
Dicaeum_agile,0.54,1.03,6.27
Dicaeum_everetti,0.61,0.91,5.2
Dicaeum_proprium,0.59,1.05,5.96
Dicaeum_anthonyi,0.58,1.08,6.26
Dicaeum_kampalili,0.59,1.14,6.73
Dicaeum_bicolor,0.57,1.03,5.9
Dicaeum_aureolimbatum,0.58,1.01,5.63
Dicaeum_trigonostigma,0.54,1,5.78
Dicaeum_australe,0.57,1.02,5.85
Dicaeum_haematostictum,0.68,1.14,6.28
Dicaeum_retrocinctum,0.55,0.96,5.55
Dicaeum_quadricolor,0.57,1.01,5.79
Dicaeum_hypoleucum,0.56,1,5.76
Dicaeum_nigrilore,0.59,1.07,6.05
Dicaeum_erythrorhynchos,0.56,1.01,6.12
Dicaeum_concolor,0.53,0.97,5.79
Dicaeum_minullum,0.59,1.14,6.73
Dicaeum_pygmaeum,0.53,0.92,5.27
Dicaeum_nehrkorni,0.58,1.01,5.67
Dicaeum_schistaceiceps,0.59,1.14,6.73
Dicaeum_erythrothorax,0.59,1.14,6.73
Dicaeum_vulneratum,0.58,1.02,5.75
Dicaeum_pectorale,0.58,0.99,5.56
Dicaeum_sanguinolentum,0.57,1.01,5.76
Dicaeum_wilhelminae,0.59,1.14,6.73
Dicaeum_hanieli,0.59,1.14,6.73
Dicaeum_cruentatum,0.5,0.91,5.6
Dicaeum_trochileum,0.61,0.91,5.22
Dicaeum_igniferum,0.57,1.01,5.77
Dicaeum_maugei,0.58,1.07,6.22
Dicaeum_celebicum,0.51,0.94,5.46
Dicaeum_monticolum,0.58,1.01,5.68
Dicaeum_ignipectus,0.53,0.95,5.96
Dicaeum_cambodianum,0.59,1.14,6.73
Dicaeum_beccarii,0.59,1.14,6.73
Dicaeum_luzoniense,0.59,1.14,6.73
Dicaeum_aeneum,0.61,0.93,5.36
Dicaeum_eximium,0.57,1,5.65
Dicaeum_tristrami,0.59,1.08,6.17
Dicaeum_nitidum,0.57,1.01,5.81
Dicaeum_keiense,0.59,1.14,6.73
Dicaeum_ignicolle,0.59,1.14,6.73
Dicaeum_hirundinaceum,0.59,1.14,9.7
Dicaeum_geelvinkianum,0.6,0.96,5.42
Arachnothera_crassirostris,0.65,1.03,6.01
Arachnothera_robusta,0.7,1.29,6.91
Arachnothera_longirostra,0.64,1.08,6.12
Arachnothera_dilutior,0.59,1.14,5.25
Arachnothera_flammifera,0.59,1.14,5.25
Arachnothera_hypogrammica,0.63,1.06,5.92
Arachnothera_juliae,0.65,1.25,7.21
Arachnothera_clarae,0.68,1.16,6.95
Arachnothera_chrysogenys,0.64,1.31,7.17
Arachnothera_magna,0.69,1.29,7.53
Arachnothera_flavigaster,0.68,1.36,7.75
Arachnothera_affinis,0.72,1.4,6.6
Arachnothera_modesta,0.59,1.14,5.25
Chalcoparia_singalensis,0.62,1.06,7.14
Deleornis_fraseri,0.59,1.14,9.97
Deleornis_axillaris,0.59,1.14,9.97
Anthreptes_reichenowi,0.59,0.99,8.49
Anthreptes_anchietae,0.64,1.09,8.84
Anthreptes_simplex,0.63,1.07,8.46
Anthreptes_malacensis,0.64,1.13,8.95
Anthreptes_griseigularis,0.59,1.14,11.75
Anthreptes_rhodolaemus,0.69,1.25,9.69
Anthreptes_gabonicus,0.71,1.24,9.87
Anthreptes_longuemarei,0.66,1.17,9.15
Anthreptes_orientalis,0.66,1.15,8.97
Anthreptes_neglectus,0.58,0.93,9.81
Anthreptes_aurantius,0.61,1.14,10.16
Anthreptes_seimundi,0.56,1.02,9.24
Anthreptes_rectirostris,0.65,1.09,9.77
Anthreptes_tephrolaemus,0.59,1.14,11.75
Anthreptes_rubritorques,0.59,1.12,10.33
Hedydipna_collaris,0.67,0.98,6.58
Hedydipna_platura,0.71,1.04,7.74
Hedydipna_metallica,0.7,1.01,7.75
Hedydipna_pallidigaster,0.65,0.94,6.41
Anabathmis_reichenbachii,0.69,1.2,8.43
Anabathmis_hartlaubii,0.64,1.11,7.22
Anabathmis_newtonii,0.62,0.99,7.16
Dreptes_thomensis,0.65,1.34,9.91
Anthobaphes_violacea,0.61,1.04,7.27
Cyanomitra_verticalis,0.64,1.16,8.4
Cyanomitra_bannermani,0.64,1.15,8.63
Cyanomitra_cyanolaema,0.65,1.19,8.62
Cyanomitra_oritis,0.62,1.1,8.13
Cyanomitra_alinae,0.64,1.19,7.69
Cyanomitra_olivacea,0.58,1.14,8.47
Cyanomitra_verreauxii,0.64,1.15,8.83
Chalcomitra_adelberti,0.55,0.92,7.16
Chalcomitra_fuliginosa,0.65,1.12,8.09
Chalcomitra_rubescens,0.58,1.11,8.33
Chalcomitra_amethystina,0.64,1.1,8.48
Chalcomitra_senegalensis,0.65,1.12,8.2
Chalcomitra_hunteri,0.61,1.19,8.85
Chalcomitra_balfouri,0.6,1.02,7.87
Leptocoma_zeylonica,0.56,1.04,6.75
Leptocoma_minima,0.6,0.94,5.73
Leptocoma_brasiliana,0.59,1.14,4.5
Leptocoma_sperata,0.59,1.14,4.5
Leptocoma_juliae,0.59,1.14,4.5
Leptocoma_aspasia,0.56,1.06,6.51
Leptocoma_calcostetha,0.63,1.05,6.12
Nectarinia_bocagii,0.61,1.2,8.86
Nectarinia_purpureiventris,0.67,1.15,7.93
Nectarinia_tacazze,0.69,1.21,8.5
Nectarinia_kilimensis,0.69,1.22,8.5
Nectarinia_famosa,0.67,1.16,8.6
Nectarinia_johnstoni,0.69,1.22,8.39
Drepanorhynchus_reichenowi,0.67,1.28,8.09
Cinnyris_chloropygius,0.66,0.98,10.51
Cinnyris_minullus,0.68,1,10.64
Cinnyris_gertrudis,0.62,1.14,10.69
Cinnyris_manoensis,0.62,1.14,10.69
Cinnyris_chalybeus,0.68,1.02,12.28
Cinnyris_neergaardi,0.66,0.98,11.42
Cinnyris_afer,0.62,1.14,10.69
Cinnyris_stuhlmanni,0.62,1.14,10.69
Cinnyris_prigoginei,0.62,1.14,10.69
Cinnyris_ludovicensis,0.62,1.14,10.69
Cinnyris_reichenowi,0.69,1.04,11.05
Cinnyris_regius,0.71,1.07,11.25
Cinnyris_rockefelleri,0.67,0.83,10.42
Cinnyris_mediocris,0.35,1.14,6.1
Cinnyris_usambaricus,0.62,1.14,10.69
Cinnyris_fuelleborni,0.69,0.9,11.56
Cinnyris_moreaui,0.69,0.91,11.45
Cinnyris_loveridgei,0.68,1.04,12.92
Cinnyris_pulchellus,0.62,1.14,5.67
Cinnyris_melanogastrus,0.62,1.14,10.69
Cinnyris_mariquensis,0.65,1.14,13.21
Cinnyris_shelleyi,0.71,1.1,12.13
Cinnyris_congensis,0.67,0.9,11.62
Cinnyris_erythrocercus,0.68,1.05,11.24
Cinnyris_nectarinioides,0.67,0.97,10.25
Cinnyris_bifasciatus,0.76,1.14,10.69
Cinnyris_tsavoensis,0.62,1.14,10.69
Cinnyris_chalcomelas,0.7,0.9,11.24
Cinnyris_pembae,0.64,1.1,12.28
Cinnyris_bouvieri,0.68,1.05,11.22
Cinnyris_osea,0.62,1.04,12.14
Cinnyris_habessinicus,0.62,1.14,10.69
Cinnyris_hellmayri,0.62,1.14,10.69
Cinnyris_coccinigastrus,0.73,1.2,12.96
Cinnyris_johannae,0.68,1.21,13.18
Cinnyris_superbus,0.74,1.24,13.06
Cinnyris_rufipennis,0.64,1.02,12.7
Cinnyris_oustaleti,0.7,0.96,11.09
Cinnyris_talatala,0.69,1.1,11.09
Cinnyris_venustus,0.67,0.99,10.61
Cinnyris_fuscus,0.66,0.99,11.77
Cinnyris_ursulae,0.69,1.03,11.07
Cinnyris_batesi,0.63,1.05,11.46
Cinnyris_cupreus,0.63,1.08,11.88
Cinnyris_asiaticus,0.63,1.06,12.67
Cinnyris_jugularis,0.62,1.14,9
Cinnyris_idenburgi,0.62,1.14,10.69
Cinnyris_buettikoferi,0.7,0.93,11.88
Cinnyris_solaris,0.7,0.93,11.85
Cinnyris_sovimanga,0.67,1.01,11.6
Cinnyris_humbloti,0.7,1.07,11.6
Cinnyris_comorensis,0.71,1.13,11.03
Cinnyris_coquerellii,0.69,0.92,10.72
Cinnyris_dussumieri,0.73,1.18,12.49
Cinnyris_moebii,0.62,1.14,10.69
Cinnyris_voeltzkowi,0.62,1.14,10.69
Cinnyris_notatus,0.62,1.14,10.69
Cinnyris_lotenius,0.66,1.01,11.43
Aethopyga_duyvenbodei,0.59,0.85,5.03
Aethopyga_ignicauda,0.61,1,6.11
Aethopyga_saturata,0.54,0.98,5.95
Aethopyga_nipalensis,0.6,0.96,5.84
Aethopyga_gouldiae,0.58,0.9,5.53
Aethopyga_temminckii,0.59,1.14,4
Aethopyga_mystacalis,0.59,1.14,4
Aethopyga_shelleyi,0.54,0.83,4.85
Aethopyga_vigorsii,0.59,1.14,4
Aethopyga_siparaja,0.59,1.14,4
Aethopyga_magnifica,0.59,1.14,4
Aethopyga_pulcherrima,0.57,0.91,5.32
Aethopyga_flagrans,0.58,0.87,5.3
Aethopyga_guimarasensis,0.59,1.14,4
Aethopyga_bella,0.55,0.79,4.76
Aethopyga_eximia,0.58,0.85,5.08
Aethopyga_latouchii,0.59,1.14,4
Aethopyga_christinae,0.59,1.14,4
Aethopyga_linaraborae,0.59,0.88,5.26
Aethopyga_primigenia,0.59,0.88,5.23
Aethopyga_boltoni,0.59,0.88,5.24
Prunella_himalayana,0.54,1.05,10.8
Prunella_collaris,0.6,1.18,11.72
Prunella_immaculata,0.57,0.99,10.56
Prunella_rubeculoides,0.53,0.96,11.09
Prunella_strophiata,0.55,0.98,9.43
Prunella_fulvescens,0.55,0.99,10.08
Prunella_koslowi,0.54,0.97,10.04
Prunella_rubida,0.54,1,9.86
Prunella_montanella,0.47,0.9,9.92
Prunella_modularis,0.5,0.91,10.96
Prunella_atrogularis,0.55,1.02,10.47
Prunella_ocularis,0.6,1.04,11.17
Peucedramus_taeniatus,0.58,1,7.32
Urocynchramus_pylzowi,0.55,1.06,10.05
Bubalornis_albirostris,0.72,1.34,15.66
Bubalornis_niger,0.65,1.27,16.53
Dinemellia_dinemelli,0.6,1.18,10.84
Plocepasser_mahali,0.65,1.19,10.05
Plocepasser_superciliosus,0.6,1.11,9.93
Plocepasser_donaldsoni,0.7,1.23,9.63
Plocepasser_rufoscapulatus,0.61,1.15,10.36
Histurgops_ruficauda,0.73,1.36,10.7
Sporopipes_squamifrons,0.5,0.88,8.29
Sporopipes_frontalis,0.48,0.96,8.62
Pseudonigrita_arnaudi,0.67,1.07,8.42
Pseudonigrita_cabanisi,0.57,0.99,8.71
Philetairus_socius,0.66,1.14,9.51
Amblyospiza_albifrons,0.66,1.19,9.81
Quelea_cardinalis,0.46,1.59,8.51
Quelea_erythrops,0.44,1.66,9.19
Quelea_quelea,0.48,1.71,9.24
Euplectes_afer,0.46,0.89,8.16
Euplectes_aureus,0.62,1.08,8.71
Euplectes_gierowii,0.61,1.1,9.01
Euplectes_franciscanus,0.58,1.04,9
Euplectes_ardens,0.57,1.02,8.56
Euplectes_laticauda,0.57,1.14,9.97
Euplectes_diadematus,0.47,0.88,8.05
Euplectes_hordeaceus,0.54,0.98,8.58
Euplectes_nigroventris,0.5,0.9,8.02
Euplectes_orix,0.61,1.1,9.08
Euplectes_capensis,0.55,1.07,9.62
Euplectes_macroura,0.5,0.96,8.77
Euplectes_axillaris,0.5,0.99,9.18
Euplectes_albonotatus,0.48,0.95,9
Euplectes_hartlaubi,0.61,1.15,9.58
Euplectes_jacksoni,0.58,1.11,9.7
Euplectes_psammacromius,0.61,1.15,9.58
Euplectes_progne,0.54,1.1,10.19
Foudia_madagascariensis,0.56,1,9.13
Foudia_aldabrana,0.59,1.14,9.97
Foudia_consobrina,0.59,1.14,9.97
Foudia_eminentissima,0.59,1.14,9.97
Foudia_omissa,0.64,1.06,8.72
Foudia_delloni,0.59,1.14,9.97
Foudia_rubra,0.59,1.14,9.97
Foudia_sechellarum,0.69,1.27,8.24
Foudia_flavicans,0.63,1.05,7.8
Brachycope_anomala,0.54,0.99,9.03
Ploceus_baglafecht,0.66,1.58,7.66
Ploceus_bannermani,0.7,1.6,8.23
Ploceus_batesi,0.69,1.6,7.38
Ploceus_nigrimentus,0.69,1.55,8.01
Ploceus_bertrandi,0.57,1.47,8.94
Ploceus_pelzelni,0.6,1.3,7.92
Ploceus_subpersonatus,0.56,1.37,8.13
Ploceus_luteolus,0.6,1.34,7.26
Ploceus_ocularis,0.64,1.52,7.45
Ploceus_brachypterus,0.48,1.5,11
Ploceus_nigricollis,0.48,1.5,11
Ploceus_alienus,0.69,1.54,7.11
Ploceus_melanogaster,0.69,1.54,7.09
Ploceus_capensis,0.64,1.64,9.35
Ploceus_temporalis,0.65,1.62,9.63
Ploceus_subaureus,0.55,1.4,8.53
Ploceus_xanthops,0.66,1.62,8.83
Ploceus_aurantius,0.64,1.46,8.89
Ploceus_heuglini,0.68,1.55,7.28
Ploceus_bojeri,0.64,1.44,7.64
Ploceus_castaneiceps,0.53,1.27,7.62
Ploceus_princeps,0.7,1.6,8.16
Ploceus_castanops,0.55,1.31,7.76
Ploceus_xanthopterus,0.62,1.44,7.95
Ploceus_burnieri,0.52,1.27,7.67
Ploceus_galbula,0.53,1.31,8.04
Ploceus_taeniopterus,0.52,1.26,7.66
Ploceus_intermedius,0.63,1.46,7.17
Ploceus_velatus,0.63,1.53,8.6
Ploceus_upembae,0.59,1.5,11
Ploceus_katangae,0.59,1.5,11
Ploceus_ruweti,0.64,1.49,8.08
Ploceus_reichardi,0.55,1.37,8.24
Ploceus_vitellinus,0.67,1.47,7.63
Ploceus_spekei,0.62,1.5,8.6
Ploceus_spekeoides,0.56,1.37,8.12
Ploceus_cucullatus,0.66,1.59,10.13
Ploceus_grandis,0.74,1.84,9.3
Ploceus_castaneofuscus,0.59,1.5,11
Ploceus_nigerrimus,0.59,1.5,11
Ploceus_weynsi,0.66,1.56,7.45
Ploceus_golandi,0.69,1.56,7.21
Ploceus_dichrocephalus,0.53,1.27,7.62
Ploceus_melanocephalus,0.64,1.45,7.79
Ploceus_jacksoni,0.55,1.33,7.93
Ploceus_badius,0.61,1.47,10.86
Ploceus_rubiginosus,0.56,1.4,8.39
Ploceus_aureonucha,0.7,1.6,7.34
Ploceus_tricolor,0.67,1.63,7.84
Ploceus_albinucha,0.65,1.54,7.41
Ploceus_nelicourvi,0.62,1.49,9.13
Ploceus_sakalava,0.56,1.33,10.46
Ploceus_hypoxanthus,0.57,1.32,9.96
Ploceus_superciliosus,0.59,1.37,7.82
Ploceus_benghalensis,0.55,1.29,10.35
Ploceus_manyar,0.59,1.36,10.45
Ploceus_philippinus,0.57,1.38,10.79
Ploceus_megarhynchus,0.61,1.49,11.89
Ploceus_bicolor,0.7,1.68,7.89
Ploceus_preussi,0.7,1.65,7.62
Ploceus_dorsomaculatus,0.66,1.53,7.35
Ploceus_olivaceiceps,0.57,1.36,7.98
Ploceus_nicolli,0.7,1.63,7.62
Ploceus_insignis,0.7,1.61,7.37
Ploceus_angolensis,0.67,1.65,9.63
Ploceus_sanctithomae,0.68,1.5,7.61
Ploceus_flavipes,0.73,1.78,8.15
Malimbus_coronatus,0.72,1.3,9.17
Malimbus_cassini,0.67,1.19,8.79
Malimbus_racheliae,0.65,1.13,8.36
Malimbus_ballmanni,0.73,1.38,9.86
Malimbus_scutatus,0.69,1.19,8.57
Malimbus_ibadanensis,0.7,1.25,9.01
Malimbus_nitens,0.7,1.21,9.53
Malimbus_rubricollis,0.67,1.22,9.02
Malimbus_erythrogaster,0.72,1.3,9.17
Malimbus_malimbicus,0.7,1.24,8.77
Anaplectes_leuconotos,0.59,1.14,9.97
Anaplectes_rubriceps,0.59,1.14,9.97
Anaplectes_jubaensis,0.59,1.14,9.97
Lagonosticta_rara,0.66,1.07,6.11
Lagonosticta_rufopicta,0.59,0.93,6.84
Lagonosticta_nitidula,0.56,0.89,6.77
Lagonosticta_senegala,0.61,0.97,6.8
Lagonosticta_sanguinodorsalis,0.63,1.01,7.1
Lagonosticta_umbrinodorsalis,0.5,1,5.83
Lagonosticta_rhodopareia,0.5,1,5.83
Lagonosticta_virata,0.59,0.93,6.97
Lagonosticta_rubricata,0.6,0.95,6.85
Lagonosticta_vinacea,0.59,1,5.83
Lagonosticta_nigricollis,0.59,1,5.83
Lagonosticta_larvata,0.59,1,5.83
Clytospiza_monteiri,0.54,0.92,7.23
Pytilia_lineata,0.52,1.14,9.97
Pytilia_phoenicoptera,0.52,1.14,9.97
Pytilia_afra,0.57,1,8.91
Pytilia_hypogrammica,0.56,0.98,8.56
Pytilia_melba,0.52,0.92,8.07
Hypargos_margaritatus,0.55,0.95,8.85
Hypargos_niveoguttatus,0.51,0.91,8.21
Euschistospiza_dybowskii,0.53,0.91,7.2
Euschistospiza_cinereovinacea,0.56,0.98,8.47
Granatina_granatina,0.59,0.99,8.03
Granatina_ianthinogaster,0.55,0.92,8.13
Uraeginthus_angolensis,0.49,0.84,7.76
Uraeginthus_bengalus,0.49,0.84,7.46
Uraeginthus_cyanocephalus,0.52,0.86,7.57
Spermophaga_poliogenys,0.57,0.98,8.61
Spermophaga_haematina,0.59,1.05,8.08
Spermophaga_ruficapilla,0.61,1.12,9.34
Pyrenestes_ostrinus,0.56,1.02,8.76
Pyrenestes_sanguineus,0.57,1.03,8.99
Pyrenestes_minor,0.51,0.94,8.87
Estrilda_coerulescens,0.62,0.85,7.68
Estrilda_perreini,0.45,0.68,6.48
Estrilda_thomensis,0.6,0.82,7.45
Estrilda_poliopareia,0.57,0.78,7.26
Estrilda_paludicola,0.52,0.77,6.79
Estrilda_melpoda,0.52,0.77,6.81
Estrilda_rhodopyga,0.62,0.82,7.28
Estrilda_rufibarba,0.57,0.8,7.62
Estrilda_troglodytes,0.54,0.8,7.22
Estrilda_astrild,0.52,0.78,7.17
Estrilda_nigriloris,0.57,0.78,7.33
Estrilda_nonnula,0.62,0.82,7.24
Estrilda_atricapilla,0.69,1.05,6.79
Estrilda_kandti,0.65,1.14,9.97
Estrilda_charmosyna,0.56,0.82,7.15
Estrilda_erythronotos,0.55,0.83,7.5
Mandingoa_nitidula,0.48,0.95,7.36
Cryptospiza_reichenovii,0.53,0.9,6.12
Cryptospiza_salvadorii,0.52,0.91,7.87
Cryptospiza_jacksoni,0.54,0.91,6.11
Cryptospiza_shelleyi,0.56,0.96,6.47
Coccopygia_bocagei,0.59,1.14,9.97
Coccopygia_melanotis,0.59,1.14,9.97
Coccopygia_quartinia,0.59,1.14,9.97
Nesocharis_shelleyi,0.6,0.89,7.1
Nesocharis_ansorgei,0.54,0.91,7.68
Nesocharis_capistrata,0.48,0.85,7.91
Nigrita_fusconotus,0.52,0.89,6.13
Nigrita_bicolor,0.65,1.09,7.9
Nigrita_luteifrons,0.65,1.02,7.22
Nigrita_canicapillus,0.55,0.97,7.49
Parmoptila_woodhousei,0.57,0.97,6.52
Parmoptila_rubrifrons,0.62,0.96,6.89
Parmoptila_jamesoni,0.58,0.92,6.8
Amadina_erythrocephala,0.57,1,8.52
Amadina_fasciata,0.56,0.96,8.51
Ortygospiza_atricollis,0.46,0.82,7.46
Amandava_amandava,0.43,0.76,7.33
Amandava_formosa,0.43,0.75,7.25
Amandava_subflava,0.44,0.76,6.87
Paludipasser_locustella,0.45,0.82,7.52
Spermestes_cucullata,0.45,0.79,7.05
Spermestes_bicolor,0.59,1.14,9.97
Spermestes_fringilloides,0.5,0.9,7.98
Odontospiza_griseicapilla,0.51,0.9,7.89
Lepidopygia_nana,0.42,0.75,7.17
Euodice_cantans,0.5,0.87,8.72
Euodice_malabarica,0.47,0.84,8.84
Lonchura_striata,0.47,0.84,7.18
Lonchura_leucogastroides,0.47,0.83,6.78
Lonchura_fuscans,0.48,0.83,6.54
Lonchura_molucca,0.5,0.87,6.92
Lonchura_punctulata,0.39,0.74,6.57
Lonchura_kelaarti,0.48,0.87,7.2
Lonchura_leucogastra,0.47,0.83,6.65
Lonchura_tristissima,0.51,0.84,6.32
Lonchura_leucosticta,0.49,0.87,6.89
Lonchura_quinticolor,0.53,0.91,6.92
Lonchura_malacca,0.45,0.81,6.98
Lonchura_atricapilla,0.48,0.86,6.9
Lonchura_ferruginosa,0.49,0.87,6.86
Lonchura_maja,0.48,0.85,6.7
Lonchura_pallida,0.5,0.89,7.09
Lonchura_grandis,0.46,0.84,6.83
Lonchura_vana,0.5,0.87,6.77
Lonchura_caniceps,0.45,0.79,6.28
Lonchura_nevermanni,0.49,0.86,6.92
Lonchura_spectabilis,0.52,0.9,7.08
Lonchura_forbesi,0.54,0.91,6.83
Lonchura_hunsteini,0.54,0.91,6.8
Lonchura_flaviprymna,0.45,0.8,6.83
Lonchura_castaneothorax,0.46,0.83,7.15
Lonchura_stygia,0.49,0.86,6.93
Lonchura_teerinki,0.54,0.91,6.83
Lonchura_monticola,0.54,0.91,6.91
Lonchura_montana,0.49,0.87,6.83
Lonchura_melaena,0.5,0.89,7.09
Lonchura_fuscata,0.55,0.98,8.21
Lonchura_oryzivora,0.52,0.97,7.87
Heteromunia_pectoralis,0.49,0.88,8.14
Stagonopleura_bella,0.51,0.9,9.37
Stagonopleura_oculata,0.48,0.85,8.85
Stagonopleura_guttata,0.48,0.87,9.09
Oreostruthus_fuliginosus,0.56,0.97,8.58
Emblema_pictum,0.53,0.92,8.25
Neochmia_temporalis,0.47,0.83,7.64
Neochmia_phaeton,0.44,0.78,6.91
Neochmia_evangelinae,0.59,1.14,7.25
Neochmia_ruficauda,0.47,0.83,7.27
Neochmia_modesta,0.48,0.85,7.68
Poephila_personata,0.5,0.89,7.98
Poephila_acuticauda,0.46,0.83,7.68
Poephila_cincta,0.53,0.95,8.48
Taeniopygia_guttata,0.54,0.27,7.08
Taeniopygia_castanotis,0.59,0.16,6
Taeniopygia_bichenovii,0.44,0.23,6.31
Erythrura_hyperythra,0.51,0.89,7.67
Erythrura_prasina,0.48,0.86,7.64
Erythrura_viridifacies,0.57,1.01,8.94
Erythrura_tricolor,0.54,0.92,8.13
Erythrura_coloria,0.63,1.09,9.03
Erythrura_trichroa,0.51,0.9,7.98
Erythrura_papuana,0.66,1.07,8.38
Erythrura_psittacea,0.57,0.95,7.81
Erythrura_cyaneovirens,0.61,1.04,8.18
Erythrura_pealii,0.6,1.02,8.18
Erythrura_kleinschmidti,0.65,1.11,8.16
Chloebia_gouldiae,0.46,0.95,7.01
Vidua_macroura,0.51,0.9,8.29
Vidua_paradisaea,0.56,0.99,8.89
Vidua_obtusa,0.56,0.99,8.92
Vidua_orientalis,0.54,1.14,9.97
Vidua_interjecta,0.54,1.14,9.97
Vidua_hypocherina,0.54,0.89,7.83
Vidua_regia,0.47,0.89,8.55
Vidua_fischeri,0.54,0.9,7.91
Vidua_togoensis,0.55,0.94,8.41
Vidua_wilsoni,0.49,0.87,8.12
Vidua_larvaticola,0.53,0.91,8.13
Vidua_maryae,0.53,0.9,8.12
Vidua_camerunensis,0.53,0.89,7.96
Vidua_nigeriae,0.53,0.89,8.03
Vidua_raricola,0.48,0.86,7.96
Vidua_codringtoni,0.52,0.9,8.24
Vidua_funerea,0.53,0.92,8.44
Vidua_chalybeata,0.54,0.9,7.91
Vidua_purpurascens,0.52,0.91,8.31
Anomalospiza_imberbis,0.52,0.95,8.89
Passer_ammodendri,0.61,1.17,11.59
Passer_domesticus,0.52,1.05,11.97
Passer_italiae,0.48,1,12.56
Passer_hispaniolensis,0.46,0.99,11.08
Passer_pyrrhonotus,0.46,0.98,10.91
Passer_castanopterus,0.62,1.08,11.19
Passer_cinnamomeus,0.46,0.97,10.5
Passer_flaveolus,0.62,1.21,11.94
Passer_moabiticus,0.45,0.95,10.33
Passer_iagoensis,0.55,1.09,11.31
Passer_motitensis,0.54,1.09,11.41
Passer_insularis,0.55,1.06,10.91
Passer_hemileucus,0.56,1.09,11.11
Passer_cordofanicus,0.54,1.02,10.49
Passer_shelleyi,0.55,1.02,10.27
Passer_rufocinctus,0.57,1.07,10.63
Passer_melanurus,0.53,1.08,11.5
Passer_swainsonii,0.57,1.1,11.12
Passer_gongonensis,0.59,1.15,11.41
Passer_suahelicus,0.55,1.02,10.24
Passer_griseus,0.56,1.07,10.78
Passer_diffusus,0.62,1.13,10.65
Passer_simplex,0.59,1.12,10.18
Passer_zarudnyi,0.48,1,12.56
Passer_montanus,0.5,1,11.48
Passer_luteus,0.48,0.92,9.24
Passer_euchlorus,0.5,0.94,9.7
Passer_eminibey,0.52,0.93,9.28
Carpospiza_brachydactyla,0.51,1,9.65
Petronia_petronia,0.56,1.01,8.32
Gymnoris_superciliaris,0.66,1.07,9.04
Gymnoris_dentata,0.55,0.93,8.73
Gymnoris_pyrgita,0.67,1.07,8.84
Gymnoris_xanthocollis,0.62,1.02,8.86
Montifringilla_henrici,0.59,1,9.97
Montifringilla_nivalis,0.59,1,9.97
Montifringilla_adamsi,0.59,1.17,11.12
Onychostruthus_taczanowskii,0.64,1.23,10.87
Pyrgilauda_ruficollis,0.53,1.01,9.61
Pyrgilauda_davidiana,0.46,0.96,9.79
Pyrgilauda_blanfordi,0.57,1.11,10.47
Pyrgilauda_theresae,0.54,1.02,9.75
Hypocryptadius_cinnamomeus,0.68,1.19,8.59
Dendronanthus_indicus,0.53,1,7.88
Anthus_sokokensis,0.58,0.91,5.32
Anthus_brachyurus,0.59,1.03,5.72
Anthus_caffer,0.6,1.05,6.03
Anthus_gustavi,0.47,0.89,6.54
Anthus_trivialis,0.48,0.92,6.51
Anthus_hodgsoni,0.54,1.01,6.8
Anthus_cervinus,0.56,1.03,7.55
Anthus_roseatus,0.54,1.01,6.32
Anthus_rubescens,0.53,0.98,7.16
Anthus_pratensis,0.55,1,7.13
Anthus_spinoletta,0.54,1.01,6.92
Anthus_petrosus,0.54,1,7.25
Anthus_furcatus,0.53,0.96,6.01
Anthus_lutescens,0.56,0.95,5.54
Anthus_peruvianus,0.48,1,6.86
Anthus_chacoensis,0.53,0.98,6.11
Anthus_spragueii,0.51,0.97,6.65
Anthus_hellmayri,0.52,0.95,5.92
Anthus_bogotensis,0.56,0.94,6.36
Anthus_nattereri,0.54,0.96,5.91
Anthus_correndera,0.56,1.05,6.54
Anthus_antarcticus,0.65,1.19,8.18
Anthus_sylvanus,0.57,1.05,6.49
Anthus_nilghiriensis,0.6,1.06,6.02
Anthus_hoeschi,0.56,1.06,6.56
Anthus_crenatus,0.6,1.09,6.74
Anthus_lineiventris,0.65,1.21,6.92
Anthus_richardi,0.57,1.1,7.27
Anthus_rufulus,0.57,1.01,5.96
Anthus_novaeseelandiae,0.58,1.04,6.37
Anthus_nyassae,0.48,1,6.86
Anthus_godlewskii,0.53,1.01,6.78
Anthus_leucophrys,0.63,1.13,6.13
Anthus_berthelotii,0.55,0.96,5.9
Anthus_campestris,0.56,1.04,7.08
Anthus_cinnamomeus,0.48,1,6.86
Anthus_vaalensis,0.63,1.15,6.64
Anthus_similis,0.63,1.05,6.12
Anthus_melindae,0.62,1.11,5.98
Anthus_pallidiventris,0.61,0.98,5.69
Anthus_gutturalis,0.64,1.08,6.29
Madanga_ruficollis,0.65,1.04,7.45
Macronyx_flavicollis,0.69,1.37,9.33
Macronyx_fuelleborni,0.72,1.48,10.06
Macronyx_capensis,0.73,1.47,10.98
