"FD.FRic","FD.FEve","FD.FDiv","FD.FDis","FD.RaoQ","grid_id"
0.131007682654288,0.588853997496279,0.853818466163368,2.27594760895228,5.4390968235559,26
0.115873037751911,0.596254801593145,0.855875117822696,2.28988895943076,5.49393841957501,27
1.4017994082206,0.582407613096491,0.863088466542345,2.26933351678381,5.38558903307261,126
0.876290251402287,0.559970617134791,0.841235377099849,2.28673134383821,5.54250019459442,127
0.0953140019444551,0.570794446076379,0.870104406235827,2.3047357664616,5.54382089831496,128
0.126606891684973,0.591386847723392,0.854514422337215,2.27994410176907,5.46160160174016,129
0.179459168614307,0.565455578955464,0.869174664991187,2.26716356024254,5.35573604390687,228
1.05301161741612,0.568742765157685,0.858524733961028,2.28967904306679,5.51915069721266,229
0.895164675564014,0.568442384699085,0.858040442129278,2.30384456165505,5.59666876027998,230
0.129217201785519,0.582956085059564,0.867557187041517,2.3024259195744,5.53853416367035,231
0.122159901421319,0.554921260950523,0.872056927128051,2.38883947830823,5.94250810182435,232
1.14315147820696,0.588119780661366,0.849450344564272,2.41280463055489,6.09124131405269,234
0.151838909008427,0.571913604115008,0.863667764493452,2.23017461949285,5.20129260319085,330
1.05939541016891,0.566650350290243,0.849113008069817,2.23546523255196,5.29873389673184,331
1.08304142559417,0.568200717859239,0.853716242262801,2.24275102180641,5.32131381177012,332
0.120422224547104,0.557767685662814,0.861251066310456,2.32878334451927,5.69191217567709,333
0.086700315789081,0.506094050286299,0.872600937246939,2.40180519200477,5.98832973394333,334
0.122473206081826,0.560485427906415,0.863219688377982,2.43326312366038,6.15768786364354,335
1.7906635297726,0.568872920262587,0.850929339415083,2.41543614830153,6.13573199238552,336
1.42164965462211,0.559868400880403,0.844425092729618,2.29017608157544,5.55774704647771,432
0.890505251811854,0.588955838462183,0.847109540045493,2.21393324234143,5.20476726412463,433
1.17424190973996,0.59092360303447,0.840670030601105,2.30966381946123,5.67838054320624,434
1.07885595310872,0.610605292784342,0.848372168304156,2.26539937920697,5.44459474917343,435
0.115862067945854,0.550599907119292,0.886332789792591,2.3298577697042,5.60938389977816,436
0.130855821821342,0.571901537477586,0.87710067334868,2.34379111239876,5.69125148607503,437
0.104719479773551,0.563419616268327,0.861883114752328,2.3101780084949,5.57455992083248,438
0.835094802994608,0.535870408333628,0.85162093099087,2.28026557859812,5.47652779332636,439
1.39384846276,0.560813801603989,0.847092540870583,2.29211029592107,5.57116626267279,534
0.88919161754957,0.597322046236776,0.846310549716413,2.22570658796179,5.26342285049212,535
0.818068608258596,0.626725252827284,0.843203880707309,2.21615861007841,5.25168962204795,536
1.08105868612692,0.606082131235749,0.841651225373578,2.24127787792226,5.34446152952288,537
0.151678166962019,0.613357133760893,0.860929836926833,2.24554918457986,5.28777169166217,538
0.166408855646596,0.628992488680447,0.861917606960592,2.27085690589092,5.40370319541856,539
0.140644057539365,0.588869144588732,0.848442383646758,2.22817980601088,5.23971512195125,540
0.115850073647431,0.575488212972748,0.84797497633522,2.21979772512369,5.20642556315799,541
0.737320794605669,0.568746216157614,0.847240983701924,2.26648360596938,5.43999824194036,542
1.4499194163327,0.555284174151612,0.85988732787555,2.2564176324611,5.37194400867892,635
0.829186590641489,0.58762296060049,0.859487216262724,2.21257743972448,5.12862120057131,636
0.548781774663035,0.602930201612633,0.859320178894386,2.14962565726043,4.86396344898584,637
0.718875450680584,0.586506476081642,0.840456669982535,2.19476043237172,5.17212528090095,638
0.752761668948954,0.614378842368809,0.840060138890406,2.19558363328952,5.15241784096436,639
1.02214842223161,0.620930301531154,0.841850997443474,2.27042449304628,5.47815957924933,640
1.1716312507973,0.616118564017588,0.852349239807903,2.25890835904489,5.39563970055927,641
0.128800922210577,0.6018146286692,0.846495820984575,2.22136238005639,5.20729587753982,642
0.117311540953456,0.569398754676183,0.842840204186624,2.21596681084082,5.19118664556875,643
0.0795025536093344,0.529765205495327,0.830282487620864,2.22298595798815,5.27459621154373,644
0.958518698144845,0.553706734437681,0.850743701473642,2.33888559407729,5.73823425837489,645
0.850629903884416,0.557905191826448,0.862535469548208,2.21719429098759,5.1745244110519,737
0.814018770868881,0.602931955963252,0.865665022529239,2.22375088326752,5.17533239421322,738
