"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7"
"Laudakia_papenfussi",0.490393845311342,0.270282202636448,-0.098190240855048,-0.607071260083874,-0.0956838280490248,-0.623802995594314,-0.62163337737864
"Laudakia_sacra",-0.522323065717098,0.377505025283212,-0.426117203180088,0.405008526409873,1.51520523779621,-0.811263989688131,0.863041353461263
"Laudakia_stoliczkana",-0.414237366893618,-0.0786322879687955,-0.0205677341035118,-0.0292013883671265,1.92738203616695,-0.226549591626675,0.53773636067089
"Laudakia_tuberculata",-1.17871149888835,0.36180229370073,-0.970836146764411,0.59066053434042,0.764505885350682,-0.791526029782417,0.751676178007319
"Laudakia_wui",-0.522323065717098,0.377505025283212,-0.426117203180088,0.405008526409873,1.51520523779621,-0.811263989688131,0.863041353461263
"Leiolepis_reevesii",-0.220115916541334,0.332807269666567,-0.742577961323165,-0.336138258917717,-0.958304650963232,-0.704364957463716,-0.682608247989851
"Calotes_paulus",0.391316708165962,0.171316065285142,-0.113900896332784,-0.664045002258148,-0.1482325535221,-0.497012639284753,-0.710806057693389
"Phrynocephalus_alpherakii",0.20824740856361,0.0892969530187251,-0.212366702610974,-0.680582452265496,-0.30876612728007,-0.391993760010777,-0.800028363792868
"Phrynocephalus_axillaris",-0.373130633103503,0.201130978084849,-0.781415954209048,-0.405503256177192,-1.05277606140271,-0.535680578496134,-0.804469690290591
"Phrynocephalus_erythrurus",0.854759735234862,-1.4213073111533,-1.4744165470173,-0.529309552689114,-1.9272902162858,0.0673095883043327,1.07500330700325
"Phrynocephalus_forsythii",1.1607891683592,-1.15795472798987,-1.39674056124553,-0.390579558170164,-1.73834739540685,-0.270059169630832,1.31872619160473
"Phrynocephalus_grumgrzimailoi",0.467850857172312,-0.173465457793817,0.188271454894793,-0.990682680255001,0.157335794633296,-0.0550463298241826,-0.95747878647665
"Phrynocephalus_helioscopus",0.219501668166844,0.161968588174949,-0.252879507660509,-0.620057346299187,-0.341439796640296,-0.485133380498689,-0.743880115795288
"Phrynocephalus_melanurus",-0.296623274822418,0.266969123875708,-0.761996957766106,-0.370820757547455,-1.00554035618297,-0.620022767979925,-0.743538969140221
"Phrynocephalus_mystaceus",-0.0671011999791654,0.464483561248285,-0.703739968437282,-0.266773261658242,-0.863833240523756,-0.873049336431299,-0.560746805689111
"Phrynocephalus_nasatus",-1.26362867872365,-0.238376654943778,-0.629454335055999,0.0883570791370494,1.04365423440943,-0.0223017638395256,0.289178603381906
"Phrynocephalus_przewalskii",0.767204951698502,-0.465007406568677,0.642368415078723,-1.33818634845766,0.687601856053379,0.318812594527796,-1.1304569763911
"Phrynocephalus_putjatai",1.65748754637013,-1.8288228199274,-0.51443863613493,-1.13183022608179,-0.740796212859665,0.59011493171818,0.891528850242009
"Phrynocephalus_theobaldi",1.55547773532869,-1.91660701431521,-0.540330631392185,-1.17807355758811,-0.803777153152648,0.702571184363235,0.810287888708182
"Phrynocephalus_versicolor",0.830961083599406,-0.410142285076294,0.658550912114508,-1.30928426626621,0.726964943736494,0.248527436624637,-1.07968137543246
"Phrynocephalus_vlangalii",1.75949735741158,-1.74103862553958,-0.488546640877675,-1.08558689457547,-0.677815272566681,0.477658679073124,0.972769811775835
"Physignathus_cocincinus",1.7840162488451,-1.04500105897296,0.0113282454196197,4.34519128055342,0.793318850616207,-0.902010390942793,-1.76496306040273
"Pseudocalotes_austeniana",0.768199134439583,0.473640198846277,-0.00309256059536886,-0.512554637367286,0.0982946047272967,-0.884290892549595,-0.427137030210613
"Pseudocalotes_brevipes",-1.11544618812253,0.561311053378508,0.779034461230094,0.66190445999833,-1.32570417935307,0.279802422974738,0.245544033154767
"Pseudocalotes_kakhienensis",-0.860421660518913,0.780771539348038,0.843764449373232,0.777512788764121,-1.16825182862061,-0.00133820863789935,0.448646436989334
"Pseudocalotes_kingdonwardi",-0.637574924273807,0.423391444782319,1.27844241311422,0.395326621931729,-0.685221472420267,0.45686290519787,0.214737525924515
"Pseudocalotes_microlepis",-0.637574924273807,0.423391444782319,1.27844241311422,0.395326621931729,-0.685221472420267,0.45686290519787,0.214737525924515
"Ptyctolaemus_gularis",-0.171855435989154,1.37331485146577,1.0185354173597,1.08965527643176,-0.743130481642975,-0.760417913992021,0.997022927342663
"Trapelus_sanguinolentus",0.605369922385757,0.943853294094722,1.97204032942776,0.475573770162502,0.427618286709913,-0.20949850741691,0.793238230197962
"Dopasia_gracilis",2.53057585683708,4.25426373222891,-2.7184356315509,0.297376398507019,0.505117516660293,3.34986554614406,-0.435604862444527
"Dopasia_hainanensis",3.77412015431276,5.87354162111942,-2.78091616346885,1.34431045574271,0.927438177171585,1.27510580053562,0.966142870669046
"Dopasia_harti",1.98894846108746,4.33731821933271,-3.23402608047082,0.535052154382171,-0.174728277955626,3.24309022182408,-0.455573956172917
"Dibamus_bogadeki",2.76774866750844,4.45836198418057,-2.65823674257779,0.404892144259207,0.651548202841479,3.0884047587443,-0.24671962687838
"Dibamus_bourreti",2.41738966746153,4.70601183576152,-3.12527970039034,0.729274146708704,0.0897916712749038,2.77077396071485,-0.114361917730845
"Goniurosaurus_araneus",-1.46210103070326,-0.195735385511313,-0.826790888883522,0.186191479712652,0.786854669361146,-0.0770744596467088,0.291005837647292
"Goniurosaurus_bawanglingensis",-1.81627281789738,-0.186848921223096,-1.13266111712226,0.301639712425941,0.370875008519535,-0.0886744507508236,0.243920168420903
"Goniurosaurus_hainanensis",-1.81627281789738,-0.186848921223096,-1.13266111712226,0.301639712425941,0.370875008519535,-0.0886744507508236,0.243920168420903
"Goniurosaurus_kadoorieorum",-1.4605652985,-0.146840843518012,-0.859157288947501,0.228748022714376,0.757876902807672,-0.139743738701555,0.327867241506178
"Goniurosaurus_kwangsiensis",-1.48919735773261,-0.218179121822459,-0.834270173988704,0.174677082626946,0.769575635811326,-0.048323433554168,0.270080906564671
"Goniurosaurus_liboensis",-1.81627281789738,-0.186848921223096,-1.13266111712226,0.301639712425941,0.370875008519535,-0.0886744507508236,0.243920168420903
"Goniurosaurus_lichtenfelderi",-1.46591381785047,-0.434498772804049,-0.665618159309698,-0.0227422900235563,0.93263154008611,0.228956347278627,0.111562459273368
"Goniurosaurus_luii",-1.4888660253348,-0.454250216541307,-0.671443858242581,-0.0331470396124776,0.918460828520189,0.254259004123765,0.0932832429282571
"Goniurosaurus_sinensis",0.364985675005844,0.187949239684023,-0.147638743718505,-0.64140744869314,-0.189206271944124,-0.51834767817472,-0.702341175068828
"Goniurosaurus_yingdeensis",-1.46591381785047,-0.434498772804049,-0.665618159309698,-0.0227422900235563,0.93263154008611,0.228956347278627,0.111562459273368
"Goniurosaurus_zhelongi",-1.56090238754417,-0.250270257043721,-0.872861125700113,0.16822984453425,0.706675870793017,-0.00723336026530691,0.235159799279562
"Goniurosaurus_zhoui",-1.61779604483716,-0.327141430860496,-0.868083415008918,0.117878789839767,0.689107517505772,0.0912619453714055,0.168940130808828
"Alsophylax_pipiens",-1.24306708160537,-0.791878867369768,-0.230940195568711,-0.404928456855949,1.41566189628646,0.687157461114397,-0.12234645179145
"Alsophylax_przewalskii",-1.88002894979829,-0.241714042715478,-1.14884361415804,0.272737630234493,0.33151192083642,-0.0183892928476642,0.193144567462262
"Altiphylax_stoliczkai",-1.57709787985325,-0.362343222919879,-0.809400664685283,0.0745363459315753,0.758409515346706,0.136405673841627,0.148745038899052
"Cyrtodactylus_cayuensis",-1.36748586615148,-0.10434862629869,-0.809637847881075,0.23785192710781,0.83900100348414,-0.194152652112787,0.373823509080518
"Cyrtodactylus_tibetanus",0.155745536265941,0.107103466682566,-0.269062004696294,-0.648959428490635,-0.380802884323411,-0.414848222595529,-0.79465571675393
"Cyrtodactylus_wayakonei",-1.61420796496401,-0.32967765070336,-0.863300356955329,0.114556744354867,0.694860551691428,0.0945148507437467,0.16758463535364
"Cyrtodactylus_zhaoermii",-0.575909199562016,0.535299233319764,-0.580118182666286,0.560138872749616,1.35385241266193,-1.01354720456841,0.973118454726016
"Cyrtopodion_medogense",-1.61942978541355,-0.325986627897787,-0.870261258395259,0.119391398448601,0.686488020248525,0.0897808179478669,0.169557321062265
"Gehyra_mutilata",-1.30671458382524,0.396715688901361,0.73048697012274,0.575198213423986,-1.44379344240242,0.490657896684216,0.0932172302788428
"Gekko_adleri",-1.2893145072133,0.0111810869927803,-0.823025481166721,0.315753307245534,0.856906199289162,-0.342185625738376,0.47223217354343
"Gekko_auriverrucosus",-1.64524769089076,-0.363803682370289,-0.866073315595461,0.0939612290324729,0.680360966912252,0.138237229313703,0.137309766472322
"Gekko_chinensis",-0.892599451877422,0.203930958812789,1.21371242497108,0.279718293165937,-0.842673823152726,0.738003536810507,0.0116351220899493
"Gekko_gecko",-0.892599451877422,0.203930958812789,1.21371242497108,0.279718293165937,-0.842673823152726,0.738003536810507,0.0116351220899493
"Gekko_guishanicus",-1.64140488145268,-0.359024137403817,-0.866111911744006,0.0969990542881942,0.681807159017041,0.132113362454795,0.141473383166698
"Gekko_hokouensis",-0.542240451830509,-0.0437188927681643,1.68075538278364,-0.04466370928356,-0.280917291586151,1.05563433483996,-0.120722587057586
"Gekko_japonicus",-1.11555481780356,-0.682148624385003,-0.198575201497141,-0.347124292473054,1.49438807165269,0.546587145308078,-0.0207952498741671
"Gekko_kikuchii",-0.542240451830509,-0.0437188927681643,1.68075538278364,-0.04466370928356,-0.280917291586151,1.05563433483996,-0.120722587057586
"Gekko_kwangsiensis",-1.47951962192083,-0.225019790499749,-0.821369354092945,0.165716892303926,0.785092666349479,-0.0395497273025714,0.266424876773482
"Gekko_liboensis",-1.81627281789738,-0.186848921223096,-1.13266111712226,0.301639712425941,0.370875008519535,-0.0886744507508236,0.243920168420903
"Gekko_melli",-0.898975065067512,0.198444446663551,1.2120941752675,0.276828084946792,-0.846610131921038,0.745032052600824,0.00655756199408525
"Gekko_reevesii",-0.898975065067512,0.198444446663551,1.2120941752675,0.276828084946792,-0.846610131921038,0.745032052600824,0.00655756199408525
"Gekko_scabridus",-1.82264843108748,-0.192335433372334,-1.13427936682583,0.298749504206796,0.366938699751224,-0.0816459349605075,0.238842608325039
"Gekko_similignum",-1.54235227932103,-0.31816869663599,-0.810410112422489,0.102847548219518,0.770882172262379,0.0798059131242989,0.187109873975679
"Gekko_subpalmatus",-0.892599451877422,0.203930958812789,1.21371242497108,0.279718293165937,-0.842673823152726,0.738003536810507,0.0116351220899493
"Gekko_swinhonis",-1.24295845192434,0.451580810393743,0.746669467158525,0.604100295615434,-1.4044303547193,0.420372738781056,0.143992831237484
"Gekko_taibaiensis",-1.82264843108748,-0.192335433372334,-1.13427936682583,0.298749504206796,0.366938699751224,-0.0816459349605075,0.238842608325039
"Gekko_wenxianensis",-1.47228943104056,-0.439985284953288,-0.667236409013277,-0.0256324982427011,0.928695231317799,0.235984863068943,0.106484899177504
"Hemidactylus_aquilonius",-1.60772505849623,-0.334260067094388,-0.854658375982872,0.108554506132273,0.705255075740542,0.100392167309429,0.165135539858509
"Hemidactylus_bowringii",-0.892599451877422,0.203930958812789,1.21371242497108,0.279718293165937,-0.842673823152726,0.738003536810507,0.0116351220899493
"Hemidactylus_brookii",-0.191881451783596,-0.291368744349118,2.1477983405962,-0.369045711733057,0.280839239980424,1.37326513286941,-0.253080296205121
"Hemidactylus_frenatus",0.158477548263318,-0.539018595930071,2.61484129840875,-0.693427714182554,0.842595771546999,1.69089593089886,-0.385438005352656
"Hemidactylus_garnotii",-0.191881451783596,-0.291368744349118,2.1477983405962,-0.369045711733057,0.280839239980424,1.37326513286941,-0.253080296205121
"Hemidactylus_platyurus",-0.191881451783596,-0.291368744349118,2.1477983405962,-0.369045711733057,0.280839239980424,1.37326513286941,-0.253080296205121
"Hemidactylus_stejnegeri",-0.605996583731412,-0.0985840142605467,1.66457288574785,-0.0735657914750079,-0.320280379269266,1.12591949274312,-0.171498188016227
"Hemiphyllodactylus_changningensis",-1.6053107771487,-0.335966592165278,-0.851440039643877,0.106319229122448,0.709126071821236,0.102580922588964,0.164223478948544
"Hemiphyllodactylus_dushanensis",0.129094387726218,0.0262163451284311,-0.235923534762672,-0.712034553586998,-0.360802079952092,-0.311187590198541,-0.859294789065994
"Hemiphyllodactylus_hongkongensis",0.0777991097400824,-0.0100091492656384,-0.254394099139617,-0.728321989156954,-0.397451714197311,-0.264786242858273,-0.894216049367929
"Hemiphyllodactylus_huishuiensis",-1.60634434228836,-0.335236020798759,-0.852817824487009,0.107276161667696,0.707468880289331,0.101643906214097,0.164613936491013
"Hemiphyllodactylus_jinpingensis",-1.61111454227875,-0.390822526378004,-0.818581172531512,0.059814151735515,0.736908371651356,0.17288863985338,0.122248576831188
"Hemiphyllodactylus_longlingensis",-1.60042049592888,-0.382572782464463,-0.81521065213865,0.0638234562232284,0.744110360359304,0.162320932350294,0.130051445062342
"Hemiphyllodactylus_typus",-1.57238601426256,-0.35923932853283,-0.807549976475637,0.0758356379666578,0.761916782489705,0.132430073628484,0.151785247907663
"Hemiphyllodactylus_yunnanensis",-1.02011171567923,0.0942007158280243,1.18134743089951,0.221914128783041,-0.921399998518955,0.878573852616826,-0.0899160798273339
"Lepidodactylus_lugubris",-1.24295845192434,0.451580810393743,0.746669467158525,0.604100295615434,-1.4044303547193,0.420372738781056,0.143992831237484
"Lepidodactylus_yami",-1.24295845192434,0.451580810393743,0.746669467158525,0.604100295615434,-1.4044303547193,0.420372738781056,0.143992831237484
"Mediodactylus_russowii",-0.605996583731412,-0.0985840142605467,1.66457288574785,-0.0735657914750079,-0.320280379269266,1.12591949274312,-0.171498188016227
"Ptychozoon_bannaense",-1.44644773572399,-0.232883901151627,-0.787964327094553,0.148746934047676,0.828361008587696,-0.0294503721186038,0.265552034421949
"Tenuidactylus_dadunensis",-1.58062677823739,-0.366164212432033,-0.809756401391585,0.0722465777263807,0.75672407917412,0.141301105881128,0.145347138394715
"Tenuidactylus_elongatus",-0.0992789913376739,-0.112357019286964,-0.333791992839432,-0.764567757256426,-0.538255235055869,-0.133707590982892,-0.997758120588496
"Eremias_argus",1.49342540455269,-0.938361061133631,1.58292732951815,-1.97538952048007,1.82686015425977,0.925960127425434,-1.37486215430271
"Eremias_arguta",1.5893593278121,-0.306655359105999,1.22916185095609,-1.44869294269044,1.540645236475,0.116333224073867,-0.887075238444685
"Eremias_brenchleyi",0.506104536312854,-0.140546384898387,0.197980953116264,-0.973341430940132,0.180953647243164,-0.0972174245660785,-0.927013425901465
"Eremias_buechneri",1.51423772715531,-1.86747050278771,-0.609066668379045,-1.12230502959322,-0.88247268044389,0.639566419413267,0.840839676656697
"Eremias_grammica",0.44234840441195,-0.19541150639077,0.181798456080479,-1.00224351313158,0.14159055956005,-0.026932266662919,-0.977789026860106
"Eremias_kokshaaliensis",0.443365923621736,0.125696536845253,-0.0384381478198923,-0.720003667912172,-0.0592244389074161,-0.438509335195904,-0.737082955792328
"Eremias_multiocellata",1.6829899991305,-1.80687677133044,-0.507965637320616,-1.12026939320521,-0.725050977786419,0.562000868556916,0.911839090625466
"Eremias_przewalskii",2.05247583874768,-2.03806708646368,-0.0360679303973237,-1.43598077099728,-0.151485519914909,0.858546119215419,0.794714061765523
"Eremias_quadrifrons",0.546037425683192,0.211557724532861,-0.0106620544687685,-0.675653507013147,0.00573289629815095,-0.54850039731952,-0.657182169866419
"Eremias_roborowskii",0.208037799664503,0.0825866840076772,-0.207923772694685,-0.686423247436387,-0.30478789155832,-0.383393050453335,-0.805087034164552
"Eremias_stummeri",1.64770865894828,-1.76195212033296,-0.568758524787004,-1.07001773406383,-0.794192531402019,0.504398152559514,0.940139828523102
"Eremias_velox",1.20682253640668,-0.635846088060295,1.13206686874138,-1.62210543583913,1.30446671037631,0.538044171492823,-1.19172884419653
"Eremias_vermiculata",0.187323876808336,-0.4148719923603,0.117068467937341,-1.11785184189737,-0.0158617911724087,0.254208364949718,-1.18089143069467
