taxa	binomial	name	count	result.accepted_id	result.authority	result.synonym	result.syn_authority
AVES_PASSERIFORMES_PELLORNEIDAE_Rimator_malacoptilus	Rimator malacoptilus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_HIRUNDINIDAE_Riparia_chinensis	Riparia chinensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_HIRUNDINIDAE_Riparia_diluta	Riparia diluta	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_HIRUNDINIDAE_Riparia_riparia	Riparia riparia	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_ROSTRATULIDAE_Rostratula_benghalensis	Rostratula benghalensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PYCNONOTIDAE_Rubigula_flaviventris	Rubigula flaviventris	Rubigula flaviventris	1	103826151	(Tickell, 1833)	Pycnonotus_flaviventris	(Tickell, 1833)
AVES_ACCIPITRIFORMES_ACCIPITRIDAE_Sarcogyps_calvus	Sarcogyps calvus	NA	NA	NA	NA	NA	NA
AVES_ANSERIFORMES_ANATIDAE_Sarkidiornis_melanotos	Sarkidiornis melanotos	NA	NA	NA	NA	NA	NA
AVES_PICIFORMES_PICIDAE_Sasia_ochracea	Sasia ochracea	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_caprata	Saxicola caprata	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_ferreus	Saxicola ferreus	Saxicola ferreus	2	22710218	Gray, 1846	Saxicola_ferrea	— BirdLife International (2004)
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_ferreus	Saxicola ferreus	Saxicola ferreus	2	22710218	Gray, 1846	Saxicola_ferrea	— Sibley and Monroe (1990, 1993)
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_insignis	Saxicola insignis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_jerdoni	Saxicola jerdoni	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Saxicola_torquatus	Saxicola torquatus	Saxicola torquatus	1	22710184	(Linnaeus, 1766)	Saxicola_torquata	 (Linnaeus, 1766)
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_brunneus	Schoeniparus brunneus	Schoeniparus brunneus	1	22716624	(Gould, 1863)	Alcippe_brunnea	Gould, 1863
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_castaneceps	Schoeniparus castaneceps	Schoeniparus castaneceps	1	22735177	(Hodgson, 1837)	Alcippe_castaneceps	(Hodgson, 1837)
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_cinereus	Schoeniparus cinereus	Schoeniparus cinereus	1	22716593	(Blyth, 1847)	Alcippe_cinerea	(Blyth, 1847)
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_dubius	Schoeniparus dubius	Schoeniparus dubius	1	22716627	(Hume, 1874)	Alcippe_dubia	(Hume, 1874)
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_rufogularis	Schoeniparus rufogularis	Schoeniparus rufogularis	1	22716621	(Mandelli, 1873)	Alcippe_rufogularis	(Mandelli, 1873)
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_variegaticeps	Schoeniparus variegaticeps	Schoeniparus variegaticeps	2	22716588	(Yen, 1932)	Alcippe_variegaticeps	Yen, 1932
AVES_PASSERIFORMES_PELLORNEIDAE_Schoeniparus_variegaticeps	Schoeniparus variegaticeps	Schoeniparus variegaticeps	2	22716588	(Yen, 1932)	Pseudominla_variegaticeps	(Yen, 1932)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Scolopax_rusticola	Scolopax rusticola	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_EURYLAIMIDAE_Serilophus_lunatus	Serilophus lunatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_FRINGILLIDAE_Serinus_pusillus	Serinus pusillus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Sibia_morrisoniana	Sibia morrisoniana	Sibia morrisoniana	1	22716572	(Ogilvie-Grant, 1906)	Actinodura_morrisoniana	Ogilvie-Grant, 1906
AVES_PASSERIFORMES_LEIOTRICHIDAE_Sibia_nipalensis	Sibia nipalensis	Sibia nipalensis	1	22716563	(Hodgson, 1836)	Actinodura_nipalensis	(Hodgson, 1836)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Sibia_souliei	Sibia souliei	Sibia souliei	1	22716569	(Oustalet, 1897)	Actinodura_souliei	Oustalet, 1897
AVES_PASSERIFORMES_LEIOTRICHIDAE_Sibia_waldeni	Sibia waldeni	Sibia waldeni	1	22716566	(Godwin-Austen, 1874)	Actinodura_waldeni	Godwin-Austen, 1874
AVES_ANSERIFORMES_ANATIDAE_Sibirionetta_formosa	Sibirionetta formosa	Sibirionetta formosa	1	22680317	(Georgi, 1775)	Anas_formosa	Georgi, 1775
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_alphonsiana	Sinosuthora alphonsiana	Sinosuthora alphonsiana	1	22716810	(Verreaux, 1870)	Paradoxornis_alphonsianus	(Verreaux, 1870)
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_brunnea	Sinosuthora brunnea	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_conspicillata	Sinosuthora conspicillata	Sinosuthora conspicillata	1	22716801	(David, 1871)	Paradoxornis_conspicillatus	(David, 1871)
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_przewalskii	Sinosuthora przewalskii	Sinosuthora przewalskii	1	22716818	(Berezowski & Bianchi, 1891)	Paradoxornis_przewalskii	(Berezowski & Bianchi, 1891)
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_ricketti	Sinosuthora ricketti	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_webbiana	Sinosuthora webbiana	Sinosuthora webbiana	1	22716804	(Gould, 1852)	Paradoxornis_webbianus	(Gould, 1852)
AVES_PASSERIFORMES_SYLVIIDAE_Sinosuthora_zappeyi	Sinosuthora zappeyi	Sinosuthora zappeyi	1	22716813	(Thayer & Bangs, 1912)	Paradoxornis_zappeyi	(Thayer & Bangs, 1912)
AVES_PASSERIFORMES_SITTIDAE_Sitta_cinnamoventris	Sitta cinnamoventris	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_europaea	Sitta europaea	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_formosa	Sitta formosa	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_frontalis	Sitta frontalis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_himalayensis	Sitta himalayensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_magna	Sitta magna	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_nagaensis	Sitta nagaensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_przewalskii	Sitta przewalskii	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_solangiae	Sitta solangiae	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_villosa	Sitta villosa	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Sitta_yunnanensis	Sitta yunnanensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PARIDAE_Sittiparus_castaneoventris	Sittiparus castaneoventris	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PARIDAE_Sittiparus_varius	Sittiparus varius	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Siva_cyanouroptera	Siva cyanouroptera	Siva cyanouroptera	1	22716576	Hodgson, 1837	Minla_cyanouroptera	(Hodgson, 1838)
AVES_ANSERIFORMES_ANATIDAE_Spatula_clypeata	Spatula clypeata	Spatula clypeata	1	22680247	(Linnaeus, 1758)	Anas_clypeata	Linnaeus, 1758
AVES_ANSERIFORMES_ANATIDAE_Spatula_querquedula	Spatula querquedula	Spatula querquedula	1	22680313	(Linnaeus, 1758)	Anas_querquedula	Linnaeus, 1758
AVES_PASSERIFORMES_TIMALIIDAE_Spelaeornis_reptatus	Spelaeornis reptatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_TIMALIIDAE_Spelaeornis_troglodytoides	Spelaeornis troglodytoides	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_chinensis	Spilopelia chinensis	Spilopelia chinensis	1	60482887	(Scopoli, 1786)	Stigmatopelia_chinensis	(Scopoli, 1786)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Stigmatopelia_senegalensis	(Linnaeus, 1766)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	AERC TAC (2003)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	BirdLife International (2004)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	Christidis and Boles (1994)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	Cramp and Simmons (1977-1994)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	Dowsett and Forbes-Watson (1993)
AVES_COLUMBIFORMES_COLUMBIDAE_Spilopelia_senegalensis	Spilopelia senegalensis	Spilopelia senegalensis	7	22690445	(Linnaeus, 1766)	Streptopelia_senegalensis	Sibley and Monroe (1990, 1993)
AVES_ACCIPITRIFORMES_ACCIPITRIDAE_Spilornis_cheela	Spilornis cheela	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_FRINGILLIDAE_Spinus_spinus	Spinus spinus	Spinus spinus	1	22720354	(Linnaeus, 1758)	Carduelis_spinus	(Linnaeus, 1758)
AVES_PASSERIFORMES_FRINGILLIDAE_Spinus_thibetanus	Spinus thibetanus	Spinus thibetanus	1	22720069	(Hume, 1872)	Serinus_thibetanus	(Hume, 1872)
AVES_PASSERIFORMES_PYCNONOTIDAE_Spizixos_canifrons	Spizixos canifrons	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PYCNONOTIDAE_Spizixos_semitorques	Spizixos semitorques	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_STURNIDAE_Spodiopsar_cineraceus	Spodiopsar cineraceus	Spodiopsar cineraceus	1	22710896	(Temminck, 1835)	Sturnus_cineraceus	Temminck, 1835
AVES_PASSERIFORMES_STURNIDAE_Spodiopsar_sericeus	Spodiopsar sericeus	Spodiopsar sericeus	1	22710867	(Gmelin, 1789)	Sturnus_sericeus	Gmelin, 1788
AVES_PASSERIFORMES_TIMALIIDAE_Stachyris_nigriceps	Stachyris nigriceps	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_TIMALIIDAE_Stachyris_nonggangensis	Stachyris nonggangensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_TIMALIIDAE_Stachyris_roberti	Stachyris roberti	Stachyris roberti	1	22734558	(Godwin-Austen &amp; Walden, 1875)	Sphenocichla_roberti	Godwin-Austen & Walden, 1875
AVES_PASSERIFORMES_TIMALIIDAE_Stachyris_strialata	Stachyris strialata	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Streptopelia_decaocto	Streptopelia decaocto	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Streptopelia_orientalis	Streptopelia orientalis	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Streptopelia_tranquebarica	Streptopelia tranquebarica	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Streptopelia_turtur	Streptopelia turtur	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Strix_aluco	Strix aluco	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Strix_leptogrammica	Strix leptogrammica	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Strix_nebulosa	Strix nebulosa	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Strix_nivicolum	Strix nivicolum	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Strix_uralensis	Strix uralensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_STURNIDAE_Sturnia_malabarica	Sturnia malabarica	Sturnia malabarica	1	22710858	(Gmelin, 1789)	Sturnus_malabaricus	(Gmelin, 1789)
AVES_PASSERIFORMES_STURNIDAE_Sturnia_pagodarum	Sturnia pagodarum	Sturnia pagodarum	1	22710864	(Gmelin, 1789)	Sturnus_pagodarum	(Gmelin, 1789)
AVES_PASSERIFORMES_STURNIDAE_Sturnia_sinensis	Sturnia sinensis	Sturnia sinensis	1	22710877	(Gmelin, 1788)	Sturnus_sinensis	(Gmelin, 1788)
AVES_PASSERIFORMES_STURNIDAE_Sturnus_vulgaris	Sturnus vulgaris	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Surnia_ulula	Surnia ulula	NA	NA	NA	NA	NA	NA
AVES_CUCULIFORMES_CUCULIDAE_Surniculus_dicruroides	Surniculus dicruroides	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Suthora_fulvifrons	Suthora fulvifrons	Suthora fulvifrons	1	22716823	(Hodgson, 1845)	Paradoxornis_fulvifrons	(Hodgson, 1845)
AVES_PASSERIFORMES_SYLVIIDAE_Suthora_nipalensis	Suthora nipalensis	Suthora nipalensis	1	22716826	(Hodgson, 1837)	Paradoxornis_nipalensis	(Hodgson, 1837)
AVES_PASSERIFORMES_SYLVIIDAE_Suthora_verreauxi	Suthora verreauxi	Suthora verreauxi	1	22716829	Sharpe, 1883	Paradoxornis_verreauxi	(Sharpe, 1883)
AVES_PASSERIFORMES_SYLVIIDAE_Sylvia_communis	Sylvia communis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Sylvia_curruca	Sylvia curruca	Sylvia curruca	2	22734992	(Linnaeus, 1758)	Sylvia_althaea	Hume, 1878
AVES_PASSERIFORMES_SYLVIIDAE_Sylvia_curruca	Sylvia curruca	Sylvia curruca	2	22734992	(Linnaeus, 1758)	Sylvia_minula	Hume, 1873
AVES_PASSERIFORMES_SYLVIIDAE_Sylvia_nana	Sylvia nana	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Sylvia_nisoria	Sylvia nisoria	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PARIDAE_Sylviparus_modestus	Sylviparus modestus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Synoicus_chinensis	Synoicus chinensis	Synoicus chinensis	1	22678979	(Linnaeus, 1766)	Coturnix_chinensis_old	(Linnaeus, 1766)
AVES_GALLIFORMES_PHASIANIDAE_Syrmaticus_ellioti	Syrmaticus ellioti	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Syrmaticus_humiae	Syrmaticus humiae	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Syrmaticus_mikado	Syrmaticus mikado	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Syrmaticus_reevesii	Syrmaticus reevesii	NA	NA	NA	NA	NA	NA
AVES_PTEROCLIFORMES_PTEROCLIDAE_Syrrhaptes_paradoxus	Syrrhaptes paradoxus	NA	NA	NA	NA	NA	NA
AVES_PTEROCLIFORMES_PTEROCLIDAE_Syrrhaptes_tibetanus	Syrrhaptes tibetanus	NA	NA	NA	NA	NA	NA
AVES_PODICIPEDIFORMES_PODICIPEDIDAE_Tachybaptus_ruficollis	Tachybaptus ruficollis	NA	NA	NA	NA	NA	NA
AVES_ANSERIFORMES_ANATIDAE_Tadorna_ferruginea	Tadorna ferruginea	NA	NA	NA	NA	NA	NA
AVES_ANSERIFORMES_ANATIDAE_Tadorna_tadorna	Tadorna tadorna	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_chrysaeus	Tarsiger chrysaeus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_cyanurus	Tarsiger cyanurus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_hyperythrus	Tarsiger hyperythrus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_indicus	Tarsiger indicus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_johnstoniae	Tarsiger johnstoniae	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Tarsiger_rufilatus	Tarsiger rufilatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_CORVIDAE_Temnurus_temnurus	Temnurus temnurus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_VANGIDAE_Tephrodornis_virgatus	Tephrodornis virgatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MONARCHIDAE_Terpsiphone_affinis	Terpsiphone affinis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MONARCHIDAE_Terpsiphone_atrocaudata	Terpsiphone atrocaudata	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MONARCHIDAE_Terpsiphone_incei	Terpsiphone incei	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SCOTOCERCIDAE_Tesia_cyaniventer	Tesia cyaniventer	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SCOTOCERCIDAE_Tesia_olivea	Tesia olivea	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetrao_urogalloides	Tetrao urogalloides	Tetrao urogalloides	1	22679491	Middendorff, 1851	Tetrao_parvirostris	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetrao_urogallus	Tetrao urogallus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetraogallus_altaicus	Tetraogallus altaicus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetraogallus_himalayensis	Tetraogallus himalayensis	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetraogallus_tibetanus	Tetraogallus tibetanus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetraophasis_obscurus	Tetraophasis obscurus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tetraophasis_szechenyii	Tetraophasis szechenyii	NA	NA	NA	NA	NA	NA
AVES_OTIDIFORMES_OTIDIDAE_Tetrax_tetrax	Tetrax tetrax	NA	NA	NA	NA	NA	NA
AVES_PELECANIFORMES_THRESKIORNITHIDAE_Threskiornis_melanocephalus	Threskiornis melanocephalus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SITTIDAE_Tichodroma_muraria	Tichodroma muraria	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SCOTOCERCIDAE_Tickellia_hodgsoni	Tickellia hodgsoni	Tickellia hodgsoni	1	22715445	(Moore, 1854)	Abroscopus_hodgsoni_hodgsoni	Collar and Andrew (1988)
AVES_PASSERIFORMES_TIMALIIDAE_Timalia_pileata	Timalia pileata	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tragopan_blythii	Tragopan blythii	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tragopan_caboti	Tragopan caboti	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tragopan_satyra	Tragopan satyra	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tragopan_temminckii	Tragopan temminckii	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_apicauda	Treron apicauda	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_curvirostra	Treron curvirostra	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_formosae	Treron formosae	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_phayrei	Treron phayrei	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_phoenicopterus	Treron phoenicopterus	Treron phoenicopterus	2	22691203	(Latham, 1790)	Treron_phoenicoptera_	BirdLife International (2004)
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_phoenicopterus	Treron phoenicopterus	Treron phoenicopterus	2	22691203	(Latham, 1790)	Treron_phoenicoptera_	Sibley and Monroe (1990, 1993)
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_sieboldii	Treron sieboldii	NA	NA	NA	NA	NA	NA
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_sphenurus	Treron sphenurus	Treron sphenurus	2	22691274	(Vigors, 1832)	Treron_sphenura_	BirdLife International (2004)
AVES_COLUMBIFORMES_COLUMBIDAE_Treron_sphenurus	Treron sphenurus	Treron sphenurus	2	22691274	(Vigors, 1832)	Treron_sphenura_	Sibley and Monroe (1990, 1993)
AVES_PASSERIFORMES_PELLORNEIDAE_Trichastoma_tickelli	Trichastoma tickelli	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_brevipes	Tringa brevipes	Tringa brevipes	5	22693289	(Vieillot, 1816)	Heteroscelus_brevipes	(Vieillot, 1816)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_brevipes	Tringa brevipes	Tringa brevipes	5	22693289	(Vieillot, 1816)	Tringa_brevipes	AOU checklist (1998 + supplements)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_brevipes	Tringa brevipes	Tringa brevipes	5	22693289	(Vieillot, 1816)	Tringa_brevipes	Christidis and Boles (2008)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_brevipes	Tringa brevipes	Tringa brevipes	5	22693289	(Vieillot, 1816)	Tringa_brevipes	Sibley and Monroe (1990, 1993)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_brevipes	Tringa brevipes	Tringa brevipes	5	22693289	(Vieillot, 1816)	Tringa_brevipes	Turbott (1990)
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_erythropus	Tringa erythropus	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_glareola	Tringa glareola	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_nebularia	Tringa nebularia	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_ochropus	Tringa ochropus	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_stagnatilis	Tringa stagnatilis	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Tringa_totanus	Tringa totanus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_affine	Trochalopteron affine	Trochalopteron affine	1	22715747	(Blyth, 1843)	Garrulax_affinis	Blyth, 1843
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_chrysopterum	Trochalopteron chrysopterum	Trochalopteron chrysopterum	1	22734483	(Gould, 1835)	Garrulax_chrysopterus	(Gould, 1835)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_elliotii	Trochalopteron elliotii	Trochalopteron elliotii	1	22715738	(Verreaux, 1870)	Garrulax_elliotii	(Verreaux, 1870)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_erythrocephalum	Trochalopteron erythrocephalum	Trochalopteron erythrocephalum	1	22735117	(Vigors, 1832)	Garrulax_erythrocephalus	(Vigors, 1832)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_formosum	Trochalopteron formosum	Trochalopteron formosum	1	22715761	Verreaux, 1869	Garrulax_formosus	(Verreaux, 1869)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_henrici	Trochalopteron henrici	Trochalopteron henrici	1	22715744	Oustalet, 1892	Garrulax_henrici	(Oustalet, 1892)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_imbricatum	Trochalopteron imbricatum	Trochalopteron imbricatum	1	22734478	(Blyth, 1843)	Garrulax_imbricatus	Blyth, 1843
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_lineatum	Trochalopteron lineatum	Trochalopteron lineatum	1	22735082	(Vigors, 1831)	Garrulax_lineatus	(Vigors, 1831)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_melanostigma	Trochalopteron melanostigma	Trochalopteron melanostigma	1	22734488	(Blyth, 1855)	Garrulax_melanostigma	Blyth, 1855
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_milnei	Trochalopteron milnei	Trochalopteron milnei	1	22715764	(David, 1874)	Garrulax_milnei	(David, 1874)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_morrisonianum	Trochalopteron morrisonianum	Trochalopteron morrisonianum	1	22715750	(Ogilvie-Grant, 1906)	Garrulax_morrisonianus	(Ogilvie-Grant, 1906)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_squamatum	Trochalopteron squamatum	Trochalopteron squamatum	1	22715732	(Gould, 1835)	Garrulax_squamatus	(Gould, 1835)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_subunicolor	Trochalopteron subunicolor	Trochalopteron subunicolor	1	22715735	Blyth, 1843	Garrulax_subunicolor	(Blyth, 1843)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Trochalopteron_variegatum	Trochalopteron variegatum	Trochalopteron variegatum	1	22715741	(Vigors, 1831)	Garrulax_variegatus	(Vigors, 1831)
AVES_PASSERIFORMES_TROGLODYTIDAE_Troglodytes_troglodytes	Troglodytes troglodytes	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Tropicoperdix_chloropus	Tropicoperdix chloropus	Tropicoperdix chloropus	1	22731882	(Blyth, 1859)	Arborophila_chloropus	(Blyth, 1859)
AVES_PASSERIFORMES_PELLORNEIDAE_Turdinus_brevicaudatus	Turdinus brevicaudatus	Turdinus brevicaudatus	1	22716075	Blyth, 1855	Napothera_brevicaudata	(Blyth, 1855)
