taxa	binomial	name	count	result.accepted_id	result.authority	result.synonym	result.syn_authority
AVES_FALCONIFORMES_FALCONIDAE_Falco_amurensis	Falco amurensis	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_cherrug	Falco cherrug	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_columbarius	Falco columbarius	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_naumanni	Falco naumanni	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_peregrinus	Falco peregrinus	Falco peregrinus	1	45354964	Tunstall, 1771	Falco_pelegrinoides	Temminck, 1829
AVES_FALCONIFORMES_FALCONIDAE_Falco_rusticolus	Falco rusticolus	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_severus	Falco severus	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_subbuteo	Falco subbuteo	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_tinnunculus	Falco tinnunculus	NA	NA	NA	NA	NA	NA
AVES_FALCONIFORMES_FALCONIDAE_Falco_vespertinus	Falco vespertinus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_albicilla	Ficedula albicilla	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_elisae	Ficedula elisae	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_erithacus	Ficedula erithacus	Ficedula erithacus	1	22709334	(Jerdon and Blyth, 1861)	Ficedula_sordida	Godwin-Austen, 1874
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_hodgsoni	Ficedula hodgsoni	Ficedula hodgsoni	1	22709591	(Moore, 1854)	Muscicapella_hodgsoni	(Moore, 1854)
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_hyperythra	Ficedula hyperythra	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_mugimaki	Ficedula mugimaki	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_narcissina	Ficedula narcissina	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_sapphira	Ficedula sapphira	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_strophiata	Ficedula strophiata	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_superciliaris	Ficedula superciliaris	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_tricolor	Ficedula tricolor	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_westermanni	Ficedula westermanni	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_MUSCICAPIDAE_Ficedula_zanthopygia	Ficedula zanthopygia	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Francolinus_pintadeanus	Francolinus pintadeanus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_FRINGILLIDAE_Fringilla_coelebs	Fringilla coelebs	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_FRINGILLIDAE_Fringilla_montifringilla	Fringilla montifringilla	NA	NA	NA	NA	NA	NA
AVES_GRUIFORMES_RALLIDAE_Fulica_atra	Fulica atra	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_cinereiceps	Fulvetta cinereiceps	Fulvetta cinereiceps	1	22735182	(Verreaux, 1870)	Alcippe_cinereiceps	(Verreaux, 1870)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_formosana	Fulvetta formosana	Fulvetta formosana	1	22734603	(Ogilvie-Grant, 1906)	Alcippe_formosana	(Ogilvie-Grant, 1906)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_ludlowi	Fulvetta ludlowi	Fulvetta ludlowi	1	22716617	Kinnear, 1935	Alcippe_ludlowi	(Kinnear, 1935)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_manipurensis	Fulvetta manipurensis	Fulvetta manipurensis	1	22734598	(Ogilvie-Grant, 1906)	Alcippe_manipurensis	(Ogilvie-Grant, 1906)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_ruficapilla	Fulvetta ruficapilla	Fulvetta ruficapilla	1	22735568	(Verreaux, 1870)	Alcippe_ruficapilla	(Verreaux, 1870)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_striaticollis	Fulvetta striaticollis	Fulvetta striaticollis	1	22716604	(Verreaux, 1870)	Alcippe_striaticollis	(Verreaux, 1870)
AVES_PASSERIFORMES_SYLVIIDAE_Fulvetta_vinipectus	Fulvetta vinipectus	Fulvetta vinipectus	1	22716601	(Hodgson, 1837)	Alcippe_vinipectus	(Hodgson, 1837)
AVES_PASSERIFORMES_ALAUDIDAE_Galerida_cristata	Galerida cristata	NA	NA	NA	NA	NA	NA
AVES_GRUIFORMES_RALLIDAE_Gallicrex_cinerea	Gallicrex cinerea	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_gallinago	Gallinago gallinago	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_hardwickii	Gallinago hardwickii	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_megala	Gallinago megala	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_nemoricola	Gallinago nemoricola	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_solitaria	Gallinago solitaria	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_SCOLOPACIDAE_Gallinago_stenura	Gallinago stenura	NA	NA	NA	NA	NA	NA
AVES_GRUIFORMES_RALLIDAE_Gallinula_chloropus	Gallinula chloropus	NA	NA	NA	NA	NA	NA
AVES_GALLIFORMES_PHASIANIDAE_Gallus_gallus	Gallus gallus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PELLORNEIDAE_Gampsorhynchus_rufulus	Gampsorhynchus rufulus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_PELLORNEIDAE_Gampsorhynchus_torquatus	Gampsorhynchus torquatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_albogularis	Garrulax albogularis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_berthemyi	Garrulax berthemyi	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_bieti	Garrulax bieti	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_caerulatus	Garrulax caerulatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_canorus	Garrulax canorus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_castanotis	Garrulax castanotis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_chinensis	Garrulax chinensis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_cineraceus	Garrulax cineraceus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_cinereiceps	Garrulax cinereiceps	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_davidi	Garrulax davidi	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_koslowi	Garrulax koslowi	Garrulax koslowi	1	22716515	(Bianchi, 1905)	Babax_koslowi	(Bianchi, 1905)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_lanceolatus	Garrulax lanceolatus	Garrulax lanceolatus	1	103872761	(Verreaux, 1870)	Babax_lanceolatus	(Verreaux, 1870)
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_leucolophus	Garrulax leucolophus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_lunulatus	Garrulax lunulatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_maesi	Garrulax maesi	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_maximus	Garrulax maximus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_merulinus	Garrulax merulinus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_monachus	Garrulax monachus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_monileger	Garrulax monileger	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_ocellatus	Garrulax ocellatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_pectoralis	Garrulax pectoralis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_perspicillatus	Garrulax perspicillatus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_poecilorhynchus	Garrulax poecilorhynchus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_ruficeps	Garrulax ruficeps	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_ruficollis	Garrulax ruficollis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_rufogularis	Garrulax rufogularis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_sannio	Garrulax sannio	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_strepitans	Garrulax strepitans	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_sukatschewi	Garrulax sukatschewi	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_taewanus	Garrulax taewanus	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_LEIOTRICHIDAE_Garrulax_waddelli	Garrulax waddelli	Garrulax waddelli	1	22716512	Dresser, 1905	Babax_waddelli	Dresser, 1905
AVES_PASSERIFORMES_CORVIDAE_Garrulus_bispecularis	Garrulus bispecularis	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_CORVIDAE_Garrulus_glandarius	Garrulus glandarius	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_CORVIDAE_Garrulus_leucotis	Garrulus leucotis	NA	NA	NA	NA	NA	NA
AVES_PICIFORMES_PICIDAE_Gecinulus_grantia	Gecinulus grantia	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_TURDIDAE_Geokichla_citrina	Geokichla citrina	Geokichla citrina	1	22708375	(Latham, 1790)	Zoothera_citrina	(Latham, 1790)
AVES_PASSERIFORMES_TURDIDAE_Geokichla_sibirica	Geokichla sibirica	Geokichla sibirica	1	22708382	(Pallas, 1776)	Zoothera_sibirica	(Pallas, 1776)
AVES_CHARADRIIFORMES_GLAREOLIDAE_Glareola_lactea	Glareola lactea	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_GLAREOLIDAE_Glareola_maldivarum	Glareola maldivarum	NA	NA	NA	NA	NA	NA
AVES_CHARADRIIFORMES_GLAREOLIDAE_Glareola_pratincola	Glareola pratincola	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Glaucidium_brodiei	Glaucidium brodiei	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Glaucidium_cuculoides	Glaucidium cuculoides	NA	NA	NA	NA	NA	NA
AVES_STRIGIFORMES_STRIGIDAE_Glaucidium_passerinum	Glaucidium passerinum	NA	NA	NA	NA	NA	NA
AVES_PELECANIFORMES_ARDEIDAE_Gorsachius_goisagi	Gorsachius goisagi	NA	NA	NA	NA	NA	NA
AVES_PELECANIFORMES_ARDEIDAE_Gorsachius_melanolophus	Gorsachius melanolophus	Gorsachius melanolophus	1	22697242	(Raffles, 1822)	Gorsachius_melanophus_melanophus	Collar and Andrew (1988)
AVES_PASSERIFORMES_STURNIDAE_Gracula_religiosa	Gracula religiosa	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_STURNIDAE_Gracupica_contra	Gracupica contra	NA	NA	NA	NA	NA	NA
AVES_PASSERIFORMES_STURNIDAE_Gracupica_nigricollis	Gracupica nigricollis	Gracupica nigricollis	1	22710903	(Paykull, 1807)	Sturnus_nigricollis	(Paykull, 1807)
AVES_PASSERIFORMES_PELLORNEIDAE_Graminicola_striatus	Graminicola striatus	NA	NA	NA	NA	NA	NA
