"i","FD.FRic","FD.FEve","FD.FDiv","FD.FDis","FD.RaoQ"
"10311","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10312","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10313","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10314","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10315","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10316","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10317","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10318","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10319","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10320","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10321","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10322","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10323","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"10324","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"10407","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10408","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10409","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10410","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10411","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10412","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10413","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10414","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10415","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10416","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10417","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10418","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10419","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"1041","10.8261417497142","0.783980744865209","0.866577674073069","2.43434150796179","6.125"
"10420","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10421","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10422","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10423","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10424","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10425","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"1042","20.3882622287181","0.716207856295748","0.834184911450113","2.44968165409512","6.41666666666667"
"1043","16.5524653176746","0.686837622937742","0.839018621310639","2.48375009177812","6.46153846153846"
"1044","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1045","18.3534875091389","0.723548541107293","0.8563026980754","2.48832951235039","6.46153846153846"
"1046","18.3534875091389","0.723548541107293","0.8563026980754","2.48832951235039","6.46153846153846"
"1047","18.3534875091389","0.723548541107293","0.8563026980754","2.48832951235039","6.46153846153846"
"1048","22.4548254707806","0.744420537722468","0.859276572639884","2.49664213539561","6.5"
"1049","21.5102204872004","0.743432635039041","0.84790871330221","2.48285479944467","6.46153846153846"
"1050","10.6221796848919","0.69577548318448","0.831178220277108","2.45077309779559","6.36363636363636"
"10511","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10512","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10513","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10514","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10515","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10516","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10517","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10518","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10519","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1051","5.48680030996922","0.661469943000211","0.840501874904165","2.41910344819588","6.22222222222222"
"10520","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10521","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10522","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10523","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10524","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10525","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10526","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10527","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"1052","1.99184995175531","0.673178768572479","0.856766449422763","2.4102196043533","6"
"1053","3.52443008192974","0.762471725768145","0.797836040717569","2.32367213434201","5.83333333333333"
"1054","5.18003233546109","0.842263560805398","0.863252630746939","2.12188603139945","4.66666666666667"
"1055","0.541408871587878","0.772052026250322","0.798455311249035","2.2560065877128","5.6"
"1056","1.4049076687897","0.833930076830833","0.853006790085779","2.32072433211811","5.6"
"1057","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"1058","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"1060","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"10615","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10616","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10617","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10618","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10619","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1061","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"10620","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10621","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10622","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10623","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10624","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10625","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10626","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10627","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10628","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10629","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"1062","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"10717","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10718","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10719","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10720","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10721","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10722","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10723","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10724","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10725","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10726","0.988795701527923","0.743002503600208","0.761075048216598","2.31638499422734","5.6"
"10727","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10728","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10729","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10730","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10731","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"10819","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10820","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10821","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10822","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10823","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10824","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10825","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10826","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10827","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10828","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10829","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10830","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10831","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10832","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"10921","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10922","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10923","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10924","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10925","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10926","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10927","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10928","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10929","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10930","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"10931","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10932","0.988795701527923","0.743002503600208","0.835363323686055","2.31638499422734","5.6"
"10933","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"10934","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"11024","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11025","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11026","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11027","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11028","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11029","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11030","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11031","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11032","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11033","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11034","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"11035","1.52703340368816","0.630085641273939","0.789053508855874","2.18756092739463","5.25"
"11126","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11127","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11128","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11129","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11130","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11131","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11132","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11133","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11134","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11135","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11136","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11137","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11229","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11230","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11231","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11232","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11233","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11234","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11235","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11236","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11237","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11238","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11239","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11332","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11333","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11334","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11335","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11336","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11337","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11338","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11339","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11340","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"11434","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11435","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11436","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11437","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11438","5.47434408078553","0.824046704767993","0.87855395188748","2.1369342217288","4.66666666666667"
"1143","15.7486057768732","0.738029873966484","0.863414603073686","2.44428412728218","6.3"
"1144","19.4073942199906","0.685450602186067","0.853747091001177","2.48975281257494","6.46153846153846"
"1145","16.5524653176746","0.686837622937742","0.839018621310639","2.48375009177812","6.46153846153846"
"1146","17.2505263417489","0.720764201496117","0.860288548380596","2.49190995436515","6.46153846153846"
"1147","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1148","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1149","18.3534875091389","0.723548541107293","0.8563026980754","2.48832951235039","6.46153846153846"
"1150","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1151","21.5102204872004","0.743432635039041","0.84790871330221","2.48285479944467","6.46153846153846"
"1152","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"11536","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11537","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11538","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11539","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1153","5.48680030996922","0.661469943000211","0.840501874904165","2.41910344819588","6.22222222222222"
"11540","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1154","1.99184995175531","0.673178768572479","0.856766449422763","2.4102196043533","6"
"1155","0.629834480941683","0.813576632263342","0.924265396853642","2.35625771718543","5.6"
"1156","2.41151233170773","0.777107134816713","0.795667019329439","2.18166924049269","5.25"
"1158","0.427884786861468","0.541687896999905","0.84788403926331","2.24463839651018","5.25"
"1159","0.427884786861468","0.541687896999905","0.84788403926331","2.24463839651018","5.25"
"1160","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"1161","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"1162","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"11638","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11639","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1163","0.183543228254399","0.682793479114652","0.813583254214127","2.28013799412537","5.6"
"11640","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11641","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11642","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1164","0.183543228254399","0.682793479114652","0.813583254214127","2.28013799412537","5.6"
"1165","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"11740","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11741","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11742","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11743","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11744","5.71956992932623","0.915983038443298","0.90916381686386","2.14500800862182","4.66666666666667"
"11841","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11842","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11843","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11844","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11943","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"11944","5.18152320275068","0.91909926424829","0.951488478936055","2.28631531056099","5.25"
"1245","27.6969683769736","0.703275725086481","0.847643861177547","2.48435769978341","6.5"
"1246","25.9059715603607","0.691244592976988","0.844455110308373","2.49294490637182","6.5"
"1247","16.5524653176746","0.686837622937742","0.839018621310639","2.48375009177812","6.46153846153846"
"1248","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1249","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1250","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1251","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1252","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1253","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1254","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1255","6.71470908140555","0.636402938488478","0.842873783929631","2.43193831591131","6.3"
"1256","2.3287043229543","0.594578959343482","0.811153407586342","2.32502642945863","6"
"1257","0.629834480941683","0.813576632263342","0.924265396853642","2.35625771718543","5.6"
"1258","3.56076678926234","0.579046518778777","0.792136473442125","2.07509902712093","4.66666666666667"
"1260","5.79193148795359","0.982083391756719","0.906780982584198","2.14737245278851","4.66666666666667"
"1261","5.79193148795359","0.982083391756719","0.906780982584198","2.14737245278851","4.66666666666667"
"1262","5.79193148795359","0.982083391756719","0.906780982584198","2.14737245278851","4.66666666666667"
"1263","0.427884786861468","0.541687896999905","0.84788403926331","2.24463839651018","5.25"
"1264","0.183543228254399","0.682793479114652","0.813583254214127","2.28013799412537","5.6"
"1265","0.183543228254399","0.682793479114652","0.813583254214127","2.28013799412537","5.6"
"1266","0.0374737027574938","0.725446986545204","0.804470017705948","2.33464148233665","5.83333333333333"
"1267","0.0281497607322465","0.706540752144499","0.778711016901736","2.30761418176774","5.83333333333333"
"126","4.59332234916678","0.785408608179503","0.855896682933771","2.40264160505591","6"
"127","4.59332234916678","0.785408608179503","0.855896682933771","2.40264160505591","6"
"128","1.37830206053199","0.717147172832254","0.802531163728439","2.34026906219201","5.83333333333333"
"129","1.89070051648738","0.789552476833848","0.848849391417491","2.36240686815401","5.83333333333333"
"1341","7.75233751100348","0.769286054105679","0.829489612822516","2.40585000858689","6.3"
"1342","9.86921334939361","0.710923812683685","0.811950353821983","2.40223066230674","6.41666666666667"
"1343","8.19076065837859","0.700460855492815","0.781671551956403","2.36324265320277","6.41666666666667"
"1345","20.6615872159111","0.714322004595348","0.838294119089353","2.46825861118811","6.41666666666667"
"1346","13.8097003368562","0.698963321765178","0.83315514673273","2.44543743685044","6.3"
"1347","13.4955992934099","0.694464762555045","0.854134359825686","2.50812919474612","6.53333333333333"
"1348","21.2795422856531","0.717113068752626","0.879131534581084","2.53880127691568","6.61111111111111"
"1349","16.7398337635251","0.7199664671833","0.838696649448669","2.46763570719558","6.41666666666667"
"1350","19.4058134414718","0.719023486529816","0.868609459086006","2.50173204857205","6.5"
"1351","12.9172695460532","0.70508014295954","0.87125016711253","2.48929630551141","6.46153846153846"
"1352","12.9172695460532","0.70508014295954","0.87125016711253","2.48929630551141","6.46153846153846"
"1353","10.973038538729","0.703653017583551","0.860569379120739","2.47870419257021","6.41666666666667"
"1354","10.6221796848919","0.69577548318448","0.831178220277108","2.45077309779559","6.36363636363636"
